reviews.text,reviews.rating,sentiment
kindle voyage wonderful product use everyday reading take lunch dinner day,5.0,positive
useful fun usei bought beach house,5.0,positive
bought kindle fire serf purpose reading pdf file,3.0,neutral
fought long time kindle awesome newer version adjustable light best,4.0,positive
purchased gift expected still learning,4.0,positive
small portable work blue tooth speaker take away home,5.0,positive
run light house full knowledge man love female house doesnt talk back,5.0,positive
bought son summer reading kindle working great,5.0,positive
work well compatable lot program,4.0,positive
never thought could give real book lightweight easy reading beach im believer,5.0,positive
bought black friday work great whole family happy,5.0,positive
thing fast like older network video streamer seem get slower interface,5.0,positive
purchased dad first tablet love technically powerhouse price nicest little tablet get hand perfect child use kitchen cooking kill time bathroom lookswise pleasing feel good hand,5.0,positive
great product good fact bought gift love thiers,5.0,positive
special offer mean popup ad turn kindle game book called amazon want pay turn returning buying another brand tablet done amazon never get dime,1.0,negative
great yr old grown nabi like taking picture trick memory extended hold picture great tablet,5.0,positive
bought one month ago conventional kindle died replaced fire amazing bought kid holiday,5.0,positive
awesome product great value stream netflix hulu much faster firestick,5.0,positive
kindle family use time reading book checking email watching netflix would sad without,5.0,positive
easy use hd awesome simplicity well easy follow direction set great everything want,5.0,positive
thanks perfect little kid love tablet good quality fast enough,4.0,positive
believe depends want use bought young kid loving basic stuff like surf internet watch youtube play game complaint sometimes charge even connected whole night restart pad charge glitch,4.0,positive
late electronic age simple enough great use ask certain music played,5.0,positive
purchased tablet use found work well expecially amazon app store many google play store apps found amazon app store battery life good probably one best value tablet available,5.0,positive
bought item boyfriend love loved much bought christmas gift thank,5.0,positive
bought daughter christmas work good downfall google play amazon apps,4.0,positive
nice cheap android device hd display amazon sturdy build quality hour battery backup sometimes run little slow rest good,4.0,positive
love kindle tablet kid grandkids easy use even year old would highly recommend buying screen protector durable case,4.0,positive
perfect portable device believe much better ipad opinion rival,5.0,positive
work great sling tv fill gap show watch,5.0,positive
great tablet kid price great value,4.0,positive
love speaker work wonderfully recommend,5.0,positive
great tablet believe also great kid use parental control,5.0,positive
one best thing purchased home entertainment,5.0,positive
started fire stick thought cheaper better option got see one action much faster definitely would recommend,5.0,positive
purchased grandchild great child learning use electronics,5.0,positive
really like light behind allows read bright light dark,4.0,positive
looking upgrade roku fire stick,5.0,positive
product great good job interpreting voice command every would problem wifi connection,4.0,positive
nice producthad everything looking,5.0,positive
cool bummer power adapter cord broke dont think sell replacement,5.0,positive
less expensive last year many feature bigger screen,5.0,positive
love kindle useful traveling outside house friend,5.0,positive
trying get son read thought kindle would help first got good deal old kindle model refurbished quickly broke gift card best buy one sale got also bought silicone case bought best buy warranty much easier use model v old one originally like use freetime app device get book also use overdrive get book library far working great u bought best buy instead getting online amazon like best buy warranty easier deal amazon,5.0,positive
product bit difficult set tech savvy daughter assisted set worked perfectly love programming local channel,4.0,positive
got product year old love parental control downfall ive noticed far take long time charge lot going app wise parent login product,4.0,positive
great tablet price niece loved,5.0,positive
bought tap mom primarily listen music although mom forgets girl name haha weve found alexa answer without saying name rechargeable base nice tap moved around house outside within range wifi sound great pleased,5.0,positive
bought wife love already used,5.0,positive
amazon fire job kid play game access internet slower onside streaming,3.0,neutral
need explore ask get,4.0,positive
work well kindle,5.0,positive
work well work like fire stick better plug ethernet cable better connection,4.0,positive
always wanted get best product money audio video experience amazon fire k disappointed exceptionally easy set attach internet tv update fire seemless fast visual quality expected already fire would recommend upgrade know wish sort buyback program choice would easier like gaming ability system yet explore option extensively,5.0,positive
actually kindle grand daughter always want play come soo removed book put game got new one happy watch tube netflix play game win win,5.0,positive
easy handle light weight like automatically shuts cover closed,4.0,positive
tablet hold everything want still room get net fast,4.0,positive
nice able get news update making mealsdoing thing kid find entertaining well,4.0,positive
bought wife birthday love,5.0,positive
echo dot echo tap echo recommend highly,5.0,positive
great tablet price father law like easy use tablet,4.0,positive
cheap work great awesome beginner tablet amazon great job affordable great something play,5.0,positive
superfun useeasy set great product,5.0,positive
great value cost fast high end tablet certainly faster expecting clear viewing easy navigation,4.0,positive
purchased brother law needed something surf web set easy internet within minute unboxing,5.0,positive
able read book use apps like netflix feel slow used using ipad obviously big price difference,4.0,positive
box work great compact easy install around easy navigate reason give full star rating remote keep giving work time stopped replaced battery thats issue actually take battery put back time get remote working hoping getting remote replaced easy hassle free,4.0,positive
quality display amazing battery life fantastic,5.0,positive
kindle paperwhite good reading bought think good personal use gift,5.0,positive
bought great durable price amazing,5.0,positive
tablet great kid ok get damaged cheap compared ipad easier got get bb,5.0,positive
fire tablet overall good size great feature,4.0,positive
got yankee swap extremely popular person picked happy,4.0,positive
purchase primarily husband technologychallenged listen music want want still experimenting asking question careful talking alexa respond conversation,5.0,positive
kindle fire bargain original kindle difference functionality night day minus amazon prime year hard justify unless shop amazon alot still overall great deal,4.0,positive
amazon fire tablet nice tablet theyre especially great streaming tv movie since kindle great book little odd internet browser still little limited app store overall great little tablet,5.0,positive
echo dot located two home love themvery versatile provide needed information entertainment needed useful cost effective,5.0,positive
originally purchased fire tv stick upgraded bandwith storage awesome product,5.0,positive
lot pain smart tv add one box considerably faster stick stick best value,4.0,positive
kid love kindles love free time numerous educational game,5.0,positive
work,5.0,positive
adult special need son love alexa amazing tool,5.0,positive
got deal day gifted friend happy product,4.0,positive
upgraded standard fire tablet better screen bit faster standard fire,5.0,positive
kindle fire great trip airplane mode easy find nice access amazon prime video,4.0,positive
viable substitute expensive pad especially kid wanting tablet download book game email access internet parental control easily enabled,5.0,positive
family love use every day cant beat price,5.0,positive
product easy install allows view thing television previously could smart tv plus give access tomany website viewing option,5.0,positive
great price good tablet especially black friday,4.0,positive
bought christmas gift year old love durable reliable,4.0,positive
love kindle replacement old kindle keyboard used constantly hour every day carried purse time traveled without kindle nice product,5.0,positive
everything daughter need far playing game,5.0,positive
would recommend others better kindle fire best,4.0,positive
purchased could use skype check dog day download app make fire stay otherwise go sleep app installed skype autoanswer worked well overall going use reader mini tablet look like good product screen bright sharp,4.0,positive
complaint regarding product,4.0,positive
user friendly affordable nice feature good battery life,4.0,positive
really enjoy new kindle read dark book without taking space battery last long time,5.0,positive
undecided new paperwhite voyage model lot research see one best based personal analysis instore sample felt voyage nothing price worthy new pw could offer lesser undecided like dont worry gimmick voyage go pw,5.0,positive
love enjoy playing game reading,4.0,positive
ask alexa question day recently received gift amazon prime alexa read free book work around house husband asks weather ballgame score,5.0,positive
much better echo dot however fact touch button activate instead talking bit annoying speaker fairly powerful size,3.0,neutral
bought kindle wife us everything especially reading love,5.0,positive
great move fast problem battery dont last long good tablet like,4.0,positive
got echo black friday couldnt happier doesnt understand thing shes useful know use mine via bluetooth iphone take control like listening podcasts echo well wake shes ready tell weather news update would recommend anyone looking smart device like echo,5.0,positive
without doubt best streaming device market like fire stick also purchased many device friend family one like obviously higher price zero issue capable everything want like fire stick better faster possibly k content technology support,5.0,positive
got black friday couldnt happier buck kindle kid super excited,5.0,positive
echo first thing husband listen every morning easy use,5.0,positive
make list play music tell weather great purchase,5.0,positive
im still learning productso far useful,5.0,positive
unit work exactly described good buy,5.0,positive
say best inch andriod tablet,5.0,positive
purchased tablet sister love,5.0,positive
good tablet basic use great traveling,5.0,positive
overall alexa product thing one one specifically portable need put base charging one main issue voice activated meaning listen unless press button top mic button front feature could see causing excess battery usage need able apps better,3.0,neutral
kindle better resolution contrast ratioit light comfortable would recommend device deal price,5.0,positive
love stream stuff want see catching show thats longer tv cool also amazon prime watch certain movie best purchase ever,5.0,positive
love alexa great addition would recommend anyone,5.0,positive
love issue stay charged long,5.0,positive
plugging echo downloading alexa app rest process nice easy added music account smart home device alexa amazing device anyone looking device help home automation get echo,5.0,positive
household streaming box come close definite must buy,5.0,positive
love use mostly music great sound highly recommend,5.0,positive
great item one best price get work well easy setup,5.0,positive
great devise older generation woman love,4.0,positive
think would great tablet kid bought smart chromecast tv wasnt compatible kid love,4.0,positive
amazon fire super use read book,5.0,positive
year old download gameseasy set get working thanks parental control know downloading,5.0,positive
absolutely love speaker quality terrible compared dedicated bt speaker keep star,5.0,positive
awesome product like layout used roku past really like one way roku,5.0,positive
overall nice looking cover job well simple elegant slick say slick dont necessarily mean cleverly devised mean slippery smooth leather provides next grip cover tendency hold thing lightly imagine repeatedly slipping hand sure doesnt bandclaspetc keep closed neither kindle cover neither nearly every book ever publishedits expensive dont understand amazon charging much considering theyll offering another cover additional functionality half price amazonbasics leather folio cover multiangle adjustable stand kindle touch kindle black heckprosprettyfunctionalconsslipperyexpensive,3.0,neutral
excelent tablet great price good age dont need expend lot money bought thanksgiving paid less,5.0,positive
tablet best battery ive ever seen picture great,5.0,positive
right size husbandand wantedwas good buy himthanks alot,5.0,positive
although inexpensive tablet pack lot stuff anything want great speed dont hesitate buy,5.0,positive
great tablet new lot learn function,5.0,positive
third kindle still two however camera much larger screen would take product day tablet,5.0,positive
great kid bumper around tablet saved several time might buy larger screen tablet next time around program easy access love parental control,4.0,positive
purchased tablet convenience surprised easy use well performs downloaded information paper white tablet able download email important apps,5.0,positive
enjoy joke game music ask,5.0,positive
tablet often used ipad free game amazon underground cool amazon prime like read plenty book option integration digital purchase,5.0,positive
fire tv great product met expectation,5.0,positive
work way better fire tv stick work well k tv,5.0,positive
love tablet love ipad much lighter weight easier slip purse went g none stock got memory card probably never need,5.0,positive
gadget amazing watch movie era,5.0,positive
chance download one movie impressed clarity pic,4.0,positive
follow instruction youtube jailbreak item get access movie still theater,5.0,positive
complaint especially price good child elderly,3.0,neutral
great bargain money easy read sunlight laying bed,5.0,positive
device changed home automation system make usable integrates much anything think excited see far take,5.0,positive
love product take alexa everywhere portable speaker connect phone away wifi building speaker great surrounded cloth would worry getting dirty one downside tap compared echo dot og echo alexa always listening work tap press speaker button pretty self explanatory name tap tap ended returning get dot like said great speaker great portable device,4.0,positive
amazon echo fun easily connected ask alexa anything also play game give weather report many talent enable different apps,5.0,positive
purchased christmas gift grand baby,5.0,positive
tablet use harmony remote baby camera monitor youtube kid receiver software reading article book game many thing best tablet great one issue play store amazon app side load cant beat,5.0,positive
really enjoy would recommend others thanks,4.0,positive
great color great item bought replacement another brand happy purchase,5.0,positive
product definitely get job done plus plus couldnt beat low price offered best buy,5.0,positive
went buy fire stick best buy recommened stock due recient add popularity product read review decided buy fire tv great product easy set use alexia nice storage spacei would recommend product,5.0,positive
purchased christmas gift family several kindles theyve good tablet theyre great age,5.0,positive
purchased little guy pleased,5.0,positive
excellent feature vast collection book,5.0,positive
bought kindle upgrade first kindle fire,5.0,positive
purchased product eye simply trying tablet become product use every day get used amazon app store different google play store though still androidbased tablet fast user experience satisfying purchased gb model extra storage space great tablet,5.0,positive
great yr old use till he older,4.0,positive
great first tablet kid lot game battery life good,4.0,positive
replacement son one year got broken,5.0,positive
come ton stuff download ton best money ive spent,5.0,positive
bargain tablet affordable picture quality good,4.0,positive
ive kindle fire couple week really enjoying ive impressed processor speed image quality problem playing video music ereader app great lot easytouse feature paired amazon prime order utilize function fully,5.0,positive
dont care lack storage strange arrangement naviagation software nonetheless nice price,3.0,neutral
good product,5.0,positive
amazing little device suppose fast modern standard downloads heavily dependent speed internet connection slow often unreliablemy home internet connection greatest screen size beautiful many game apps book available free love kindle fire wonderful lean fast apps accessing email facebook graphic game amaze want basic tablet lot money think great choice im considering getting one sister,4.0,positive
fit easily smallest purse always hand waiting line traveling lightweight especially without case shape back provides easy grip accelerometer allows held either hand would like able charge reader case separate thats minor thing,5.0,positive
easy set east tie would highly recommend product others,5.0,positive
far loving tablet coarse take time fully learn good bad aspect tablet screen little smaller thought great apps quick smooth even sent email downloaded free app offer lot option ipad ive awhile look like ipad way,4.0,positive
item must amazon prime membership,5.0,positive
great tablet perfect son game great performance,5.0,positive
husband love bought kid love easy use kid profile great,5.0,positive
cant beat tablet price bought mostly reading book go kindle app ive also using much would recommend anyone looking buy extra device low price,5.0,positive
fast reliable streaming havent complaint,4.0,positive
understand get pay come amazon make million day allow product lineup thing tablet good collecting dust opinion company going integrate androidos least make user friendly open basically like purchasing half device demo device,1.0,negative
love compact size ability read anywhere,5.0,positive
never thought would like use family use every day,5.0,positive
alexa best buy bought christmas purchased alexa echo,4.0,positive
great device transition cable recommend slingtv help transition firetv well firestick spend additional money better wifi also wire direct best hd streaming netflix prime work well wifi mbps type speed upgraded mbps better result also see kodi app,5.0,positive
nephew love us every day thank,5.0,positive
great product answer,4.0,positive
great tablet basic grandson us find many hour entertainment playing game looking general info line,5.0,positive
tablet really good much user friendly,4.0,positive
like access thousand movie tv show make sure enough speed router,5.0,positive
screen camera processor dont perform well price pay definitely bargain,3.0,neutral
enjoy taking photo enough video keep kid entertained fence go larger storage,5.0,positive
hard time navigating menu use intuitive,3.0,neutral
excellent device wish bought bigger one,5.0,positive
could happier purchase voice activated command button remote work fantastic smart tv highly recommend device buffer maybe second start show display perfectly,5.0,positive
would recommend primary tablet ok reading simple game,4.0,positive
family member one connected thing house loved,5.0,positive
husband wanted father day got love get temperature forecast morning set timer grandkids playing electronics set alarm play music grandkids get alexa tell joke amazing talk day technology outstanding,5.0,positive
cant live without control smart home gadget house,5.0,positive
absolutely loving amazon fire streaming device,5.0,positive
much information put fingertip love unit im going buy one grandson,5.0,positive
love read using kindle great,5.0,positive
using smaller adapter kindle fire hd year told amazon needed charger week believe correct new charger faster powerful beforethis latest newest charger amazon sell watt chargethis model rounded version heavy duty charger happy mine,5.0,positive
first kindle purchase couldnt happier bought concerned would small enjoy reading concern soon expunged always read book grew older eye sight grew worse moved reading ipad air could increase size print downside ipad though would get heavy hold read would get eye strain light projected device even night mode point even though much better decided try kindle paperwhite new ppi type couldnt happier light hold even one hand lot still adjust type size want type crisp easy read find dont get eye strain used one benefit kindle reading outside even better reading inside said ipadanother benefit kindle still feel like reading book ipad using free kindle app ipad syncs perfectly kindle start page stopped kindle seamlessly move one device otherthe slight disappointment battery doesnt last long lead believe found recharge two third way book realistically thats big deal meif debating whether kindle paperwhite would right read recommendation buy dont think disappointed,5.0,positive
got tablet great price work well fast processor,5.0,positive
super easy use small enough carry purse,4.0,positive
got grandson didnt want spend lot fit bill great value issue,5.0,positive
using amazon fire stick month decided upgrade fire tv much faster hardwire directly network unlike fire stick wireless,5.0,positive
awesome kindle easy transport love clear screen,5.0,positive
intrigued device wanted give try also bose sound link mini say sound quality music better bose music sole reason purchase information requesting quick song radio station thing rock take time letting alexa learn voice overall voice recognition much better siri one complaint doesnt sync apple calendar come amazon cut deal apple anyway give thumb star rating get one wont buyer remorse,4.0,positive
bought adult child love,5.0,positive
fire tv way better firestick hate firestick work wifi hated buffering got firetv buffering issue eliminated,5.0,positive
bought try feature try sleeping sound really worked,5.0,positive
bought niece love take everywhere,5.0,positive
kindle fire purchased best buy awesome people read book online search web one kind,5.0,positive
always liked reading book physical form got hard carry around plus bookshelf full solves problem,4.0,positive
bought husband gift use much perfect size good sound quality overall great product,4.0,positive
great product loud speaker however dont accessory go dont buy money buy,3.0,neutral
bought grandma absolutely love easy figure thing tech savvy mean love reading book getting facebook perfect,5.0,positive
great wait watch tv hugh cable bill wish year ago,5.0,positive
product wonderful great sound really function dot would buy looking better speaker great kitchen central location house,5.0,positive
youre looking something basic good price u ipad quality u prime well worth,4.0,positive
bought year old great wish bit storage overall happy purchase,4.0,positive
quality good bluetooth worked ok diconnected time maybe charged,4.0,positive
use mostly listen music amazon prime spotify thats preference almost every song im interested hearing without pay anything havent gut order anything ill work nerve eventually im diaper something easy,5.0,positive
everything could need want handheld play game surf web skypes etc ease price powerful system vibrant colored screen unheard pleased,5.0,positive
best bang buck cant beat reading best bookstore reader experience,5.0,positive
item work excellent replaced apple tv unit,5.0,positive
cool note much cooler amazon prime stream music free great gift,4.0,positive
outstanding product great price previously hand kindle reader fire much improved product,5.0,positive
tied thermostat asked olympics listened pandora amazon prime told u joke loved toy,5.0,positive
replaced year old kindle reader nice light much faster old one,5.0,positive
supplied amazon bluetooth remote control pair back main unit second one bought issue repairing remote quite simple per instruction avail use android remote usb dongle operate unit going battery like crazy trying get pair back three inch main unit,1.0,negative
bought kindle fire gb year old son june month charging port came loose device charge best buy aware issue nothing amazon warranty product day said charging port often break child using option fix device offer small discount buy new one amazon stand behind product aware defect continue sell,1.0,negative
love talk another system dont use look remote bad thing echo sometimes understand asking even fun,5.0,positive
bought christmas gift granddaughter love inexpensive,5.0,positive
cant say enough work awesome great price,5.0,positive
disappointed want good screen movie,4.0,positive
absolutely love kindle fire received cash back purchasing new macbook pro retina laptop purchased kindle cover jacket,5.0,positive
second pw th kindle year dont know better way consume book read kindle catch iphone ipad back kindle,5.0,positive
perfect entertaining month old great grandson car trip shopping bedtime,5.0,positive
looking add smart tv capability tv replace existing smart tv capability product opinion amazon knocked park streamer paired k tv add amazing clarity k content,5.0,positive
lot ad amazon good light use,3.0,neutral
first tablet purchase perfect need easy operate,5.0,positive
love kindle youre bookaholic like cheaper way read youve made initial investment literally hundred book available free cent low price subscribe service notifies deal youre set,5.0,positive
nothing amazing experience,5.0,positive
looking bluetooth speaker perfect think order get full benefit best prime member link account use prime music also able utilize tool like shopping list checking past order etc downside wireless know amazon made one wireless like design echo,4.0,positive
love easy set work amazon apps like audible learning something new every day especially like using music totally happy item purchase,5.0,positive
easy setup fill room sound easy move another room needed,5.0,positive
hey wall chargerhey wall chargerhey wall charger yet fail nough said,5.0,positive
work great sometimes voice recognition spotty especially depending talking key figuring integrate need else forget use,5.0,positive
work great geating one grandson christmas play sister well protected drop great learning experience,5.0,positive
loving amazon fire tv gave freedom pay watch one thing really bugged cable tv used hundred channel available also paying hundred dollar fire tv spend dollar amount want,5.0,positive
decent performance sometime lag bit screen resolution bit low someone coming galaxy note got sale cant expect top end product installed google play store without needing root share normal adroid app even though running fire o,3.0,neutral
right box alexa performance outstanding easy setup star,5.0,positive
bought k playstation vue new samsung k tv,5.0,positive
easier reading book dont know didnt buy one year ago,5.0,positive
easy use like lighted screen reading dark,5.0,positive
went purchase new tablet misplaced old one told sale person department interested one cheaper tablet display asked ever owned kendal told purchased previously really liked told newest kendal delivered week previously said wow thats great price kendal course purchased sale person polite professional really enjoyed experience,4.0,positive
purchased mom said easy use,5.0,positive
bought order watch nbc nbc app isnt compatible paperweight,2.0,negative
great tablet preloaded game ability add free keep kid entertained best learning,5.0,positive
shop amazon time help make easier still lot ad pop cant use apps nonamazon source unless root complicated realistic alternative ipad galaxy note want device shop amazon youll love,2.0,negative
great tv box lot capability th competition,5.0,positive
able run fire tablet kodi tablet kick,5.0,positive
great tablet price cant beat usage device reading kindle book yes would recommend youre looking simple tablet,4.0,positive
amazon fire tv great product save lot money paying high cable price,5.0,positive
rd echo purchase setup breeze alexa helpful use often kitchen timer playing music weather report highly recommended,5.0,positive
work great echo answer question happy purchased,5.0,positive
gave christmas present liked,4.0,positive
loved tablet happier lower price expandable memory,5.0,positive
yr old love keep occupied hour,5.0,positive
easy operate pluse good price range great teen,4.0,positive
great christmas gift kid love gift,4.0,positive
kindle whitepaper reader replacement original kindle like fact whitepaper back light easily read low light situation also non glare screen make easy read bright sunlight,5.0,positive
love usually read night dont need light use kindle read,4.0,positive
table good child wont break dropped however problem well people family bought table charger port get damaged first day use,4.0,positive
connects home wifi automatically many book many game actually function like computer tablet email breeze,5.0,positive
surprised review read stating device great display mean display bad please device cost compete ipad galaxy tablet fire o need sharpening,3.0,neutral
actually second one year due boyfriend taking ownership first one,5.0,positive
love parental control available set time start stop using well much time activity also love guarantee replacement,5.0,positive
nothing flashy want something simple grab go use babiestoddlers throw around etc tablet great want something little robust save one expensive model,4.0,positive
paperwhite kindle awesome lightweight easy use dim backlight dont disturb husband read bed night,5.0,positive
fire fantastic tablet economical granddaughter love,4.0,positive
love size weight read amazon book comic always impressed easy use,5.0,positive
great gift young teentereat price terrific,3.0,neutral
paid sale holiday couldnt ask better product price,5.0,positive
many thing fire best entertainment family amazon product better better day day keep like,5.0,positive
tablet reasonably priced child love insurance replacement must young one,5.0,positive
enjoying easy setup get good,3.0,neutral
unsure getting tablet purchasing amazon fire convinced made right choice happy ever since concerned lot learn came quickly really like screen size great buy,5.0,positive
would give star add functional ipad,4.0,positive
great tablet work good price cheap,4.0,positive
enjoy using tablet use biking,4.0,positive
