reviews.text,reviews.rating,sentiment
useful fun usei bought beach house,5.0,positive
bought kindle fire serves purpose reading pdf files,3.0,neutral
fought long time kindle awesome newer version adjustable light best,4.0,positive
purchased gift expected still learning,4.0,positive
small portable works blue tooth speaker take away home,5.0,positive
runs lights house full knowledge man loves female house doesnt talk back,5.0,positive
bought son summer reading kindle working great,5.0,positive
works well compatable lots programs,4.0,positive
never thought could give real book lightweight easy reading beach im believer,5.0,positive
bought black friday work great whole family happy,5.0,positive
thing fast like older network video streamers seem get slower interface,5.0,positive
purchased dad first tablet loves technically powerhouse price nicest little tablet get hands perfect child use kitchen cooking kill time bathroom lookswise pleasing feels good hand,5.0,positive
great product good fact bought gifts love thiers,5.0,positive
special offers means popup ads turn kindle games books called amazon want pay turn returning buying another brand tablet done amazon never get dime,1.0,negative
great yr old grown nabi likes taking pictures trick memory extended hold pictures great tablet,5.0,positive
bought one months ago conventional kindle died replaced fire amazing bought kids holidays,5.0,positive
awesome product great value stream netflix hulu much faster firestick,5.0,positive
kindle family use time reading books checking email watching netflix would sad without,5.0,positive
easy use hd awesome simplicity well easy follow directions set great everything want,5.0,positive
thanks perfect little kids love tablet good quality fast enough,4.0,positive
believe depends want use bought young kids loving basic stuff like surf internet watch youtube play games complaint sometimes charge even connected whole night restart pad charge glitch,4.0,positive
late electronic age simple enough great use ask certain music played,5.0,positive
purchased tablet use found work well expecially amazon app store many google play store apps found amazon app store battery life good probably one best value tablets available,5.0,positive
bought item boyfriend loves loved much bought christmas gift thank,5.0,positive
bought daughter christmas works good downfall google play amazon apps,4.0,positive
nice cheap android device hd display amazons sturdy build quality hours battery backup sometimes runs little slow rest good,4.0,positive
love kindle tablet kids grandkids easy use even year old would highly recommend buying screen protector durable case,4.0,positive
perfect portable device believe much better ipad opinion rivals,5.0,positive
works great sling tv fill gap shows watch,5.0,positive
great tablet kids price great value,4.0,positive
love speaker works wonderfully recommend,5.0,positive
great tablet believe also great kids use parental controls,5.0,positive
one best things purchased home entertainment,5.0,positive
started fire sticks thought cheaper better option got see one action much faster definitely would recommend,5.0,positive
purchased grandchildren great children learning use electronics,5.0,positive
really like light behind allows read bright light dark,4.0,positive
looking upgrade roku fire stick,5.0,positive
product great good job interpreting voice commands every would problem wifi connection,4.0,positive
nice producthad everything looking,5.0,positive
cool bummer power adapter cord broke dont think sell replacements,5.0,positive
less expensive last year many features bigger screen,5.0,positive
love kindle useful traveling outside house friends,5.0,positive
trying get son read thought kindle would help first got good deal old kindle model refurbished quickly broke gift card best buy one sale got also bought silicone case bought best buy warranty much easier use model vs old one originally like use freetime app device get books also use overdrive get books library far working great us bought best buy instead getting online amazon like best buy warranty easier deal amazon,5.0,positive
product bit difficult set tech savvy daughter assisted set worked perfectly love programming local channels,4.0,positive
got product year old love parental controls downfalls ive noticed far takes long time charge lot going app wise parent login product,4.0,positive
great tablet price nieces loved,5.0,positive
bought tap mom primarily listen music although mom forgets girls name haha weve found alexa answer without saying name rechargeable base nice tap moved around house outside within range wifi sound great pleased,5.0,positive
bought wife loves already used,5.0,positive
amazon fire job kids play games access internet slower onside streaming,3.0,neutral
need explore ask get,4.0,positive
works well kindle,5.0,positive
works well works like fire stick better plug ethernet cable better connection,4.0,positive
always wanted get best products money audio video experience amazon fire k disappointed exceptionally easy set attach internet tv updates fire seemless fast visual quality expected already fire would recommend upgrade know wish sort buyback program choice would easier like gaming ability system yet explore options extensively,5.0,positive
actually kindle grand daughters always want play come soo removed books put games got new one happy watch tube netflix play games win win,5.0,positive
easy handle light weight like automatically shuts cover closed,4.0,positive
tablet holds everything want still room get net fast,4.0,positive
nice able get news updates making mealsdoing things kids find entertaining well,4.0,positive
bought wife birthday loves,5.0,positive
echo dot echo tap echo recommend highly,5.0,positive
great tablet price father law likes easy use tablet,4.0,positive
cheap works great awesome beginner tablet amazon great job affordable great something play,5.0,positive
superfun useeasy set great product,5.0,positive
great value cost fast high end tablet certainly faster expecting clear viewing easy navigation,4.0,positive
purchased brother law needed something surf web set easy internet within minutes unboxing,5.0,positive
able read book use apps like netflix feels slow used using ipad obviously big price difference,4.0,positive
box works great compact easy install around easy navigate reason give full star rating remote keeps giving work time stopped replaced batteries thats issue actually take batteries put back times get remote working hoping getting remote replaced easy hassle free,4.0,positive
quality display amazing battery life fantastic,5.0,positive
kindle paperwhite good reading bought think good personal use gift,5.0,positive
bought great durable price amazing,5.0,positive
tablet great kids ok gets damaged cheap compared ipad easier got get bb,5.0,positive
fire tablet overall good size great features,4.0,positive
got yankee swap extremely popular person picked happy,4.0,positive
purchase primarily husband technologychallenged listen music wants wants still experimenting asking questions careful talking alexa respond conversation,5.0,positive
kindle fire bargain original kindle difference functionality night day minus amazon prime year hard justify unless shop amazon alot still overall great deal,4.0,positive
amazon fire tablets nice tablets theyre especially great streaming tv movies since kindle great books little odd internet browser still little limited app store overall great little tablet,5.0,positive
echos dot located two homes love themvery versatile provide needed information entertainment needed useful cost effective,5.0,positive
originally purchased fire tv stick upgraded bandwith storage awesome product,5.0,positive
lot pain smart tv add one box considerably faster stick stick best value,4.0,positive
kids love kindles love free time numerous educational games,5.0,positive
works,5.0,positive
adult special needs son loves alexa amazing tool,5.0,positive
got deal day gifted friend happy product,4.0,positive
upgraded standard fire tablet better screen bit faster standard fire,5.0,positive
kindle fire great trips airplane mode easy find nice access amazon prime video,4.0,positive
viable substitute expensive pad especially kids wanting tablet download books games email access internet parental controls easily enabled,5.0,positive
family loves use every day cant beat price,5.0,positive
product easy install allows view things television previously could smart tv plus gives access tomany websites viewing options,5.0,positive
great price good tablet especially black friday,4.0,positive
bought christmas gift year old loves durable reliable,4.0,positive
love kindle replacement old kindle keyboard used constantly hours every day carried purse time traveled without kindle nice product,5.0,positive
everything daughter needs far playing games,5.0,positive
would recommend others better kindle fires best,4.0,positive
purchased could use skype check dogs day download app makes fire stay otherwise goes sleep app installed skype autoanswer worked well overall going use reader mini tablet looks like good product screen bright sharp,4.0,positive
complaints regarding product,4.0,positive
user friendly affordable nice features good battery life,4.0,positive
really enjoy new kindle read dark books without taking space battery lasts long time,5.0,positive
undecided new paperwhite voyage models lot research see one best based personal analysis instore samples felt voyage nothing price worthy new pw could offer lesser undecided like dont worry gimmicks voyage go pw,5.0,positive
love enjoy playing games reading,4.0,positive
ask alexa questions day recently received gift amazon prime alexa read free books work around house husband asks weather ballgame scores,5.0,positive
much better echo dot however fact touch button activate instead talking bit annoying speaker fairly powerful size,3.0,neutral
bought kindle wife uses everything especially reading loves,5.0,positive
great moves fast problem battery dont last long good tablet like,4.0,positive
got echo black friday couldnt happier doesnt understand things shes useful know use mine via bluetooth iphone take controls like listening podcasts echo well wake shes ready tell weather news updates would recommend anyone looking smart device like echo,5.0,positive
without doubt best streaming device market like fire stick also purchased many devices friends family ones like obviously higher price zero issues capable everything want like fire stick better faster possibly k content technology support,5.0,positive
got black friday couldnt happier bucks kindle kids super excited,5.0,positive
echo first thing husband listen every morning easy use,5.0,positive
makes lists plays music tells weather great purchase,5.0,positive
im still learning productso far useful,5.0,positive
unit works exactly described good buy,5.0,positive
say best inch andriod tablet,5.0,positive
purchased tablet sister loves,5.0,positive
good tablet basic use great traveling,5.0,positive
overall alexa product thing ones one specifically portable needs put base charging one main issue voice activated meaning listen unless press buttons top mic button front feature could see causing excess battery usage needs able apps better,3.0,neutral
kindle better resolution contrast ratioit light comfortable would recommend device deal price,5.0,positive
love stream stuff want see catching shows thats longer tv cool also amazon prime watch certain movies best purchase ever,5.0,positive
love alexa great addition would recommend anyone,5.0,positive
love issues stays charged long,5.0,positive
plugging echo downloading alexa app rest process nice easy added music accounts smart home devices alexa amazing device anyone looking device help home automation get echo,5.0,positive
household streaming box comes close definite must buy,5.0,positive
love use mostly music great sound highly recommend,5.0,positive
great item one best prices get works well easy setup,5.0,positive
great devise older generation women loves,4.0,positive
think would great tablet kids bought smart chromecast tv wasnt compatible kids love,4.0,positive
amazon fires super use read book,5.0,positive
year old download gameseasy set get working thanks parental control know downloading,5.0,positive
absolutely love speaker quality terrible compared dedicated bt speakers keep star,5.0,positive
awesome product like layout used roku past really like one way roku,5.0,positive
overall nice looking cover job well simple elegant slick say slick dont necessarily mean cleverly devised mean slippery smooth leather provides next grip cover tendency hold things lightly imagine repeatedly slipping hand sure doesnt bandclaspetc keep closed neither kindle cover neither nearly every book ever publishedits expensive dont understand amazon charging much considering theyll offering another cover additional functionality half price amazonbasics leather folio cover multiangle adjustable stand kindle touch kindle black heckprosprettyfunctionalconsslipperyexpensive,3.0,neutral
excelent tablet great price good age dont need expend lot money bought thanksgiving paid less,5.0,positive
tablet best battery ive ever seen picture great,5.0,positive
right size husbandand wantedwas good buy himthanks alot,5.0,positive
although inexpensive tablet packs lot stuff anything want great speed dont hesitate buy,5.0,positive
great tablet new lot learn functions,5.0,positive
third kindle still two however camera much larger screen would take product day tablet,5.0,positive
great kids bumper around tablet saved several times might buy larger screen tablet next time around programs easy access love parental controls,4.0,positive
purchased tablet convenience surprised easy use well performs downloaded information paper white tablet able download email important apps,5.0,positive
enjoy jokes games music ask,5.0,positive
tablet often used ipad free games amazon underground cool amazon prime like read plenty book options integrations digital purchases,5.0,positive
fire tv great product met expectations,5.0,positive
works way better fire tv stick works well k tv,5.0,positive
love tablet love ipad much lighter weight easier slip purse went g none stock got memory card probably never need,5.0,positive
gadget amazing watch movies era,5.0,positive
chance download one movie impressed clarity pic,4.0,positive
follow instruction youtube jailbreak item get access movies still theaters,5.0,positive
complaints especially price good children elderly,3.0,neutral
great bargain money easy read sunlight laying bed,5.0,positive
device changed home automation system make usable integrates much anything think excited see far take,5.0,positive
love product take alexa everywhere portable speaker connect phone away wifi building speaker great surrounded cloth would worry getting dirty one downside tap compared echo dot og echo alexa always listening work tap press speaker button pretty self explanatory name tap tap ended returning get dot like said great speaker great portable device,4.0,positive
amazon echo fun easily connected ask alexa anything also plays games gives weather report many talents enable different apps,5.0,positive
purchased christmas gift grand babies,5.0,positive
tablets use harmony remotes baby camera monitors youtube kids receiver software reading articles books games many things best tablet great one issue play store amazon app side load cant beat,5.0,positive
really enjoy would recommend others thanks,4.0,positive
great color great item bought replacement another brand happy purchase,5.0,positive
product definitely gets job done plus plus couldnt beat low price offered best buy,5.0,positive
went buy fire stick best buy recommened stock due recient add popularity product read reviews decided buy fire tv great product easy set use alexia nice storage spacei would recommend product,5.0,positive
purchased christmas gifts family several kindles theyve good tablets theyre great ages,5.0,positive
purchased little guy pleased,5.0,positive
excellent features vast collection books,5.0,positive
bought kindle upgrade first kindle fire,5.0,positive
purchased product eye simply trying tablet become product use every day get used amazon app store different google play store though still androidbased tablet fast user experience satisfying purchased gb model extra storage space great tablet,5.0,positive
great yr old use till hes older,4.0,positive
great first tablet kids lots game battery life good,4.0,positive
replacement son one years got broken,5.0,positive
comes tons stuff download ton best money ive spent,5.0,positive
bargain tablet affordable picture quality good,4.0,positive
ive kindle fire couple weeks really enjoying ive impressed processor speed image quality problems playing videos music ereader app great lot easytouse features paired amazon prime order utilize functions fully,5.0,positive
dont care lack storage strange arrangement naviagation software nonetheless nice price,3.0,neutral
good product,5.0,positive
amazing little device suppose fast modern standards downloads heavily dependent speed internet connection slow often unreliablemy home internet connection greatest screen size beautiful many games apps books available free love kindle fire wonderful lean fast apps accessing email facebook graphic games amaze want basic tablet lot money think great choice im considering getting one sister,4.0,positive
fits easily smallest purse always hand waiting lines traveling lightweight especially without case shape back provides easy grip accelerometer allows held either hand would like able charge reader case separate thats minor thing,5.0,positive
easy set east tie would highly recommend product others,5.0,positive
far loving tablet coarse take time fully learn good bad aspects tablet screen little smaller thought great apps quick smooth even sent email downloaded free app offers lot options ipad ive awhile looks like ipad way,4.0,positive
item must amazon prime membership,5.0,positive
great tablet perfect son games great performance,5.0,positive
husband love bought kids love easy use kids profile great,5.0,positive
cant beat tablet price bought mostly reading books go kindle app ive also using much would recommend anyone looking buy extra device low price,5.0,positive
fast reliable streaming havent complaints,4.0,positive
understand get pay come amazon make millions day allow product lineup thing tablet good collecting dust opinion company going integrate androidos least make user friendly open basically like purchasing half device demo device,1.0,negative
love compact size ability read anywhere,5.0,positive
never thought would like use family use every day,5.0,positive
alexa best buy bought christmas purchased alexa echo,4.0,positive
great device transition cable recommend slingtv help transition firetv well firestick spend additional money better wifi also wire direct best hd streaming netflix prime work well wifi mbps type speed upgraded mbps better results also see kodi app,5.0,positive
nephew love uses every day thank,5.0,positive
great product answer,4.0,positive
great tablet basics grandson uses finds many hours entertainment playing games looking general info line,5.0,positive
tablet really good much user friendly,4.0,positive
like access thousands movies tv shows make sure enough speed router,5.0,positive
screen camera processor dont perform well price pay definitely bargain,3.0,neutral
enjoy taking photos enough videos keep kids entertained fence go larger storage,5.0,positive
hard time navigating menus use intuitive,3.0,neutral
excellent device wish bought bigger one,5.0,positive
could happier purchase voice activated command button remote works fantastic smart tv highly recommend device buffers maybe seconds start show displays perfectly,5.0,positive
would recommend primary tablet ok reading simple games,4.0,positive
family member one connected things house loved,5.0,positive
husband wanted fathers day got loves get temperature forecast morning set timers grandkids playing electronics set alarms play music grandkids get alexa tell jokes amazing talk day technology outstanding,5.0,positive
cant live without controls smart home gadgets house,5.0,positive
absolutely loving amazon fire streaming devices,5.0,positive
much information put fingertips love unit im going buy one grandson,5.0,positive
love read using kindle great,5.0,positive
using smaller adapter kindle fire hd year told amazon needed charger week believe correct new charger faster powerful beforethis latest newest charger amazon sells watt chargethis model rounded version heavy duty charger happy mine,5.0,positive
first kindle purchase couldnt happier bought concerned would small enjoy reading concern soon expunged always read books grew older eye sight grew worse moved reading ipad air could increase size print downside ipad though would get heavy hold read would get eye strain light projected device even night mode point even though much better decided try kindle paperwhite new ppi type couldnt happier light hold even one hand lot still adjust type size want type crisp easy read find dont get eye strain used one benefit kindle reading outside even better reading inside said ipadanother benefit kindle still feel like reading book ipad using free kindle app ipad syncs perfectly kindle start page stopped kindle seamlessly move one device otherthe slight disappointment battery doesnt last long lead believe found recharge two thirds way book realistically thats big deal meif debating whether kindle paperwhite would right read recommendation buy dont think disappointed,5.0,positive
got tablet great price works well fast processor,5.0,positive
super easy use small enough carry purse,4.0,positive
got grandson didnt want spend lot fit bill great value issues,5.0,positive
using amazon fire stick months decided upgrade fire tv much faster hardwire directly network unlike fire stick wireless,5.0,positive
awesome kindle easy transport love clear screen,5.0,positive
intrigued device wanted give try also bose sound link mini say sound quality music better bose music sole reason purchase information requesting quick song radio station thing rocks take time letting alexa learn voice overall voice recognition much better siri one complaint doesnt sync apple calendar come amazon cut deal apple anyway give thumbs star rating get one wont buyers remorse,4.0,positive
bought adult children love,5.0,positive
fire tv way better firestick hate firestick works wifi hated buffering got firetv buffering issues eliminated,5.0,positive
bought try features try sleeping sound really worked,5.0,positive
bought niece loves take everywhere,5.0,positive
kindle fire purchased best buy awesome people read books online search web one kind,5.0,positive
always liked reading books physical form got hard carry around plus bookshelf full solves problems,4.0,positive
bought husband gift use much perfect size good sound quality overall great product,4.0,positive
great product loud speaker however dont accessories go dont buy money buy,3.0,neutral
bought grandma absolutely loves easy figure things tech savvy means loves reading books getting facebook perfect,5.0,positive
great wait watch tv hugh cable bill wish years ago,5.0,positive
product wonderful great sound really functions dot would buy looking better speaker great kitchen central location house,5.0,positive
youre looking something basic good price u ipad quality u prime well worth,4.0,positive
bought year old great wish bit storage overall happy purchase,4.0,positive
quality good bluetooth worked ok diconnected times maybe charged,4.0,positive
use mostly listen music amazon prime spotify thats preference almost every song im interested hearing without pay anything havent guts order anything ill work nerve eventually im diapers something easy,5.0,positive
everything could need want handheld plays games surfs web skypes etc ease price powerful system vibrant colored screen unheard pleased,5.0,positive
best bang buck cant beat reading best bookstore readers experience,5.0,positive
item works excellent replaced apple tv unit,5.0,positive
cool note much cooler amazon prime stream music free great gift,4.0,positive
outstanding product great price previously hand kindle reader fire much improved product,5.0,positive
tied thermostat asked olympics listened pandora amazon prime told us jokes loved toy,5.0,positive
replaced year old kindle reader nice light much faster old one,5.0,positive
supplied amazon bluetooth remote control pair back main unit second one bought issue repairing remote quite simple per instructions avail use android remote usb dongle operate unit going batteries like crazy trying get pair back three inches main unit,1.0,negative
bought kindle fire gb year old son june months charging port came loose device charge best buy aware issue nothing amazon warranty product days said charging ports often break children using options fix device offer small discount buy new one amazon stand behind product aware defect continue sell,1.0,negative
love talk another system dont use look remote bad thing echo sometimes understand asking even fun,5.0,positive
bought christmas gift granddaughter loves inexpensive,5.0,positive
cant say enough works awesome great price,5.0,positive
disappointed want good screen movies,4.0,positive
absolutely love kindle fire received cash back purchasing new macbook pro retina laptop purchased kindle cover jacket,5.0,positive
second pw th kindle years dont know better way consume books read kindle catch iphone ipad back kindle,5.0,positive
perfect entertaining month old great grandson car trips shopping bedtime,5.0,positive
looking add smart tv capabilities tv replace existing smart tv capabilities product opinion amazon knocked park streamer paired k tv adds amazing clarity k content,5.0,positive
lot ads amazon good light use,3.0,neutral
first tablet purchase perfect needs easy operate,5.0,positive
love kindle youre bookaholic like cheaper way read youve made initial investment literally hundreds books available free cents low prices subscribe service notifies deals youre set,5.0,positive
nothing amazing experience,5.0,positive
looking bluetooth speaker perfect think order get full benefits best prime member link account use prime music also able utilize tools like shopping list checking past orders etc downside wireless know amazon made one wireless like design echo,4.0,positive
love easy set works amazon apps like audible learning something new every day especially like using music totally happy item purchase,5.0,positive
easy setup fills room sound easy move another room needed,5.0,positive
hey wall chargerhey wall chargerhey wall charger yet fail nough said,5.0,positive
works great sometimes voice recognition spotty especially depending talking key figuring integrate need else forget use,5.0,positive
works great geating one grandson christmas plays sisters well protected drop great learning experience,5.0,positive
loving amazon fire tv gave freedom pay watch one things really bugged cable tv used hundreds channels available also paying hundreds dollars fire tv spend dollar amount want,5.0,positive
decent performance sometime lag bit screen resolution bit low someone coming galaxy note got sale cant expect top end product installed google play store without needing root share normal adroid app even though running fire os,3.0,neutral
right box alexa performance outstanding easy setup stars,5.0,positive
bought k playstation vue new samsung k tv,5.0,positive
easier reading book dont know didnt buy one years ago,5.0,positive
easy use like lighted screen reading dark,5.0,positive
went purchase new tablet misplaced old one told sales person department interested one cheaper tablets display asked ever owned kendal told purchased previously really liked told newest kendal delivered weeks previously said wow thats great price kendal course purchased sales person polite professional really enjoyed experience,4.0,positive
purchased mom said easy use,5.0,positive
bought order watch nbc nbc app isnt compatible paperweight,2.0,negative
great tablet preloaded games ability add free keeps kids entertained best learning,5.0,positive
shop amazon time help make easier still lots ads pop cant use apps nonamazon sources unless root complicated realistic alternative ipad galaxy note want device shop amazon youll love,2.0,negative
great tv box lot capability th competition,5.0,positive
able run fire tablet kodi tablet kicks,5.0,positive
great tablet price cant beat usage device reading kindle books yes would recommend youre looking simple tablet,4.0,positive
amazon fire tv great product save lot money paying high cable prices,5.0,positive
rd echo purchase setup breeze alexa helpful use often kitchen timers playing music weather reports highly recommended,5.0,positive
works great echo answers questions happy purchased,5.0,positive
gave christmas present liked,4.0,positive
loved tablet happier lower price expandable memory,5.0,positive
yr old loves keeps occupied hours,5.0,positive
easy operate pluse good price range great teens,4.0,positive
great christmas gift kids love gifts,4.0,positive
kindle whitepaper reader replacement original kindle like fact whitepaper back light easily read low light situations also non glare screen makes easy read bright sunlight,5.0,positive
love usually read night dont need light use kindle read,4.0,positive
table good children wont break dropped however problem well people family bought table charger port get damaged first days use,4.0,positive
connects home wifi automatically many books many games actually functions like computer tablet email breeze,5.0,positive
surprised reviews read stating device great display means display bad please device cost compete ipad galaxy tablets fire os needs sharpening,3.0,neutral
actually second one years due boyfriend taking ownership first one,5.0,positive
love parental controls available set time start stop using well much time activity also love guarantee replacement,5.0,positive
nothing flashy want something simple grab go use babiestoddlers throw around etc tablet great want something little robust save one expensive models,4.0,positive
paperwhite kindle awesome lightweight easy use dim backlight dont disturb husband read bed night,5.0,positive
fire fantastic tablet economical granddaughter loves,4.0,positive
love size weight read amazon books comics always impressed easy use,5.0,positive
great gift young teentereat price terrific,3.0,neutral
paid sale holidays couldnt ask better product price,5.0,positive
