reviews.text,reviews.rating,sentiment
life energized duracell batteries,1.0,negative
barely k content lags lot worth returned,1.0,negative
batteries must old dont work,1.0,negative
suck week stopped working garbage,1.0,negative
im truly disappointed batteries,1.0,negative
functioning,1.0,negative
total crap batteries last minutes,1.0,negative
work,1.0,negative
none batteries work,1.0,negative
tried flashlights neither worked,1.0,negative
cheap please buy rechargeable batteries instead wasting environment,1.0,negative
let connect library diapointed,1.0,negative
able play youtube thats daughter likes,1.0,negative
onsale cheap good new stars tablet,1.0,negative
dont work dead,1.0,negative
great easy use great pictures great price awesome,1.0,negative
worst battery ive ever used lasts long eveready,1.0,negative
never dont last especially short life cold weather,1.0,negative
grand kid didnt like device get frustrated navigate education video worth,1.0,negative
bad performance slow device worth buying better products available range,1.0,negative
buy inconsistent quality performance leak ruin things,1.0,negative
user friendly sluggish confusing extremely frustrating returned item,1.0,negative
dont last long replace batteries clock almost every months,1.0,negative
first tablet kindle curious updated version disappointed,1.0,negative
batteries extremely short life amazons standards,1.0,negative
mu aa amazon batteries made indonesia without power months bought may,1.0,negative
hate isnt organization apps,1.0,negative
pretty dumb tobuy charger port,1.0,negative
batteries died week appliance used duracell batteries half year,1.0,negative
batteries used primarily remotes batteries last month,1.0,negative
second use silver liquid leaked batteries almost ruining motor breast pump,1.0,negative
junk trying batteries one worked,1.0,negative
freeze frequently way trouble shoot repair,1.0,negative
adaptor doesnt work maybe im something wrong instructions looks pretty simple simply doesnt work,1.0,negative
stopped working less months,1.0,negative
junk dont work,1.0,negative
package open missing two batteries,1.0,negative
basic performance didnt last week radio,1.0,negative
could download books home three visits best buy returned,1.0,negative
works great year old grandson loves,1.0,negative
last long never buy,1.0,negative
slow camera good low quality picture get apple ipad mini instead,1.0,negative
dont hold charge well,1.0,negative
wrong size batteries,1.0,negative
died uses coffee frother wand wont buy,1.0,negative
unused batteries stored ac room show signs deterioration within six months purchase poor battery performance,1.0,negative
batteries last days tv remote,1.0,negative
half batteries charge,1.0,negative
doesnt last like brands,1.0,negative
didnt want go sites amazon wanted,1.0,negative
slow advertisement plagued save spend money something better,1.0,negative
connection wifi nook color hd work,1.0,negative
received,1.0,negative
lasted ten minutes flashlight changed batteries next two lasted minutes dont buy junk,1.0,negative
none first eight batteries opened worked tested batteries confirm battery problem confirmedwow,1.0,negative
dont like ads amazon needs find better way advertise,1.0,negative
wore way fast,1.0,negative
junksave money totally useless batteries last hours,1.0,negative
many batteries good,1.0,negative
regretted buying itemi never recommend anyone,1.0,negative
dont recommend buying month buying wont charge turn,1.0,negative
dont last would buy,1.0,negative
missing pack batteries opened box today impressed,1.0,negative
died almost immediately ruined purpose purpose needed,1.0,negative
amazon fire sucks pictures camera sucks blurry,1.0,negative
order get,1.0,negative
super slow would download returned week,1.0,negative
batteries came dead none worked dont bother buying,1.0,negative
didnt like many pop time dont recommend,1.0,negative
tablet working perfectly charging port isnt working cant charge tablet sending back,1.0,negative
didnt work took one pack nothing,1.0,negative
battery life much poorer compared name brands like energizer duracell,1.0,negative
liked lot liked lot liked lot,1.0,negative
work buy duracell,1.0,negative
batteries awful power die fast,1.0,negative
doa replace batteries disappointment threw away,1.0,negative
batteries actually falling apart use junk,1.0,negative
batteries seem short life,1.0,negative
batteries short life need replaced every week used ina solar light outside unsatisfactory,1.0,negative
let recharges,1.0,negative
batteries weak didnt last week remote,1.0,negative
cool great picture good sound kind disappointed couldnt make calls overall great piece hardwark,1.0,negative
slow returning mine something different suggestions,1.0,negative
batteries crap last days xbox controller energizer lasts months dont waste money,1.0,negative
alot batteries dead weak,1.0,negative
batteries dont last long,1.0,negative
never buy suck,1.0,negative
product damaged needs lot improvement apis,1.0,negative
tin sounding bass sounds terrible bought bose sound link amazon dot hook,1.0,negative
batteries expired dead arrived house disappointed,1.0,negative
untrustworthydies really quick doesnt keep delivery date,1.0,negative
first day purchase overheats defective product,1.0,negative
die one hour use,1.0,negative
takes forever download apps im returning getting something else,1.0,negative
bad batteries long lasting,1.0,negative
kindle continues freeze watching movie also freeze randomly,1.0,negative
didnt hardly charge total waste money,1.0,negative
half work,1.0,negative
extremely short shelflife usage life would never buy amazon batteries,1.0,negative
apps pay basic apps like youtube download without inputting credit card information tablet child plausible put credit card information,1.0,negative
paired order uses aa,1.0,negative
batteries used fire remote lasted maybe week died,1.0,negative
horrible quality last days xbox controller maybe days remote horrible quality,1.0,negative
never knows answers question song want always says getting connection sucks,1.0,negative
batteries didnt last long,1.0,negative
need amazon account download apps ita really pain dont like,1.0,negative
dont waste money last days wii remote,1.0,negative
unacceptable spend extra money tablet without obtrusive software advertising,1.0,negative
wouldnt connect internet tried home couple wifi spots store bought,1.0,negative
run super quick would buy,1.0,negative
dont last long wouldnt buy spend extra money get good batteries,1.0,negative
first eight batteries tried barely charge dont wast money,1.0,negative
fail earlier brand names assumed amazon would match beat others wont order,1.0,negative
kindle fire purchased work start charge,1.0,negative
get wath paid comparable apple tablet never,1.0,negative
batteries suck brand new box dead close change smoke alarms every month remote batteries every weeksjunk dead different boxes sizes amazon,1.0,negative
makes phone way big cant fit pockets,1.0,negative
batteries last worth getting energizer batteries instead,1.0,negative
package open batteries,1.0,negative
regular fire tablet protective case,1.0,negative
use techy gadget including remote controls keyboards especially cameras,1.0,negative
batteries linked ruined game camera think need replace game camera,1.0,negative
bought late nov march dead package,1.0,negative
worst batteries ive ever bought last two weeks remote control,1.0,negative
product good waste money would recommend,1.0,negative
like android tablets bad way,1.0,negative
stopped working months throw away waste,1.0,negative
never bought item guess must wrong person,1.0,negative
didont care tablet downloading apps outside amazon really confusing,1.0,negative
idk ended aaa orderd aa oh well,1.0,negative
never purchase item opinion overpriced junk,1.0,negative
went dead even using ones used lasted maybe hours best,1.0,negative
amazon fire hd since december already quit charging,1.0,negative
better dollar store matter brand,1.0,negative
lot apps incomplete doesnt run apps great lot apps generic,1.0,negative
good hate never buy sucks done,1.0,negative
great price last long,1.0,negative
ordered dec th got order christmas supposed delivered dec th,1.0,negative
slippery u cannot hold always slips lots ads definitely good u dont like advertising,1.0,negative
nd recharge use leaking corrosive fluid ruined charger,1.0,negative
batteries awful might get life batteries ive used buying amazon batteries,1.0,negative
battery blew charger returned product full refund,1.0,negative
load apps goggle play didnt know amazon goggle dont agreements sharge,1.0,negative
tablet would never turn even charging,1.0,negative
stopped working never buy certified apple sure amazon selling products prime,1.0,negative
date back yeah inedible,1.0,negative
cheap need constantly make sure plugged slightly small saved bucks amazon quality,1.0,negative
worked hours dead waste,1.0,negative
cheap run chrome stuff returned store,1.0,negative
gave granddaughter loves iti want buy one,1.0,negative
dont seem last long,1.0,negative
nothing prblems wasnt satisfied never buy agian,1.0,negative
goodworthless use,1.0,negative
doesnt good without cord go,1.0,negative
batteries got little charge left batteries lasted days wii remote whereas batteries lasted weeks v,1.0,negative
screen cracked package arrive earlier expected,1.0,negative
ads pop constantly make us almost unusable kids,1.0,negative
waste money dont need plug tablet computer charge lasts month,1.0,negative
way priced,1.0,negative
slow response wait sec turn page frustrating best buy says bad sad,1.0,negative
good bluetooth speakers sound quality good otherwise shes pretty useless comes get answering questions,1.0,negative
horrible barely last week tv remote control,1.0,negative
dont bother aas bought got remotes last third long everready batteries,1.0,negative
hard use support guam online instructions clear,1.0,negative
batteries die quickly spend extra better batteries,1.0,negative
batteries dont last even simple digital clock weeks best,1.0,negative
wish came white match kindle paperwhite,1.0,negative
like amazon productbut battery good,1.0,negative
duds waste money,1.0,negative
sorry say batteries leaked lighted mirror ruined cmon amazon,1.0,negative
great tablet kids screen isnt strong charging port poorly built,1.0,negative
doesnt last advertised dead time,1.0,negative
overpriced works raovac,1.0,negative
recommend purchasing batteries barely last hrs lasts weeks costco duracell energizer brands,1.0,negative
get pay forlucky get weeks minimum use,1.0,negative
terrible batteriesdont last longdont depend theseyoure better buying batteries dollar store,1.0,negative
none would recharge,1.0,negative
first recharging leaking wrapping coming waste money,1.0,negative
batteries last stander energizer dont suckered price would buy,1.0,negative
box batteries worked months work total waste money,1.0,negative
hi ordered thinking great price sadly die quickly,1.0,negative
last short time use put fresh ones soap dispenser lasted days brand lasted months,1.0,negative
returned item expected disappointed white table,1.0,negative
suitable toys drained within couple days,1.0,negative
overpriced free kindle purchase,1.0,negative
horrible last hour devices buy,1.0,negative
fan product browsers extremely slow,1.0,negative
decided buy amazon tabs due great price black friday returned,1.0,negative
run outmuch quicker rayovac ultra cost,1.0,negative
batteries started leaking right boxi threw trash went back duracell,1.0,negative
touch loading content bad doesnt respond quickly slow,1.0,negative
honestly worst tablet ever owned slow unreliable would switch,1.0,negative
received wrapping paper thank youbut batteries ever camenor package wrapping paper,1.0,negative
didnt work months dont waste money,1.0,negative
dont hold charge recharge frequently,1.0,negative
daughter loves size portability product ipad died uses mac book school great choice read books,1.0,negative
many batteries working disappointed,1.0,negative
batteries last days xbox one controller,1.0,negative
good produ ct service defintely refer freind,1.0,negative
last long,1.0,negative
lasted less half time duracell alkaline battery conditions led candles continuously,1.0,negative
dead box amazon basic products gotten great batteries beyond sub par far,1.0,negative
useless tried calibrate smart home pointless,1.0,negative
almost batteries drained weeks moderate use,1.0,negative
dont hold charge like top brands,1.0,negative
cheap price sure dont last long wont buy amazn brand,1.0,negative
happy slow compare others ordered,1.0,negative
batteries leaked package buy,1.0,negative
screen breaks way easy drop one time broke,1.0,negative
batteries larger normal fit audio gear guitars need sound audio id pass,1.0,negative
wasnt thought price much got disappointed,1.0,negative
batteries last two days,1.0,negative
trying contact seller product tarnished rusty like used old disappointed appearance quality,1.0,negative
mine months wont last mare week tv remote pretty annoying,1.0,negative
cumbersome complicated kid friendly went apple suggesting,1.0,negative
slow guess worth bucks great product child,1.0,negative
device ok reading listening audiobooks via overdrive app wouldnt recommend though really waited buy kindle years would suggest research buying device,1.0,negative
batteries last week wall clock name brands last six months dont waste money,1.0,negative
bought grandson doesnt like slow,1.0,negative
cheap impressed never,1.0,negative
horrible amazon batteries worst battery operated little decorative light string duracell batteries light things weeks amazon batteries last im kidding maybe hours complete waist money dollar store batteries better purchase,1.0,negative
didnt realize bought google play,1.0,negative
customer support returned item store,1.0,negative
lasted week electric toothbrush energizer duracell brand lasted month tried different amazon batteries results dissatisfied,1.0,negative
easy use load books read door light conditions light hold read,1.0,negative
bought batteries star ratings verified purchaseswhat worst batteries ive ever used week batteries month brand name batteries,1.0,negative
print deviceusing touch screen difficult,1.0,negative
batteries dont last half long rayovacs usually get,1.0,negative
whats point without cable charge,1.0,negative
wouldnt connect smart home items wouldnt understand commands,1.0,negative
horrible batteries far every battery used hasnt worked,1.0,negative
priced due cost kindle come kindle,1.0,negative
alexa able answer basic querys,1.0,negative
hardly last long stick match total waste money,1.0,negative
found devices battery poor also didnt like device cant support screen share capabilities amazon fire tv smart tvs,1.0,negative
yet use know need help,1.0,negative
low quality tablet lags games expect however still things youd expect tablet,1.0,negative
dont like tablet android working well,1.0,negative
batteries die fast used remote replaced times within year previous batteries lasted years,1.0,negative
qc really bad product catch voice properly,1.0,negative
defective cheap third held charge died super fast,1.0,negative
batteries dont even work amazon firestick,1.0,negative
dont option password ask buying apps authorized allow donenot many free good apps like apple,1.0,negative
half batteries received dead replace option,1.0,negative
love ease using grandsons enjoyed christmas,1.0,negative
buyer beware say free tvits notyou pay everything wish would bought cancelled cable,1.0,negative
purchased father law frustrating experience user friendly friendly stick name brand tablet apple samsung etc avoid device costs,1.0,negative
bought earlier line another vendor never delivered best buy great,1.0,negative
absolute garbage noteven battery regular energizer dies quick tested compared months sorry worth money atany price except maybe free,1.0,negative
wii weeks batteries leaked,1.0,negative
disappointed put remote within hrs completely dead shame amazon shame,1.0,negative
owned ios products long remember level,1.0,negative
sth never serious brands disappointing returning,1.0,negative
theses batteries dont last long worth money,1.0,negative
kid friendly purchased little nephew wasnt given info sales person either took back,1.0,negative
absolute junk dont waste money bought wife christmas gift would connect wifi house useless,1.0,negative
half work,1.0,negative
took way long receive corroded,1.0,negative
last near long brand batteries,1.0,negative
reason chose star size length disproportionate width awkward holding,1.0,negative
pretty sure didnt really charge arrived,1.0,negative
used batteries flameless candles x hours total bummer died wont purchase againamazon reconsider selling turkeys wow idisappointed replacement fake batterieswith real ones,1.0,negative
went less weeks cant lie say awesome,1.0,negative
every time brew cup coffee tons coffee grinds coffee cleaned pot several times thank god pods left never buy brand,1.0,negative
uses every day cant get enough,1.0,negative
soon place new battery card alarm ut says bar charged,1.0,negative
purchased firetv upgrade first firetv version samsung k tv new firetv recognized hdmi port k compatible set resolution k video settings trying posible settings bug gives even playing k content firetvfiretv,1.0,negative
worst software ive ever seen could barely play anything,1.0,negative
ok kids mess around good quality,1.0,negative
product user friendly much less kid friendly took back samsungs,1.0,negative
opened package batteries ordered paid dor,1.0,negative
honestly little expensive find ways charge devices,1.0,negative
batteries lasting short life super disappointed,1.0,negative
old kindle charger works fine wasnt clear bought new kindle white want charge send back forget ill keep extra charger,1.0,negative
lot didnt work,1.0,negative
exactly like usb power charger making unnecessary basic charger used ipod works charge kindle fire within hours,1.0,negative
good,1.0,negative
batteries die almost fast harbor freight free batteries expected top quality got bottom quality,1.0,negative
power upat happy grandniece wasnt doesnt know yet would crying,1.0,negative
batteries work dont really last long maybe get weeks better buying rayovac energizer batteries home depot,1.0,negative
satisfied purchase price guess ok,1.0,negative
paper white allow use books library cannot load apps books amazon available read,1.0,negative
updated credit car six weeks ago wont bother future,1.0,negative
batteries suckstay away read bad reviews last weeks,1.0,negative
get pay last long better buy duracell,1.0,negative
tablet plugged night chargeno powerwhite elephant,1.0,negative
speaker voice quality terrible compare similar size logitech ue boomthe price high even got promotion,1.0,negative
feel come paperwhite kindle buy,1.0,negative
buy batteries arrived completely dead thought might bad batch ordered arrived dead,1.0,negative
tore within one week baby blue shear green,1.0,negative
lasted less hours mouse includes turning mouse overnight ripoff,1.0,negative
would turn charge return kindle,1.0,negative
first got great stopped charging wouldnt turn back,1.0,negative
got didnt google plus like,1.0,negative
bad product amazon offers greats products tablet missing features even basic tablet lack google chrome compatibility made tablet right,1.0,negative
little capacity last long compared main stream batteries,1.0,negative
didnt last even one day,1.0,negative
donäôt care canäôt change tablet run like wish itäôs pre installed menu something change,1.0,negative
returned poor reader clearly would last,1.0,negative
one use regular used battery powered item dead brand use item several times replace battery,1.0,negative
locked installing kodi wouldnt recover device buffers first setup movie voice remote best,1.0,negative
dissappintes replace almost,1.0,negative
thought buy child bc kids mode poor,1.0,negative
bad amazon turned tablet big advertising tool many apps dont work camera good,1.0,negative
batteries popped open inside motion detector lights making mess ruining detector never buy brand,1.0,negative
last hrs roku remote using headphones really disappointed long last,1.0,negative
guess okall apps need updating amazon wont cant update help center nothing,1.0,negative
cant return best buy days started ok stopped working keeps freezing home screen cant access anything extremely disappointed,1.0,negative
would take charge good thing tried wrapping christmas,1.0,negative
batteries dead june use half good months,1.0,negative
worst product ever constantly screwing filled ads pay remove best buy refused help wanted return,1.0,negative
product wouldnt turn charge store couldnt locate another one,1.0,negative
great deal price wise dont seem last long really good deal would buy,1.0,negative
dont care live tv great otherwise cant ditch cord yet,1.0,negative
cannot download internet service youre subject limited options things wish could bought,1.0,negative
bought least people kindle perfect,1.0,negative
tried using mini mist diffuser amazon basics batteries discharges easily within week terrible comparison energizer batteries lasts least months,1.0,negative
batteries missing pack annoying enough write bad review annoying enough anything else,1.0,negative
love using read surf internet also handy,1.0,negative
need amazon account bank account use tablet bank card verified cheap product terrible graphic returned next day totally waste money,1.0,negative
really expected chord price paid dissapointed,1.0,negative
products delivered could find anywhere,1.0,negative
burnt copper string light using years short life electronics compared duracell left wii controller months leaked,1.0,negative
maybe bad batch amazon basics batteries great far numerous aa batteries leaking remotes toys electronics,1.0,negative
expensive included extra cost kindle,1.0,negative
tried various battery powered devices fail quickly wont use dont like dispose dead batteries,1.0,negative
never buy cheap dime,1.0,negative
dont know made batteries worthless hold chargei buy,1.0,negative
last would love get money refunded,1.0,negative
ive amazon tablets past far worst ive bought slow drained battery kicking apps time,1.0,negative
buyers phone charger work probably dont need buy,1.0,negative
batteries die quicker dollar store batteries used batteries various products toothbrush computer mouse camera flash etc batteries best lasted half much compared energizer duracell would recommend,1.0,negative
last long cheap batteries happy,1.0,negative
charger wont stay securely connected paperwhite wiggles charge held particular angle,1.0,negative
slow connect internet even good connection wifi set worked electronics,1.0,negative
batteries terrible disappointed purchased great long lasting powerful must received bad batch dont last long may purchase,1.0,negative
hated purchase everything amazon took back within couple days got roku way better,1.0,negative
got bad batch arrived dead would sent back missed window,1.0,negative
pay every thing thing want pay tempter time joked owe money amazon unique toy rich bargain,1.0,negative
batteries horrible purchased pack aaas months ago started using last week far batteries used doa lasted days got hot plastic around end burnt,1.0,negative
buy else say,1.0,negative
worst batteries everthey work drain outyou try use something battery dead,1.0,negative
reason tablet cannot produce clear higher resolution get cheap good feels cheap omg manny pop adds comeon amazon,1.0,negative
r worst batteries ever amazon stop selling last couple weeks clock everyone ive used send back,1.0,negative
found tablet intrusive adds almost forced use credit card make things work,1.0,negative
like amazon products havent worked thing ive put nerf gun toys nothing maybe work remotes,1.0,negative
ive using roku remote lifespan terrible two weeks duracells months,1.0,negative
great servive best buy price match great used best buy,1.0,negative
im returning new version coming,1.0,negative
universal work garage door opener given gift cannot return,1.0,negative
dont even want give star worst batteries ever lasted minutes top buy,1.0,negative
bought black friday sales price attractive didnt find attractive youtube stream streaming slow taking min stream single song,1.0,negative
batteries popped charger got battery acid hands trying get cleaned,1.0,negative
bring back exchange different make,1.0,negative
went pit first time strap behind buckle broke never even got wear poor construction cheaply made product,1.0,negative
purchase last life duracell ones,1.0,negative
thing garbage buy slowest charger ive every fast charger disgrace amazon offering product fast charger discontinued previous black square blocky fast charger really fast charger thing fast charger save money amazon needs seriously check supplier manufacturer junkadvertising thing fast charger totally deceptive,1.0,negative
horriblejust like owned due warranties,1.0,negative
batteries come close duracel terms longevity,1.0,negative
never buy amazon tablet games dosent google play games take forever download,1.0,negative
last never leave negative reviews generally satisfied logged back awful,1.0,negative
change batteries least month things eat batteries like crazy hardly used,1.0,negative
think one way describe itemjunk,1.0,negative
batteries bad device last short time,1.0,negative
worked week started leaking stopped working ended throwing away even throw string lights leaks batteries,1.0,negative
terrible dont last put various items life half duracell,1.0,negative
put batteries led string lights two wreaths place kirkland batteries another set lightsguess amazon batteries loose power quickly kirkland batteries still flashing strongamazon batteries barely blink sorry amazon love,1.0,negative
itäôs great enhance capacity via memory card fact brand new product stops working within hour opening reduces confidence significantly,1.0,negative
hate machine first specifically asked salesperson could connect internet assured could second complaint cant press book delete go amazon hated much gave away,1.0,negative
gave christmas gift recently learned stopped working within two weeks,1.0,negative
bought sisters day care said half work dead received,1.0,negative
never answer anything always connected outlet hard connect devices,1.0,negative
ok tablet dont access apps google play store also really enjoy tablet memebr amazon prime,1.0,negative
thing major connectivity issues save money wait later version,1.0,negative
table overall ok days wouldnt work warranty best buy waste nothing,1.0,negative
used far box wrapper completely dead thanks,1.0,negative
worked one day stopped working cant tell deterred cats went walked didnt register cats jumped counterwould recommend,1.0,negative
dont last long ive better luck cheaper batteries ive duracell batteries equipment usage lasted times longer amazon aa batteries,1.0,negative
echo simply anything advertised basic weather sporadic detailed questions resulted cannot find response,1.0,negative
work dont power tv remote batteries wouldnt power different type remote wont buy,1.0,negative
batteries perform good cheapest ones market,1.0,negative
sold craigslist day bought itwhat tell,1.0,negative
setting amazon fire froze return,1.0,negative
sadly batteries horrible hardly ever complaints anything order batteries barely power ive change many times,1.0,negative
worst battery ever came across dont use childrens toys leaks battery acid daughters mobile batteries lasted days battery lasts month replaced morning found leaked battery acid,1.0,negative
started cutting like mind,1.0,negative
put two small flashlight lasted minutes waste money,1.0,negative
positive cap little shorter supposed means battery holders shoulders built positive terminal doesnt touch contact chinese find creative ways cut corners achieve desired price point customer sacrifice profitthey sacrifice qualitythey sacrifice quantity sacrifice material thanks china,1.0,negative
fully understand budget tablet memory size quality screen par,1.0,negative
bought nephew price right however tablet terrible spend money get ipad,1.0,negative
budget friendly dont last bought battery operated candles typically use batteries weeks twice batteries barely lasted week disappointing amazon produce usually good would recommend,1.0,negative
bought cameras dont last time wont buy,1.0,negative
bad product working remote car required aa batteries,1.0,negative
needed batteries kittens toys first three used lasted hours unhappy spent lot money,1.0,negative
ive gone thru half box everyone batteries lasted minutes died happy wasted money something needed,1.0,negative
batteries last long quite leaking,1.0,negative
two batteries twenty leaking package delivery ten year warranty leakagethat good start,1.0,negative
capacity suspect seem gotten lot energizer,1.0,negative
awful poor performance mouse ran several weeks several months duracells never gotten several days buy,1.0,negative
purchased item sale alternative tab android rc tablet fire tab extremely slow son using rc tablet without problem one slow takes forever web page load apps also slow absolutely waste money,1.0,negative
waste money bought box november march weve used third rest dead already year shelf life nowhere close,1.0,negative
total hour half screen went completely dark would turn battery fineit quit working together,1.0,negative
thing lasted even month went dead going try take back,1.0,negative
get pay cheap batteries dont last long id spend extra get rechargeables,1.0,negative
put days ago already dead going name brand next time,1.0,negative
might well dead arrival already burned two sets since ordered less two months ago schlage keypad deadbolt lock previous batteries lasted year ill never order another amazon basics battery,1.0,negative
clearly taking advantaged kindle customers lack technical understanding go amazon search ac usb chargers many listings starting two,1.0,negative
im sure fine batteries never arrived theres way request replacement,1.0,negative
given price probably makes sense doesnt last long even lower power usage lesser used devices id spend dollars buy duracell pack costco,1.0,negative
since purchased returned couple times dead return first problem didnt paired,1.0,negative
bad quality many batteries blank charged lasted week,1.0,negative
terrible product lasts less week home weather station regardless warm cold weather cheap rayovac batteries work fine stick buying locally menards,1.0,negative
ive found box lasted longer week,1.0,negative
dont wi fi cant use device im returning wanted something father could use e reader thought would able download books via computer using usb cable cant unless registered cannot register unless wi fi amazon needs fix major flaw,1.0,negative
want something basic cheap cannot afford something better would fine needed certain things one small handle,1.0,negative
life batteries last,1.0,negative
battery last months dish network remote controls duracells last yeari longer purchase amazon batteries disappointed,1.0,negative
nice amazon fire tablet butthe camera clear enough megapixels amazon fire slow wedsite app takes forever download think returned best buy buy good tablet lenovo samsung galaxyi gave zero rating star,1.0,negative
worst product trash upset serve propose bought,1.0,negative
dont seem last long duracellwouldnt buy,1.0,negative
purchased pack back april used right away remote put remaining cabinet last night months later went replace batteries another remote dead purchased another box batteries local store installed remote remote worked great definitely quality issue batteries based reviews,1.0,negative
spend money buy name brand seriously work waste money,1.0,negative
buy leaked within one recharge battery corrosion base ruined battery recharger well warranty days cant use recharge within days,1.0,negative
returned product cause like really use,1.0,negative
bought use particular app wasnt able install returned tablets,1.0,negative
alexa answers maybe questions ask uses bingcom really bad standard answer dont know answer question ask easy questions stats people also google home answers almost every question right,1.0,negative
brought tablet black friday sale fast forward christmas year opens happy set two days later crashed never came back blank screen disappointed,1.0,negative
everyone read star reviewsthe star reviews must people reviewing immediately year promise crap aa aaa batteries dead year dollar tree batteries better pay extra money dont fall amazons broken promises guarantees,1.0,negative
none batteries full charge charge detector never reached green zone one half used true two sizes aaa,1.0,negative
proprietary apps daughter liked could install basically worthless returned,1.0,negative
pay attention ad says plug included kindle absolutely lie sort thing else think lie steer clear guys rip artist,1.0,negative
thought getting deal saw batteries unfortunately died two weeks recommend buying brand,1.0,negative
dont know would buy thus brand seems like dont last long duracell,1.0,negative
buy bulk batteries normally open box bunch batteries amazons frustration free packaging open cardboard box find pain hardship loathing sprained wrist trying get batteries individual pack space age metal plastic wrapping terrible also first amazon product didnt like first terribly packaged amazon product ive ever seen,1.0,negative
turn well returning,1.0,negative
item good last months amazon basically tells f,1.0,negative
used insta bulb lights purchased also last week crazy,1.0,negative
cheap batteries poor performance put two roku remote died within day thing happened tv remote,1.0,negative
protector made fire large directions coherent worse purchase best buy ever,1.0,negative
bought yr old niece loves also bought screen shield kid proof case however neither stopped screen cracking first time dropped least nephew st gen ipad air w kid case hes dropped many times screen fine get pay,1.0,negative
actually paid adapter youre mind,1.0,negative
batteries fairly priced quality say need replacing times often name brand battery,1.0,negative
asked bestbuy employee could connect library told yes bought kindle got home found downloading books library option returned kindle,1.0,negative
first day purchasing tablet screen turned green since given us problems screen turning green returning item,1.0,negative
returned didnt work like thought supposed pain butt,1.0,negative
good described power easy used,1.0,negative
batteries leak say worst buy,1.0,negative
batteries died quickly compared energizer duracell spend little get lot battery life,1.0,negative
review valid due device work would put upgraded echo instead tap,1.0,negative
work right box bad hard drive read reviews stated issue would recommend anyone save money,1.0,negative
use aa batteries double electric breast pump usually replace duracell every days replace every hours truly last long,1.0,negative
things last week roku remote reordering,1.0,negative
bought fire tv excited k support first night refused load video content could stream music refuses load completely stopped responding remote remote feels cheap,1.0,negative
half box work one set started leaking white battery acid within minutes putting sons toy asking amazon full refund,1.0,negative
