reviews.text,reviews.rating,sentiment
enough battery life read comfortably hour maybe,2.0,negative
work cery well apple wireless mouse,3.0,neutral
used mini led flashlight use walk dog every night use flashlight minute every night battery last maybe week,2.0,negative
good tablet nice screen function amazon fire tablet stuck apps amazon may get many variety good quality apps ok amazon apps fine nice tablet need good verity apps go android tablet,3.0,neutral
purchased since bought grandson tablet christmas tablet slow considering price thats oki problem charger wont charge using tablet charger need plugged moved chargefor price tablet ok,3.0,neutral
excelent duration,5.0,positive
enjoy fire tv would definitely recommend,4.0,positive
excellent buy,5.0,positive
returned could give answer question even though answer easily found google,2.0,negative
buy inconsistent quality performance leak ruin thing,1.0,negative
disappointed tablet get one us android system amazon,2.0,negative
good price good product,5.0,positive
always use,5.0,positive
tablet overall okaythere problem face tablet charging tablet take little longer average tabletsome application available amazon store app,3.0,neutral
gift young family member really enjoying initial setup pain,3.0,neutral
tablet reasonably priced would say starter tablet kid kind slow response kid enjoy,3.0,neutral
absolute garbage noteven battery regular energizer dy quick tested compared month sorry worth money atany price except maybe free,1.0,negative
totally satisfied,5.0,positive
product speaker great fails deliver voice interface use cell phone computer buy echo dot,3.0,neutral
dont seem last long,3.0,neutral
great price work great,5.0,positive
good cheap longlasting battery,5.0,positive
last long name brand duracell energizer,3.0,neutral
good value good battery,5.0,positive
good tablet price considering best quality suitable kid enjoy,3.0,neutral
bought kid got great discount one daughter us gave u little trouble start,3.0,neutral
never many issue kindle purchased alot slow shuts whenever want sd card dosent read half time seems downloading deleted apps kid kindle add stupid cracked never dropped isnt made well going return probably never buy another kindle horrible,1.0,negative
two mac wireless mac keyboard used battery keyboard worked great several day desk keyboard failed connect last week attempted replace battery expanded inside keyboard come assumed chance happening wireless keyboard downstairs computer failed battery expanded inside keyboard well come amazon refunded u battery need replace two keyboard battery ruined,1.0,negative
good produ ct service defintely refer freind,1.0,negative
went paper white fire color audio love fire,4.0,positive
meet need watching hulu netflix youtube,4.0,positive
cheap impressed never,1.0,negative
great basic tablet lightweight durable great buy,5.0,positive
always work great,5.0,positive
fantastic battery,5.0,positive
okay glad hold alot book wish send received email,4.0,positive
rate chargersomething need dont really want work okay,3.0,neutral
love,5.0,positive
work great,5.0,positive
theyre cheap battery,5.0,positive
nice little tablet beginner cant beat,4.0,positive
good battery great price,5.0,positive
good battieries,4.0,positive
good dont last week,1.0,negative
use tablet entertainment purpose amazon apps,4.0,positive
battery came dead return got new one second order firstupdate still yet receive refund second order several week,1.0,negative
charger wont stay securely connected paperwhite wiggle charge held particular angle,1.0,negative
waited write review tried nearly battery ordered power work lasted maybe hour pitched remaining can not depend point maybe got bad batch worst collection battery ever used would recommend anyone else based experience,1.0,negative
work great wemo philip hue great sound voice recognition,4.0,positive
week wont take charge tried new charger still taking charge happy tablet unhappy chatging,2.0,negative
ok product main reason purchase first time tablet owner cheap price without google play store kind suck like say ok price,3.0,neutral
item useless play music voice recognition unless pay amazon prime amazon music account disconnected play music manual control blue tooth connection phone pointless half question ask doesnt know answer thing shes good far time weather basically expensive blue tooth speaker clock ever purchased want money back,1.0,negative
tablet ok sometimes kind slow load opening app storage good gb gave son freedom download game wanted prime time month still like gb left space recommend kid year old son sometimes get mad tablet get slow still good deal gb year primetime,3.0,neutral
bought younger daughter love playing game,4.0,positive
good quilty price great,5.0,positive
maybe got bad batch however battery youd think case would work well main way used xbox remote xbox used run netflix hulu amazon video tv basically using game remote tv remote never used playing video game said lucky set battery last day remote far cry name brand battery bought purchased thinking would great deal however going x fast battery make worse value mention annoying change often use one already bought buying,2.0,negative
work great,5.0,positive
good quality capable answering question somewhat disappointed,4.0,positive
would recommend tablet anyone good tablet,4.0,positive
four pack bad upon first use,2.0,negative
great price theyre battery,4.0,positive
long lasting battery,2.0,negative
think awesome device like tok stream,4.0,positive
worth money saleslow connection compared laptop,3.0,neutral
amazon fire hd model great tablet price however fire o offer limited ability user personally wish way mirror screen tv without purchase fire tv streaming stick also inability use google play store major set back werent two complaint id give tablet star,3.0,neutral
price good trouble working flashlight didnt connect right couldnt get work flashlight worked battery though,3.0,neutral
work greatcame late though,4.0,positive
last model kindle hdx terrible purchased model kindle last model great last year replaced time problem slot sd card defective gave bought newest model shuts completely try plug external speaker sometimes shuts reason going back first year going last year kindles unless make quality phooey,1.0,negative
lasted long super reasonable price,5.0,positive
battery work fine,5.0,positive
purchased kindles grandchild christmas last year disappointed quality charger difficult plug right beginning one kindles wont even charge others positioned right wont charge either definitely would recommend particular model kindle anyone,2.0,negative
fine,5.0,positive
play game read book watch movie surf web love expansion capability,4.0,positive
cut cable hope use product however can not view thing without logging cable source collect dust guess jail broken might better,2.0,negative
perfect thank,5.0,positive
half work,1.0,negative
like firestick better one stuff one sale clerk saud,3.0,neutral
im sure great product something wrong one ordered targetcom daughter opened christmas morning excited went charge wouldnt turn tried holding power button second like amazon website suggests nothing left charging hour still nothing disappointed,1.0,negative
lasted barely time idea battery last longer others attest stored exact condition home another brand battery amazon one lasted far less half life namebrands im always willing give amazon product try battery left lot desired,1.0,negative
entire pack battery dead,1.0,negative
device good designedim amazon prime member found amazon prime videotv isnt good cant find many good video watch,3.0,neutral
w raked f reat,5.0,positive
kindle user year expect certain level quality version fall short constantly freeze,2.0,negative
purchase last life duracell one,1.0,negative
bargin,3.0,neutral
suppose honest thing namebasic use blood pressure monitor take bp twice day take second battery last week ive also used air conditioner remote might use twice day turn week stop working also used alexaecho remote used often yet last month first amazon labeledmade product bought rated dont buy looking long lasting battery,1.0,negative
long lasting battery great price,4.0,positive
pretty good battery,4.0,positive
ok,4.0,positive
hate amazon app store nothing good tablet slow good reading,3.0,neutral
good buy,4.0,positive
great deal theyre gone,4.0,positive
dont care lack storage strange arrangement naviagation software nonetheless nice price,3.0,neutral
tablet purchase good affordable price,4.0,positive
durable small make easy taking price isnt bad either,3.0,neutral
excited price battery however get pay battery awful ive used toy remote flashlight remote lasted like week used flashlight minute thats use got unsubscribed item thanks,1.0,negative
bought fire tv month ago one day blue stopped working power soon see amazon logo screen go black google problem seems way reset factory mode screen menu way emailed company waiting response since unacceptable thing lasted month became useless happy camper,1.0,negative
gave wife serf purpose great price,5.0,positive
good quality low price,4.0,positive
bought really happy really expected amazon,2.0,negative
bought yr old nephew love easy use,4.0,positive
sound quality goodalexa responds command room improvement,3.0,neutral
know lot ability amazon echo knowif real tutorial available would probably great product,3.0,neutral
great great great great great great great great tablet,5.0,positive
great deal,5.0,positive
tablet chrome cast great child,4.0,positive
work good camera use small point shoot cannon camera work battery seem changing almost every time go name brand battery seem last time longer,2.0,negative
doesnt work amazon wireless mouse,2.0,negative
serf purpose good price,4.0,positive
died day day warranty name brand lasted u year one figured would get name brand thinking last longer wont purchasing kindleamazon product anymore,1.0,negative
best deal,5.0,positive
kindle continues freeze watching movie also freeze randomly,1.0,negative
daughter google tablet run course purchased miss simplicity android,3.0,neutral
daughter play tablet time well worth,4.0,positive
love kindle firethis eighth family,4.0,positive
home assistant x bluetooth speaker alexa awesome,4.0,positive
easy readvery sensitive touch still cant figure get new book onto device onoff button tiny present problem l long nail technical book,3.0,neutral
bought four fire tablet stopped charging immediately purchase wrote best buy detailing problem tablet fact insurance box return item response disappointed made major multiple purchase company wont make purchase best buy,1.0,negative
ended returning day browser slow bought wouldnt look stuff phone time ended slow ended always using phone,3.0,neutral
packing cheap,5.0,positive
many question unanswered think apple siri better,2.0,negative
charging plug kindle damage way easy disappointed first time happened one kindles,2.0,negative
work great pricebut shove amazon stuff hroat like fire tvand linked amazon click buy haveit set way,3.0,neutral
compared equally inexpensive rca tablet one limitation apps get disappointed utility prefer rca tablet one,2.0,negative
great tablet price already preloaded amazon appseasytouse,4.0,positive
child loved able play game,4.0,positive
perfect size reader fuss websurfing video netflix hulu problem,4.0,positive
son excited get kept closing returned dont stock exchange frustrated son upset,3.0,neutral
would recommend anyone real happy,3.0,neutral
capacity suspect seem gotten lot energizer,1.0,negative
wonderful dont think battery last longer one buy dollar store,3.0,neutral
worked week started leaking stopped working ended throwing away even throw string light leak battery,1.0,negative
seem work well tried determine long last,4.0,positive
thought id enjoying clever interface alexa get right frustrating get wrong,3.0,neutral
looking forward getting know product better plug play thought,3.0,neutral
bueno,5.0,positive
want watch movie shop job enough memory much else price great kid,3.0,neutral
inconsistent short life,1.0,negative
angry year old broken new toy battery can not trust put new battery toy stopped working couple day later opened find battery leaked also ruining toyedit amazon made since replaced battery,1.0,negative
promised,5.0,positive
awesome value fast shipping usual greatthank,5.0,positive
sorry bought change wake name echo alexa wouldnt answer alexa scale terrible ill rate time didnt know answer didnt understand question self help amazon customer service ready return,2.0,negative
good quality battery,5.0,positive
basic tablet pretty good price range,3.0,neutral
went sale day later battery paid battery hosed,2.0,negative
able play youtube thats daughter like,1.0,negative
kindle upgrade older model slimmer design nice purple color,4.0,positive
good value,4.0,positive
able download music movie free,4.0,positive
slow use constant popups barely dropped foot ground doesnt work highly unsatisfied,2.0,negative
like tablet easy use gud camera,3.0,neutral
great way read book available downloads library,4.0,positive
ok good would liked need would purchase againfast good delivery,3.0,neutral
dont suite purpose,2.0,negative
need explain required hookup less non technical elderly people sure,3.0,neutral
terrible decision part trust amazon make even decent battery hard right battery dont last every device ive used began quirky little malfunction remote button dont always work supposed mouse randomly disconnect computer etc maybe got bad batch lesson learned,1.0,negative
bit dissapointed local station reception fire tv expected ok expected,3.0,neutral
device play fact must subscribe stuff empty cylinder tell weather thats even subscription required everything google home least play general music list number key action,1.0,negative
work great dont like spell everything,3.0,neutral
user friendly sluggish confusing extremely frustrating returned item,1.0,negative
cheaper price really liked tablet bought,4.0,positive
great price fast shipping,5.0,positive
good product reasonably priced prime shipping available,5.0,positive
device great advertised many thing expected go lot trouble otherwise,2.0,negative
bought fire mother learn use computer price right use search web,3.0,neutral
ok overall brake easily obly one fall floor,3.0,neutral
great tablet kid like fact expensive case lost broken bought second tablet son work great,3.0,neutral
perfect size easily readable screen crisp text,5.0,positive
simply everything need thank youand silk work wonder,5.0,positive
bought amazon fire tablet sale guy said great ran really fast fast internet thing barely chug along play game constantly stall freeze sound quality play music terrible planning buying one niece nephew ran well know wouldnt work horrible,1.0,negative
good starter tablet slow dont expect pad savy child enjoy true beginner would fine,3.0,neutral
wish apps play store,3.0,neutral
work good nice screen brightness resolution,4.0,positive
lot question answered like fact dont get turn light,3.0,neutral
best value battery,5.0,positive
cant answer well amazon wish waited bought amazon,3.0,neutral
work really well,5.0,positive
easy setup link device user friendly,4.0,positive
overpriced,2.0,negative
battery last long,2.0,negative
theyre battery excellent,5.0,positive
bought replace broken kindle reader good battery life size much heavier old paper white easy organize find document book wireless work smooth far,3.0,neutral
use frequently,5.0,positive
shortest battery life ever experienced using microsoft bluetooth mouse year never experienced shorter time changing battery amazon battery duracell even energizer maxell far superior given long decade experience bah humbug amazon one,1.0,negative
bought amazon kid fire tablet two grandson christmas included purchase akf tablet one year subscription kid free timei called emailed inquiring registration process order daughter activate begin using free one year subscription kid free time still resolutionupon trying register tablet credit card used purchase required understand credit card need submitted order obtainactivate service included already prepaid purchasei waiting response since christmastherefore time would give star rating due lack customer service available product hope getting issue resolved would still recommend friend,2.0,negative
highly recommend battery perfect light weight,5.0,positive
battery last long,5.0,positive
great product great price amazon rock,5.0,positive
kindle awesome great picture fast internet,5.0,positive
good phone return visit customer service horrific,4.0,positive
thanks review,4.0,positive
facemask,5.0,positive
battery battery,5.0,positive
work great,5.0,positive
great tablet serve backup primary ipads,4.0,positive
kid adore tablet best purchase ever,5.0,positive
price great tablet filled advertising getting slower slower usage,3.0,neutral
great value price,4.0,positive
good reliable battery,5.0,positive
good tablet durable lot apps right year old,4.0,positive
perfect size work great great streaming quality,5.0,positive
work pretty well dont seem last quite long duracell energizer price continue buy,3.0,neutral
excellent product,5.0,positive
power kid toy,5.0,positive
christmas gift ended returning wasnt exactly looking,3.0,neutral
mediocre performance,3.0,neutral
great game information daily event weather,4.0,positive
echo show feel useless hour especially without ability watch youtube,3.0,neutral
headphone jack restarts tablet plug headphone cord giving product star otherwise screen great,2.0,negative
working great cant beat prime day shipping,5.0,positive
work bit better compared big chain generic battery,3.0,neutral
like battery cheaper dont last long id like continue buy though price,3.0,neutral
work,5.0,positive
many question miss interpreted replied understanding looking distance hear u minimal returned one purchased google one much better knowledgeable answer device recommend using phone app also making purchase usage item may available didnt expect additional charge im thrilled either one keep google device hope better come future,2.0,negative
love item customer service best buy,5.0,positive
great basic alkaline battery terrific price,5.0,positive
pay attention ad say plug included kindle absolutely lie sort thing else think lie steer clear guy rip artist,1.0,negative
shame amazon putting trusted name garbage nothing put battery work properly whether aa aaa c blood pressure cup wont fill air going error motion light flicker put remote work go away name brand battery,1.0,negative
bought daughter kindle fire purchased kindle,4.0,positive
sound quality could better cute though,3.0,neutral
dont even want give star worst battery ever lasted minute top buy,1.0,negative
returned within week like didnt care ad every time turned tablet,1.0,negative
didnt last long,3.0,neutral
greati love itglad got itmy nephew love,5.0,positive
year old boy broke less month even bumper guard wont power working limited storage ran space hour wifi wouldnt work go explain couldnt download hand full apps time doesnt matter since wont even turn charge,1.0,negative
cheap quality battery,4.0,positive
battery leaked package buy,1.0,negative
update ive trying use last battery two found leaking acid since previous review didnt want throw point isnt worth mess damage devicesoriginal reviewbought two pack subscribe save last couple month play laser tag gun require battery thought would good source cheap battery gun put week ago battery sitting shelf couple month played game put gun next time played day later noticed oily liquid running one gun battery leaking acid run battery compartment outsidei get happens battery well thats usually sitting device month day would trust anything expensiveand take immediately use wont buy sorry picsi busy cleaning mess,1.0,negative
good price cant tell last long duracell amazonbasics amazon prime great deal though id probably buy havent problem corrosion concern,3.0,neutral
good,5.0,positive
bought accidentally meant get inch screen,2.0,negative
pleased experience installation setup,4.0,positive
bought fire hope play movie ultraviolet account find longer support ultraviolet format fire shop elsewhere play movie plane trip dont buy youre looking play movie way,2.0,negative
music good however alexas voice inaudible time couldnt meet need returned,3.0,neutral
good product fair price,4.0,positive
every single battery leaked battery acid first charge us device powering others charging station thought perhaps could charging station using purchased another brand didnt make difference also never left battery charger fully charged happened aaa battery purchased well say leaked battery acid im talking literal puddle acid would pool charging station begin leaking device throw away childrens toy well xbox controller skin tip finger peeled away time well overexposure battery acid clean many surface device getting everywhere please dont buy product completely ineffective simply unsafe product purchasing battery cost around buy replacement device ruined,1.0,negative
great item,5.0,positive
nice tablet beginner casual user basic function,4.0,positive
thats crap,1.0,negative
drain way quickly,2.0,negative
great streaming device reliable,4.0,positive
great saving,5.0,positive
context replacement old nexus bought black fridaycyber monday saleprosliterally decent android tablet pricegood battery lifeconsno access google play appsservices youtube gmail etc via browserfirst one purchased defective speaker qc might variablethoughtsamazons insistence using app storeandroid version annoying subsequent lack core google apps however price little competition among android tablet,3.0,neutral
seems thought battery package already dead lasting day device im putting fairly disappointed,1.0,negative
good get additional accessory thanks giving,4.0,positive
think recargable,3.0,neutral
work nice still seems like ancient techonology compared apple product,4.0,positive
small compact surprisingly good image sound,4.0,positive
tablet periodically shuts reason contacted amazon suggestion reset factory default,2.0,negative
great value battery last,5.0,positive
cant beat amazonbasics,5.0,positive
amazon wont let u download plant v zombiesotherwise terrific,5.0,positive
easy useeasy connect cellphone tablet play youtube product said upscale k quality picture show tv regular product without k,3.0,neutral
would opt ipad rather kindle ease researching book author etc advantage kindle attractive comparative price,3.0,neutral
brand name better long lasting get pay,3.0,neutral
work tendency freeze get slow probably wouldnt purchase,3.0,neutral
limited use without adding expensive apps adding wireless speaker considering returning merchandise,3.0,neutral
good sound come answering command seems little ignorant side,3.0,neutral
used xbox controller last long compared name brand,1.0,negative
worst battery everthey work drain outyou try use something battery dead,1.0,negative
got echo dot time day loose connectivity worked tech support time suggest adjust motorola router setting make router compatible time,3.0,neutral
limited activate skill little bit pain otherwise fun mess learn go used go control light work ok,3.0,neutral
good deal good buy,4.0,positive
able access movie tveasy useeasy set,4.0,positive
especially like versatility ease use,4.0,positive
thank,5.0,positive
job,4.0,positive
bad battery short life returned first order assuming got bad batch despite expiration date year away started using replacement order late may already replace batteriesi love amazon basic product amazon service product big dud first negative review ive ever written product amazon,1.0,negative
died quick,2.0,negative
good compared system like roku really need get easy way close apps running background,3.0,neutral
bought several tablet grandchild love,4.0,positive
good kid bought given choice always choose apple,3.0,neutral
excellentthey really enjoyed highly recommended,5.0,positive
light weight easy use userfriendly durable,4.0,positive
far worst battery family ever purchased lasted less one week ive used thing see usage time per week none seen min total usage needing replaced q third leaked corroded worthiness day ive much better luck dollar store brand,1.0,negative
work like charmsome battery already deadnot charged factorywhen used carry acceptable long charge,3.0,neutral
worked expected say usb device,3.0,neutral
hard time getting free apps load voice app turn seven year old accedently turned,2.0,negative
good tablet reading book love still need get used since used past apple product,3.0,neutral
kid like game play young child dont want spent lot money,3.0,neutral
amazon echo supposed wish could call,3.0,neutral
awesome deal,5.0,positive
great,5.0,positive
okay suppose amazon kind annoying otherwise good buy,3.0,neutral
dont seem work except low energy item cant get work remote motion sensor light work smaller switch activated night light oh well,1.0,negative
perfect love alexa everything want,5.0,positive
nice tablet money didnt like stuck amazon universe,3.0,neutral
good starter company provides device control become excellent limited time,3.0,neutral
paired order us aa,1.0,negative
last long,1.0,negative
great kid inexpensive wouldnt mind buying,4.0,positive
far best tablet ive ever owned easy quick set,5.0,positive
cool great picture good sound kind disappointed couldnt make call overall great piece hardwark,1.0,negative
bad price bad got many add cant take,3.0,neutral
cant beat value,5.0,positive
bought christmas gift im told enjoying happy,3.0,neutral
cheap battery get pay however used trail camera cold weather performance poor cheap rayovac battery menards aa perform much better purchase,2.0,negative
never buy battery anywhere else,5.0,positive
ive used far wire less mouse short life comparing maxwell battery used,2.0,negative
ordering process easy expected hopefully husband install soon,3.0,neutral
would purchase item k content,3.0,neutral
extremely pleased fast efficient reliable,5.0,positive
disappointed cant connect tube shes otherwise great specific asking something ask news certain region give general news may nothing specified region,3.0,neutral
tablet could much better apps actually worked decently built amazon piece prime member great work flawlessly enough overcome terrible app behavior countless freeze need take lesson two apple,2.0,negative
good value,5.0,positive
great value,5.0,positive
bought late nov march dead package,1.0,negative
theyre aaa battery,3.0,neutral
one thing issue withis would leave amazon speaker playing since always listening butat time would cut itselfwithout command another issue would im phone im saying may sound close command according speaker would automatically light command something dont know like idea listening time,2.0,negative
come awesome safe package jod,5.0,positive
used battery several item flashlight toy found less adaquate item used flashlight found last average use week good controller like tv remote last less month may cheper short run become much expensive long run buy suggest paying bit getting name brand battery,2.0,negative
dollar ac usb power adapter buck,1.0,negative
good quality prompt arrival,5.0,positive
device several interesting application reading well completing necessary task enhanced medium,4.0,positive
awesome,5.0,positive
good hdx well also much slower hdx screen pixelated anticipated would probably spend next time get quicker unit,3.0,neutral
yea ther good value,5.0,positive
daughter love tablet couldnt made better purchase,4.0,positive
work good easy install would definitely recommend,4.0,positive
pleased echo disappointed came late,4.0,positive
tablet great love ease use display vibrant,4.0,positive
bought tablet nephew christmas love,4.0,positive
fast shipping great product,5.0,positive
alexa really amazes learns new skill everyday,5.0,positive
im feeling like running performance faster battery ive purchased,2.0,negative
help cut cable cord easy set plenty apps good user interface,4.0,positive
best buy always awesome variety great movie product choose buy everything bought best buy always best always satisfied complaint use ipad switched kindle fire smaller screen easier carry use pretty much everywhere go,5.0,positive
lower value last one hour good flash light,3.0,neutral
battery die fast,3.0,neutral
excellent performance alexa really performs outperforms apple roku,5.0,positive
difficult operate problem knowing get instruction computer knowledge prior purchase,2.0,negative
great battery cant beat price,5.0,positive
great buy,5.0,positive
mu aa amazon battery made indonesia without power month bought may,1.0,negative
definitely battery definitely aaa work great great price,5.0,positive
great product fast shipping recommended,4.0,positive
year storage life joke purchased month ago went use already zero juice left double checked battery tester got zippo zero recommended,2.0,negative
issue since christmas work great east use year old,4.0,positive
hard setup thats done work remarkably well,4.0,positive
tablet great trying get daughter use kindle started month ipad thought would easier get one tablet almost struggling navigate kindle able transfer game movie,3.0,neutral
decent little tablet game player tablet shuts cant get back play game long period time ipad thats sure,3.0,neutral
work fine carol,5.0,positive
dont seem last long duracellwouldnt buy,1.0,negative
nice packaging easy setup great middle schooler,4.0,positive
duracell battery last longer,3.0,neutral
smooth easy use would buy another,4.0,positive
decent tablet wish app store better apps download,4.0,positive
last long expected good value price,3.0,neutral
complaint especially price good child elderly,3.0,neutral
useful triple rechargeable battery always come handy,4.0,positive
battery die quickly spend extra better battery,1.0,negative
despite seems great deal pack aa battery arent great star deal theyre light use use xbox controller understand life different gaming sucking energy ive put pair week later change mention controller one grip switch often mean last longer since im draining battery life one overall great gaming heavy use otherwise theyre nice backup ill compare say duracell past experience dont remember change often,2.0,negative
work good still buffering issue otherwise problem,4.0,positive
went less week cant lie say awesome,1.0,negative
fire great price get money worth however may exchange get damaged one one bought busted pixel screen damage case glass screen image bright white puncture hole screen image ive owned multiple never problem epad tablet bought visit best buy tomorrow exchange im hoping theyre still stock best buy fault fault lie amazon theyre clearly durable,2.0,negative
bought gift parent unfortunate part little misinformed connectivity tablet chrome cast purchase well part gift tablet compatible table little disappointing alright product,3.0,neutral
amazon fire hd th generationworking good loved,5.0,positive
good product,5.0,positive
gave christmas gift recently learned stopped working within two week,1.0,negative
nice display convenient size lot apps book,4.0,positive
bought camera dont last time wont buy,1.0,negative
cheap tablet solid built weak audio poor camera,2.0,negative
hopefully least work ereader otherwise amazon locked tight one can not much else even fiber optic wifi slower cold molasses january canada well needed kindle ereader ok,1.0,negative
great tablet new tablet goofing around,4.0,positive
wasnt thought price much got disappointed,1.0,negative
great beginner tablet used kid view video,4.0,positive
alexa work pretty good music sound good exploring skill,4.0,positive
die quickly,1.0,negative
hey battery,4.0,positive
doesnot work three weeksi can not open sad,3.0,neutral
looking cheap tablet son use saw unit sale black friday good unit,3.0,neutral
bought toddler kid wouldnt fight oldest daughter love,4.0,positive
excelent,5.0,positive
people want read without glare,2.0,negative
cheap didnt expect amazing disappointed great streaming video even better chromecast,2.0,negative
battery blew charger returned product full refund,1.0,negative
like fact add extra memory tablet overall great travel book video amazon,3.0,neutral
outstanding,5.0,positive
good product would recommend everyone thank,4.0,positive
convenience great good sound great value,4.0,positive
good tablet young person begin small handle,3.0,neutral
love amazon tv call amazing tv box,5.0,positive
take great quality picture buy love,5.0,positive
enjoying alexa esoteric response much,5.0,positive
good product big problem battery big issue device,3.0,neutral
sale person helpful informative,4.0,positive
good enough price great amazon subscription amazon shopping,3.0,neutral
