reviews.text,reviews.rating
batteries extremely short life amazons standards,1.0
mu aa amazon batteries made indonesia without power months bought may,1.0
hate isnt organization apps,1.0
pretty dumb tobuy charger port,1.0
batteries died week appliance used duracell batteries half year,1.0
batteries used primarily remotes batteries last month,1.0
second use silver liquid leaked batteries almost ruining motor breast pump,1.0
junk trying batteries one worked,1.0
freeze frequently way trouble shoot repair,1.0
adaptor doesnt work maybe im something wrong instructions looks pretty simple simply doesnt work,1.0
stopped working less months,1.0
junk dont work,1.0
package open missing two batteries,1.0
basic performance didnt last week radio,1.0
could download books home three visits best buy returned,1.0
works great year old grandson loves,1.0
last long never buy,1.0
slow camera good low quality picture get apple ipad mini instead,1.0
dont hold charge well,1.0
wrong size batteries,1.0
died uses coffee frother wand wont buy,1.0
unused batteries stored ac room show signs deterioration within six months purchase poor battery performance,1.0
batteries last days tv remote,1.0
half batteries charge,1.0
doesnt last like brands,1.0
didnt want go sites amazon wanted,1.0
slow advertisement plagued save spend money something better,1.0
connection wifi nook color hd work,1.0
received,1.0
lasted ten minutes flashlight changed batteries next two lasted minutes dont buy junk,1.0
none first eight batteries opened worked tested batteries confirm battery problem confirmedwow,1.0
dont like ads amazon needs find better way advertise,1.0
wore way fast,1.0
junksave money totally useless batteries last hours,1.0
many batteries good,1.0
regretted buying itemi never recommend anyone,1.0
dont recommend buying month buying wont charge turn,1.0
dont last would buy,1.0
missing pack batteries opened box today impressed,1.0
died almost immediately ruined purpose purpose needed,1.0
amazon fire sucks pictures camera sucks blurry,1.0
order get,1.0
super slow would download returned week,1.0
batteries came dead none worked dont bother buying,1.0
didnt like many pop time dont recommend,1.0
tablet working perfectly charging port isnt working cant charge tablet sending back,1.0
didnt work took one pack nothing,1.0
battery life much poorer compared name brands like energizer duracell,1.0
liked lot liked lot liked lot,1.0
work buy duracell,1.0
batteries awful power die fast,1.0
doa replace batteries disappointment threw away,1.0
batteries actually falling apart use junk,1.0
batteries seem short life,1.0
batteries short life need replaced every week used ina solar light outside unsatisfactory,1.0
let recharges,1.0
batteries weak didnt last week remote,1.0
cool great picture good sound kind disappointed couldnt make calls overall great piece hardwark,1.0
slow returning mine something different suggestions,1.0
batteries crap last days xbox controller energizer lasts months dont waste money,1.0
alot batteries dead weak,1.0
batteries dont last long,1.0
never buy suck,1.0
product damaged needs lot improvement apis,1.0
tin sounding bass sounds terrible bought bose sound link amazon dot hook,1.0
batteries expired dead arrived house disappointed,1.0
untrustworthydies really quick doesnt keep delivery date,1.0
first day purchase overheats defective product,1.0
die one hour use,1.0
takes forever download apps im returning getting something else,1.0
bad batteries long lasting,1.0
kindle continues freeze watching movie also freeze randomly,1.0
didnt hardly charge total waste money,1.0
half work,1.0
extremely short shelflife usage life would never buy amazon batteries,1.0
apps pay basic apps like youtube download without inputting credit card information tablet child plausible put credit card information,1.0
paired order uses aa,1.0
batteries used fire remote lasted maybe week died,1.0
horrible quality last days xbox controller maybe days remote horrible quality,1.0
never knows answers question song want always says getting connection sucks,1.0
batteries didnt last long,1.0
need amazon account download apps ita really pain dont like,1.0
dont waste money last days wii remote,1.0
unacceptable spend extra money tablet without obtrusive software advertising,1.0
wouldnt connect internet tried home couple wifi spots store bought,1.0
run super quick would buy,1.0
dont last long wouldnt buy spend extra money get good batteries,1.0
first eight batteries tried barely charge dont wast money,1.0
fail earlier brand names assumed amazon would match beat others wont order,1.0
kindle fire purchased work start charge,1.0
get wath paid comparable apple tablet never,1.0
batteries suck brand new box dead close change smoke alarms every month remote batteries every weeksjunk dead different boxes sizes amazon,1.0
makes phone way big cant fit pockets,1.0
batteries last worth getting energizer batteries instead,1.0
package open batteries,1.0
regular fire tablet protective case,1.0
use techy gadget including remote controls keyboards especially cameras,1.0
batteries linked ruined game camera think need replace game camera,1.0
bought late nov march dead package,1.0
worst batteries ive ever bought last two weeks remote control,1.0
product good waste money would recommend,1.0
like android tablets bad way,1.0
stopped working months throw away waste,1.0
never bought item guess must wrong person,1.0
didont care tablet downloading apps outside amazon really confusing,1.0
idk ended aaa orderd aa oh well,1.0
never purchase item opinion overpriced junk,1.0
went dead even using ones used lasted maybe hours best,1.0
amazon fire hd since december already quit charging,1.0
better dollar store matter brand,1.0
lot apps incomplete doesnt run apps great lot apps generic,1.0
good hate never buy sucks done,1.0
great price last long,1.0
ordered dec th got order christmas supposed delivered dec th,1.0
slippery u cannot hold always slips lots ads definitely good u dont like advertising,1.0
nd recharge use leaking corrosive fluid ruined charger,1.0
batteries awful might get life batteries ive used buying amazon batteries,1.0
battery blew charger returned product full refund,1.0
load apps goggle play didnt know amazon goggle dont agreements sharge,1.0
tablet would never turn even charging,1.0
stopped working never buy certified apple sure amazon selling products prime,1.0
date back yeah inedible,1.0
cheap need constantly make sure plugged slightly small saved bucks amazon quality,1.0
worked hours dead waste,1.0
cheap run chrome stuff returned store,1.0
gave granddaughter loves iti want buy one,1.0
dont seem last long,1.0
nothing prblems wasnt satisfied never buy agian,1.0
goodworthless use,1.0
doesnt good without cord go,1.0
batteries got little charge left batteries lasted days wii remote whereas batteries lasted weeks v,1.0
screen cracked package arrive earlier expected,1.0
ads pop constantly make us almost unusable kids,1.0
waste money dont need plug tablet computer charge lasts month,1.0
way priced,1.0
slow response wait sec turn page frustrating best buy says bad sad,1.0
good bluetooth speakers sound quality good otherwise shes pretty useless comes get answering questions,1.0
horrible barely last week tv remote control,1.0
dont bother aas bought got remotes last third long everready batteries,1.0
hard use support guam online instructions clear,1.0
batteries die quickly spend extra better batteries,1.0
batteries dont last even simple digital clock weeks best,1.0
wish came white match kindle paperwhite,1.0
like amazon productbut battery good,1.0
duds waste money,1.0
sorry say batteries leaked lighted mirror ruined cmon amazon,1.0
great tablet kids screen isnt strong charging port poorly built,1.0
doesnt last advertised dead time,1.0
overpriced works raovac,1.0
recommend purchasing batteries barely last hrs lasts weeks costco duracell energizer brands,1.0
get pay forlucky get weeks minimum use,1.0
terrible batteriesdont last longdont depend theseyoure better buying batteries dollar store,1.0
none would recharge,1.0
first recharging leaking wrapping coming waste money,1.0
batteries last stander energizer dont suckered price would buy,1.0
box batteries worked months work total waste money,1.0
hi ordered thinking great price sadly die quickly,1.0
last short time use put fresh ones soap dispenser lasted days brand lasted months,1.0
returned item expected disappointed white table,1.0
suitable toys drained within couple days,1.0
overpriced free kindle purchase,1.0
horrible last hour devices buy,1.0
fan product browsers extremely slow,1.0
decided buy amazon tabs due great price black friday returned,1.0
run outmuch quicker rayovac ultra cost,1.0
batteries started leaking right boxi threw trash went back duracell,1.0
touch loading content bad doesnt respond quickly slow,1.0
honestly worst tablet ever owned slow unreliable would switch,1.0
received wrapping paper thank youbut batteries ever camenor package wrapping paper,1.0
didnt work months dont waste money,1.0
dont hold charge recharge frequently,1.0
daughter loves size portability product ipad died uses mac book school great choice read books,1.0
many batteries working disappointed,1.0
batteries last days xbox one controller,1.0
good produ ct service defintely refer freind,1.0
last long,1.0
lasted less half time duracell alkaline battery conditions led candles continuously,1.0
dead box amazon basic products gotten great batteries beyond sub par far,1.0
useless tried calibrate smart home pointless,1.0
almost batteries drained weeks moderate use,1.0
dont hold charge like top brands,1.0
cheap price sure dont last long wont buy amazn brand,1.0
happy slow compare others ordered,1.0
batteries leaked package buy,1.0
screen breaks way easy drop one time broke,1.0
batteries larger normal fit audio gear guitars need sound audio id pass,1.0
wasnt thought price much got disappointed,1.0
batteries last two days,1.0
trying contact seller product tarnished rusty like used old disappointed appearance quality,1.0
mine months wont last mare week tv remote pretty annoying,1.0
cumbersome complicated kid friendly went apple suggesting,1.0
slow guess worth bucks great product child,1.0
device ok reading listening audiobooks via overdrive app wouldnt recommend though really waited buy kindle years would suggest research buying device,1.0
batteries last week wall clock name brands last six months dont waste money,1.0
bought grandson doesnt like slow,1.0
cheap impressed never,1.0
horrible amazon batteries worst battery operated little decorative light string duracell batteries light things weeks amazon batteries last im kidding maybe hours complete waist money dollar store batteries better purchase,1.0
didnt realize bought google play,1.0
customer support returned item store,1.0
lasted week electric toothbrush energizer duracell brand lasted month tried different amazon batteries results dissatisfied,1.0
easy use load books read door light conditions light hold read,1.0
bought batteries star ratings verified purchaseswhat worst batteries ive ever used week batteries month brand name batteries,1.0
print deviceusing touch screen difficult,1.0
batteries dont last half long rayovacs usually get,1.0
whats point without cable charge,1.0
wouldnt connect smart home items wouldnt understand commands,1.0
horrible batteries far every battery used hasnt worked,1.0
priced due cost kindle come kindle,1.0
alexa able answer basic querys,1.0
hardly last long stick match total waste money,1.0
found devices battery poor also didnt like device cant support screen share capabilities amazon fire tv smart tvs,1.0
yet use know need help,1.0
low quality tablet lags games expect however still things youd expect tablet,1.0
dont like tablet android working well,1.0
batteries die fast used remote replaced times within year previous batteries lasted years,1.0
qc really bad product catch voice properly,1.0
defective cheap third held charge died super fast,1.0
batteries dont even work amazon firestick,1.0
dont option password ask buying apps authorized allow donenot many free good apps like apple,1.0
half batteries received dead replace option,1.0
love ease using grandsons enjoyed christmas,1.0
buyer beware say free tvits notyou pay everything wish would bought cancelled cable,1.0
purchased father law frustrating experience user friendly friendly stick name brand tablet apple samsung etc avoid device costs,1.0
bought earlier line another vendor never delivered best buy great,1.0
absolute garbage noteven battery regular energizer dies quick tested compared months sorry worth money atany price except maybe free,1.0
wii weeks batteries leaked,1.0
disappointed put remote within hrs completely dead shame amazon shame,1.0
owned ios products long remember level,1.0
sth never serious brands disappointing returning,1.0
theses batteries dont last long worth money,1.0
kid friendly purchased little nephew wasnt given info sales person either took back,1.0
absolute junk dont waste money bought wife christmas gift would connect wifi house useless,1.0
half work,1.0
took way long receive corroded,1.0
last near long brand batteries,1.0
reason chose star size length disproportionate width awkward holding,1.0
pretty sure didnt really charge arrived,1.0
used batteries flameless candles x hours total bummer died wont purchase againamazon reconsider selling turkeys wow idisappointed replacement fake batterieswith real ones,1.0
went less weeks cant lie say awesome,1.0
every time brew cup coffee tons coffee grinds coffee cleaned pot several times thank god pods left never buy brand,1.0
uses every day cant get enough,1.0
soon place new battery card alarm ut says bar charged,1.0
purchased firetv upgrade first firetv version samsung k tv new firetv recognized hdmi port k compatible set resolution k video settings trying posible settings bug gives even playing k content firetvfiretv,1.0
worst software ive ever seen could barely play anything,1.0
ok kids mess around good quality,1.0
product user friendly much less kid friendly took back samsungs,1.0
opened package batteries ordered paid dor,1.0
honestly little expensive find ways charge devices,1.0
batteries lasting short life super disappointed,1.0
old kindle charger works fine wasnt clear bought new kindle white want charge send back forget ill keep extra charger,1.0
lot didnt work,1.0
exactly like usb power charger making unnecessary basic charger used ipod works charge kindle fire within hours,1.0
good,1.0
batteries die almost fast harbor freight free batteries expected top quality got bottom quality,1.0
power upat happy grandniece wasnt doesnt know yet would crying,1.0
batteries work dont really last long maybe get weeks better buying rayovac energizer batteries home depot,1.0
satisfied purchase price guess ok,1.0
paper white allow use books library cannot load apps books amazon available read,1.0
updated credit car six weeks ago wont bother future,1.0
batteries suckstay away read bad reviews last weeks,1.0
get pay last long better buy duracell,1.0
tablet plugged night chargeno powerwhite elephant,1.0
speaker voice quality terrible compare similar size logitech ue boomthe price high even got promotion,1.0
feel come paperwhite kindle buy,1.0
buy batteries arrived completely dead thought might bad batch ordered arrived dead,1.0
tore within one week baby blue shear green,1.0
lasted less hours mouse includes turning mouse overnight ripoff,1.0
would turn charge return kindle,1.0
first got great stopped charging wouldnt turn back,1.0
got didnt google plus like,1.0
bad product amazon offers greats products tablet missing features even basic tablet lack google chrome compatibility made tablet right,1.0
little capacity last long compared main stream batteries,1.0
didnt last even one day,1.0
donäôt care canäôt change tablet run like wish itäôs pre installed menu something change,1.0
returned poor reader clearly would last,1.0
one use regular used battery powered item dead brand use item several times replace battery,1.0
locked installing kodi wouldnt recover device buffers first setup movie voice remote best,1.0
dissappintes replace almost,1.0
thought buy child bc kids mode poor,1.0
bad amazon turned tablet big advertising tool many apps dont work camera good,1.0
batteries popped open inside motion detector lights making mess ruining detector never buy brand,1.0
last hrs roku remote using headphones really disappointed long last,1.0
guess okall apps need updating amazon wont cant update help center nothing,1.0
cant return best buy days started ok stopped working keeps freezing home screen cant access anything extremely disappointed,1.0
would take charge good thing tried wrapping christmas,1.0
batteries dead june use half good months,1.0
worst product ever constantly screwing filled ads pay remove best buy refused help wanted return,1.0
product wouldnt turn charge store couldnt locate another one,1.0
great deal price wise dont seem last long really good deal would buy,1.0
dont care live tv great otherwise cant ditch cord yet,1.0
cannot download internet service youre subject limited options things wish could bought,1.0
bought least people kindle perfect,1.0
tried using mini mist diffuser amazon basics batteries discharges easily within week terrible comparison energizer batteries lasts least months,1.0
batteries missing pack annoying enough write bad review annoying enough anything else,1.0
love using read surf internet also handy,1.0
need amazon account bank account use tablet bank card verified cheap product terrible graphic returned next day totally waste money,1.0
really expected chord price paid dissapointed,1.0
products delivered could find anywhere,1.0
burnt copper string light using years short life electronics compared duracell left wii controller months leaked,1.0
maybe bad batch amazon basics batteries great far numerous aa batteries leaking remotes toys electronics,1.0
expensive included extra cost kindle,1.0
tried various battery powered devices fail quickly wont use dont like dispose dead batteries,1.0
never buy cheap dime,1.0
dont know made batteries worthless hold chargei buy,1.0
last would love get money refunded,1.0
ive amazon tablets past far worst ive bought slow drained battery kicking apps time,1.0
buyers phone charger work probably dont need buy,1.0
batteries die quicker dollar store batteries used batteries various products toothbrush computer mouse camera flash etc batteries best lasted half much compared energizer duracell would recommend,1.0
last long cheap batteries happy,1.0
charger wont stay securely connected paperwhite wiggles charge held particular angle,1.0
slow connect internet even good connection wifi set worked electronics,1.0
batteries terrible disappointed purchased great long lasting powerful must received bad batch dont last long may purchase,1.0
hated purchase everything amazon took back within couple days got roku way better,1.0
got bad batch arrived dead would sent back missed window,1.0
pay every thing thing want pay tempter time joked owe money amazon unique toy rich bargain,1.0
batteries horrible purchased pack aaas months ago started using last week far batteries used doa lasted days got hot plastic around end burnt,1.0
buy else say,1.0
worst batteries everthey work drain outyou try use something battery dead,1.0
reason tablet cannot produce clear higher resolution get cheap good feels cheap omg manny pop adds comeon amazon,1.0
r worst batteries ever amazon stop selling last couple weeks clock everyone ive used send back,1.0
found tablet intrusive adds almost forced use credit card make things work,1.0
like amazon products havent worked thing ive put nerf gun toys nothing maybe work remotes,1.0
ive using roku remote lifespan terrible two weeks duracells months,1.0
great servive best buy price match great used best buy,1.0
im returning new version coming,1.0
universal work garage door opener given gift cannot return,1.0
dont even want give star worst batteries ever lasted minutes top buy,1.0
bought black friday sales price attractive didnt find attractive youtube stream streaming slow taking min stream single song,1.0
batteries popped charger got battery acid hands trying get cleaned,1.0
bring back exchange different make,1.0
went pit first time strap behind buckle broke never even got wear poor construction cheaply made product,1.0
purchase last life duracell ones,1.0
thing garbage buy slowest charger ive every fast charger disgrace amazon offering product fast charger discontinued previous black square blocky fast charger really fast charger thing fast charger save money amazon needs seriously check supplier manufacturer junkadvertising thing fast charger totally deceptive,1.0
horriblejust like owned due warranties,1.0
batteries come close duracel terms longevity,1.0
never buy amazon tablet games dosent google play games take forever download,1.0
last never leave negative reviews generally satisfied logged back awful,1.0
change batteries least month things eat batteries like crazy hardly used,1.0
think one way describe itemjunk,1.0
batteries bad device last short time,1.0
worked week started leaking stopped working ended throwing away even throw string lights leaks batteries,1.0
terrible dont last put various items life half duracell,1.0
put batteries led string lights two wreaths place kirkland batteries another set lightsguess amazon batteries loose power quickly kirkland batteries still flashing strongamazon batteries barely blink sorry amazon love,1.0
itäôs great enhance capacity via memory card fact brand new product stops working within hour opening reduces confidence significantly,1.0
hate machine first specifically asked salesperson could connect internet assured could second complaint cant press book delete go amazon hated much gave away,1.0
gave christmas gift recently learned stopped working within two weeks,1.0
bought sisters day care said half work dead received,1.0
never answer anything always connected outlet hard connect devices,1.0
ok tablet dont access apps google play store also really enjoy tablet memebr amazon prime,1.0
thing major connectivity issues save money wait later version,1.0
table overall ok days wouldnt work warranty best buy waste nothing,1.0
used far box wrapper completely dead thanks,1.0
worked one day stopped working cant tell deterred cats went walked didnt register cats jumped counterwould recommend,1.0
dont last long ive better luck cheaper batteries ive duracell batteries equipment usage lasted times longer amazon aa batteries,1.0
echo simply anything advertised basic weather sporadic detailed questions resulted cannot find response,1.0
work dont power tv remote batteries wouldnt power different type remote wont buy,1.0
batteries perform good cheapest ones market,1.0
sold craigslist day bought itwhat tell,1.0
setting amazon fire froze return,1.0
sadly batteries horrible hardly ever complaints anything order batteries barely power ive change many times,1.0
worst battery ever came across dont use childrens toys leaks battery acid daughters mobile batteries lasted days battery lasts month replaced morning found leaked battery acid,1.0
started cutting like mind,1.0
put two small flashlight lasted minutes waste money,1.0
positive cap little shorter supposed means battery holders shoulders built positive terminal doesnt touch contact chinese find creative ways cut corners achieve desired price point customer sacrifice profitthey sacrifice qualitythey sacrifice quantity sacrifice material thanks china,1.0
fully understand budget tablet memory size quality screen par,1.0
bought nephew price right however tablet terrible spend money get ipad,1.0
budget friendly dont last bought battery operated candles typically use batteries weeks twice batteries barely lasted week disappointing amazon produce usually good would recommend,1.0
bought cameras dont last time wont buy,1.0
bad product working remote car required aa batteries,1.0
needed batteries kittens toys first three used lasted hours unhappy spent lot money,1.0
ive gone thru half box everyone batteries lasted minutes died happy wasted money something needed,1.0
batteries last long quite leaking,1.0
two batteries twenty leaking package delivery ten year warranty leakagethat good start,1.0
capacity suspect seem gotten lot energizer,1.0
awful poor performance mouse ran several weeks several months duracells never gotten several days buy,1.0
purchased item sale alternative tab android rc tablet fire tab extremely slow son using rc tablet without problem one slow takes forever web page load apps also slow absolutely waste money,1.0
waste money bought box november march weve used third rest dead already year shelf life nowhere close,1.0
total hour half screen went completely dark would turn battery fineit quit working together,1.0
thing lasted even month went dead going try take back,1.0
get pay cheap batteries dont last long id spend extra get rechargeables,1.0
put days ago already dead going name brand next time,1.0
might well dead arrival already burned two sets since ordered less two months ago schlage keypad deadbolt lock previous batteries lasted year ill never order another amazon basics battery,1.0
clearly taking advantaged kindle customers lack technical understanding go amazon search ac usb chargers many listings starting two,1.0
im sure fine batteries never arrived theres way request replacement,1.0
given price probably makes sense doesnt last long even lower power usage lesser used devices id spend dollars buy duracell pack costco,1.0
since purchased returned couple times dead return first problem didnt paired,1.0
bad quality many batteries blank charged lasted week,1.0
terrible product lasts less week home weather station regardless warm cold weather cheap rayovac batteries work fine stick buying locally menards,1.0
ive found box lasted longer week,1.0
dont wi fi cant use device im returning wanted something father could use e reader thought would able download books via computer using usb cable cant unless registered cannot register unless wi fi amazon needs fix major flaw,1.0
want something basic cheap cannot afford something better would fine needed certain things one small handle,1.0
life batteries last,1.0
battery last months dish network remote controls duracells last yeari longer purchase amazon batteries disappointed,1.0
nice amazon fire tablet butthe camera clear enough megapixels amazon fire slow wedsite app takes forever download think returned best buy buy good tablet lenovo samsung galaxyi gave zero rating star,1.0
worst product trash upset serve propose bought,1.0
dont seem last long duracellwouldnt buy,1.0
purchased pack back april used right away remote put remaining cabinet last night months later went replace batteries another remote dead purchased another box batteries local store installed remote remote worked great definitely quality issue batteries based reviews,1.0
spend money buy name brand seriously work waste money,1.0
buy leaked within one recharge battery corrosion base ruined battery recharger well warranty days cant use recharge within days,1.0
returned product cause like really use,1.0
bought use particular app wasnt able install returned tablets,1.0
alexa answers maybe questions ask uses bingcom really bad standard answer dont know answer question ask easy questions stats people also google home answers almost every question right,1.0
brought tablet black friday sale fast forward christmas year opens happy set two days later crashed never came back blank screen disappointed,1.0
everyone read star reviewsthe star reviews must people reviewing immediately year promise crap aa aaa batteries dead year dollar tree batteries better pay extra money dont fall amazons broken promises guarantees,1.0
none batteries full charge charge detector never reached green zone one half used true two sizes aaa,1.0
proprietary apps daughter liked could install basically worthless returned,1.0
pay attention ad says plug included kindle absolutely lie sort thing else think lie steer clear guys rip artist,1.0
thought getting deal saw batteries unfortunately died two weeks recommend buying brand,1.0
dont know would buy thus brand seems like dont last long duracell,1.0
buy bulk batteries normally open box bunch batteries amazons frustration free packaging open cardboard box find pain hardship loathing sprained wrist trying get batteries individual pack space age metal plastic wrapping terrible also first amazon product didnt like first terribly packaged amazon product ive ever seen,1.0
turn well returning,1.0
item good last months amazon basically tells f,1.0
used insta bulb lights purchased also last week crazy,1.0
cheap batteries poor performance put two roku remote died within day thing happened tv remote,1.0
protector made fire large directions coherent worse purchase best buy ever,1.0
bought yr old niece loves also bought screen shield kid proof case however neither stopped screen cracking first time dropped least nephew st gen ipad air w kid case hes dropped many times screen fine get pay,1.0
actually paid adapter youre mind,1.0
batteries fairly priced quality say need replacing times often name brand battery,1.0
asked bestbuy employee could connect library told yes bought kindle got home found downloading books library option returned kindle,1.0
first day purchasing tablet screen turned green since given us problems screen turning green returning item,1.0
returned didnt work like thought supposed pain butt,1.0
good described power easy used,1.0
batteries leak say worst buy,1.0
batteries died quickly compared energizer duracell spend little get lot battery life,1.0
review valid due device work would put upgraded echo instead tap,1.0
work right box bad hard drive read reviews stated issue would recommend anyone save money,1.0
use aa batteries double electric breast pump usually replace duracell every days replace every hours truly last long,1.0
things last week roku remote reordering,1.0
bought fire tv excited k support first night refused load video content could stream music refuses load completely stopped responding remote remote feels cheap,1.0
half box work one set started leaking white battery acid within minutes putting sons toy asking amazon full refund,1.0
first battery leak package installed batteries november house thermostat fairly important device sure leak began discovered today little two months later furnace running nonstop house temperatures reached f checked batteries found one leaked contacts battery holder thermostat,1.0
tablet disappointed beginning loved previous fire tablet however new one disappointed get go want tell like want like ads pop want suggestions books movies anything else know like definitely want talking day age identity theft prevalent would like able apps without turn features like location etc ready bust throw away,1.0
bought regret must gotten bad batch since lasting three weeks smoke detectors weeks smoke detectors using started beeping like low power battery tester confirmed batteries low replaced storebought rayovac batteries havent issues,1.0
purchased tablet december th january th tablet shut completely work turn waste money,1.0
batteries disappointing use holiday decorations items used go weeks requiring batteries every couple days,1.0
use hundreds aaas annually despite graphics ad poorest performing least longevity bought still another likely go thru quickly,1.0
mixed bag opinions batteries experience terrible amazon never put name poor product,1.0
really good price reason first two batteries used dead waste money,1.0
batteries last work well spend extra buck buy duracell,1.0
rd kindle lastim moving something betterfor following packaging insert guidelinesthey lasted year,1.0
received batteries today looked date reading another review batteries years date please dont buy,1.0
cant connect router hot spot returned sales clerk enough said,1.0
tried batteries theyre trash lasted weeks tivo remotes amazing dont watch much tv,1.0
ancient technology keep internet,1.0
used august smart lock expected get months use based energizer batteries came lock batteries died weeks,1.0
last long never,1.0
sound quality speaker opinion worth extra cost versus echo dot could spend difference separate speaker use dot also flexibility using speaker elsewhere,1.0
low quality batteries die using times better go big brand name,1.0
cant seem able hook internet connection returning store,1.0
save moneythese last half time duracell,1.0
dont last used electronics like computer mice computer keyboards energizer duracell last easily x longer worth savings going kids game infrequent use battery would dead later anyways ok,1.0
batteries poor quality last even half time standard energizer duracell batteries,1.0
bought pack september half batteries package work purchase,1.0
son original kindle fire great simple use finally bit dust bought new one made way complicated going back power button wont turn notification box wont stay screen apps wont run keep loading,1.0
free everything pay return best buy store wish free everything without cents sorry,1.0
slow problematic couldnt even get store switched samsung love,1.0
sure wont recharge correctly second time happened amazon going back brand name,1.0
batteries either life left die one use terrible product,1.0
charge really bad used super quick dont last buy,1.0
first time bought worked well lasted almost long name brands time around almost charge hours run time junk batteries,1.0
hard connect internet extremely slow load apps many free apps like apple thing really like protection offers,1.0
last long good batteries,1.0
picked black friday ended returning following week may greater ereader cant replace tablet emails amazon shopping,1.0
didnt work return christmas buy something else made wonderful christmas mourning,1.0
never alkalines die fast consistent package couple batteries results used tv remotes optical mouse smoke detectors small flashlights,1.0
ordered box aaa received none batteries worked flameless candles complained amazon sent another box none worked either bought duracell worked fine dont understand,1.0
read reviews making decision purchase ended returning device expecting experience like android tablet,1.0
go dead quickly worth rely whatever batteries powering maybe ok remote control something unimportant,1.0
tried setting tvs using wifi ethernet hours could never get signal total waste time,1.0
got home found packet empty product ordered,1.0
expected bigger version hdx email bad calendar,1.0
didnt know buy space many things item work,1.0
love easy use setup echo plug ready go,1.0
batteries terrible clocks bought order need new batteries already dying buy energizer batteries,1.0
bought pack give try found dont hold well tv remotes gone back duracells,1.0
purchased amazon fire reviews good realized left reviews receive iti found couple issues buy tablet impossible use google accounteven log gmail account bad web surfing many limits web surfingthis issue koreans impossible type see korean languagedo buy tablet koreani know tablet support korean even supports asian countries languages like chinese japanese etc,1.0
could get work properly put app phone computer reached help responded still didnt work finally got frustrated returned,1.0
hard give review cause stuck amazon home screen might good product dont know,1.0
put aa batteries smoke detectors immediately start low battery beeps pulled back going see returning goto recycling,1.0
