reviews.text,reviews.rating,sentiment
batteries do not last at all worth just getting energizer batteries instead,1.0,negative
the package was open and had no batteries,1.0,negative
this is just a regular fire tablet that has protective case,1.0,negative
do not use these in any techy gadget including remote controls keyboards and especially cameras,1.0,negative
the batteries linked and ruined my game camera i think you need to replace my game camera,1.0,negative
bought these in late nov by march  most of them were dead in the package,1.0,negative
worst batteries ive ever bought last about two weeks in a remote control,1.0,negative
this product not good waste of money i would recommend it,1.0,negative
this is not like other android tablets in a bad way,1.0,negative
stopped working after  months had to throw them away what a waste,1.0,negative
never bought this item at all so i guess you must have the wrong person,1.0,negative
i didont care for this tablet downloading apps outside of amazon was really confusing,1.0,negative
idk why i ended up with aaa when i orderd aa oh well,1.0,negative
i will never purchase this item again it is in my opinion overpriced junk,1.0,negative
they went dead before even using them the ones i used lasted maybe hours at best ,1.0,negative
i have only had this amazon fire hd since december   and it has already quit charging,1.0,negative
better at the dollar store no matter what the brand,1.0,negative
a lot of apps are incomplete doesnt run apps that great and has a lot of apps that are generic,1.0,negative
not good hate it  never buy it again sucks done,1.0,negative
great price but these do not last very long,1.0,negative
ordered dec th and got my order after christmas and it was supposed to be delivered on dec th,1.0,negative
its slippery u cannot hold it it always slips and lots of ads definitely not good if u dont like advertising,1.0,negative
after nd recharge and use all but  are leaking corrosive fluid which has ruined my charger,1.0,negative
batteries are awful might get  the life other batteries ive used will not be buying amazon batteries again,1.0,negative
battery blew up in the charger returned product for full refund,1.0,negative
can not down load any apps from goggle play didnt know amazon and goggle dont have agreements to sharge,1.0,negative
the tablet would never turn on even after charging,1.0,negative
it stopped working never buy this its not certified by apple not sure why amazon is selling such products on prime,1.0,negative
date on the back of these were  yeah  inedible,1.0,negative
cheap  need to constantly make sure plugged in  slightly too small  saved some bucks there  not amazon quality,1.0,negative
these worked for about  hours and then were dead what a waste,1.0,negative
was cheap can not run chrome stuff returned to store,1.0,negative
gave it to my granddaughter and she loves iti want to buy one for myself,1.0,negative
dont seem to last very long,1.0,negative
had nothing but prblems wasnt satisfied at all and will never buy agian,1.0,negative
no goodworthless i have no use for them,1.0,negative
doesnt do me any good without a cord to go with it,1.0,negative
the batteries i got have very little charge left in them  batteries only lasted  days in my wii remote whereas other batteries lasted weeks v,1.0,negative
screen was cracked but the package did arrive earlier than expected,1.0,negative
the ads that pop up constantly make us almost unusable for kids,1.0,negative
a waste of money you dont need this just plug your tablet into your computer and the charge lasts for a month,1.0,negative
this is way over priced,1.0,negative
slow response wait  sec to turn a page frustrating best buy says too bad so sad for me,1.0,negative
has a very good bluetooth speakers sound quality is good but otherwise shes pretty useless when it comes to get answering questions,1.0,negative
horrible  they barely last a week in my tv remote control,1.0,negative
dont bother the aas i bought got remotes last a third as long as everready batteries,1.0,negative
hard to use and does not support guam online instructions not clear,1.0,negative
batteries die very quickly spend the extra for better batteries,1.0,negative
these batteries dont last even in a simple digital clock  weeks at best,1.0,negative
i wish this came in white to match my kindle paperwhite,1.0,negative
i like amazon productbut this battery was not good,1.0,negative
all but about  were duds what a waste of money,1.0,negative
sorry to say these batteries leaked in a lighted mirror and ruined it cmon amazon,1.0,negative
great tablet for kids but the screen isnt as strong charging port is very poorly built,1.0,negative
doesnt last as advertised dead in no time,1.0,negative
overpriced works about the same as raovac,1.0,negative
i do not recommend purchasing these batteries they barely last  hrs in what lasts  weeks with costco or duracell or energizer brands,1.0,negative
you get what you pay forlucky to get  weeks of minimum use,1.0,negative
terrible batteriesdont last longdont depend on theseyoure better off buying batteries at the dollar store then here,1.0,negative
none of them would recharge,1.0,negative
during my first recharging they were leaking and wrapping was coming off a waste of money,1.0,negative
these batteries last about  of a stander energizer dont be suckered in by the price would not buy again,1.0,negative
in a box of  batteries  worked for  months  did not work at all total waste of money,1.0,negative
hi ordered these thinking they were a great price but sadly they die very quickly,1.0,negative
they last a very short time once in use put fresh ones in a soap dispenser and they lasted  days other brand lasted  months,1.0,negative
i returned the item was not what i expected very disappointed white the table,1.0,negative
not suitable for toys drained within just a couple of days,1.0,negative
overpriced and should be free with kindle purchase,1.0,negative
horrible did not last  hour in my devices do not buy,1.0,negative
was not a fan of this product browsers are extremely slow,1.0,negative
we decided to buy the amazon tabs due to the great price on black friday we returned them,1.0,negative
these run outmuch quicker than the rayovac ultra and cost the same,1.0,negative
these batteries started leaking right out of the boxi threw them in the trash and went back to duracell,1.0,negative
the touch and loading the content is very bad it doesnt respond quickly and it very slow,1.0,negative
honestly the worst tablet ever owned was very slow and unreliable would switch off,1.0,negative
received the wrapping paper thank youbut no batteries ever camenor were they in the package with my wrapping paper,1.0,negative
didnt work more that  months dont waste your money,1.0,negative
dont hold a charge  have to recharge too frequently,1.0,negative
our daughter loves the size and portability of the product her ipad died and she uses her mac book for school so this was a great choice for her to read books on,1.0,negative
many of these batteries are not working at all very disappointed,1.0,negative
batteries last for about  days in my xbox one controller,1.0,negative
very good produ ct and service will defintely refer to a freind,1.0,negative
these did not last long at all,1.0,negative
lasted less than half the time of a duracell alkaline battery in the same conditions led candles on continuously,1.0,negative
more than  have been dead out of the box most other amazon basic products i have gotten have been great batteries have been beyond sub par so far,1.0,negative
this is useless i have tried to calibrate it to my smart home pointless,1.0,negative
almost most of the batteries drained out in  or  weeks with moderate use,1.0,negative
they dont hold a charge like the top brands do,1.0,negative
cheap price but they sure dont last very long i wont buy the amazn brand again,1.0,negative
not happy at all very slow compare to others i ordered,1.0,negative
 of the batteries leaked from the package will not buy these again,1.0,negative
the screen breaks way to easy it drop one time broke,1.0,negative
batteries are larger than normal and do not fit my audio gear or guitars if you need these for sound or audio id pass,1.0,negative
it wasnt what i thought it was the price was too much for what i got very disappointed,1.0,negative
batteries did not last more than two days,1.0,negative
trying to contact seller product very tarnished and rusty like its been used or very old very disappointed by appearance and quality,1.0,negative
i have had mine for about  months now  wont last mare than a week in my tv remote pretty annoying,1.0,negative
cumbersome complicated and not kid friendly went with apple suggesting you do too,1.0,negative
very slow i guess its worth the  bucks great product for a child,1.0,negative
this device is ok for reading or listening to audiobooks via overdrive app wouldnt recommend it though really waited to buy kindle for years would suggest doing research before buying this device,1.0,negative
batteries last about a week in a wall clock name brands last six months dont waste your money,1.0,negative
bought for my grandson he doesnt like it its to slow,1.0,negative
very cheap and was not impressed at all never again,1.0,negative
horrible amazon batteries are the worst i have a battery operated little decorative light string  duracell batteries will light those things for weeks  amazon batteries last about and im not kidding maybe  hours complete waist of money dollar store batteries are better do not purchase these,1.0,negative
didnt realize until after we bought it that there was no google play,1.0,negative
we had no customer support we returned the item to the store,1.0,negative
lasted about a week in my electric toothbrush energizer and duracell brand lasted a month tried with  different amazon batteries same results very dissatisfied,1.0,negative
easy to use load books and to read in out door light conditions very light to hold and read,1.0,negative
bought these batteries because of the    star ratings from verified purchaseswhat these are the worst batteries ive ever used  week of these batteries  month or more of brand name batteries,1.0,negative
can not print from this deviceusing the touch screen is very difficult,1.0,negative
these batteries dont last half as long as the rayovacs i usually get,1.0,negative
whats the point of this without the cable to charge,1.0,negative
it wouldnt connect with any of my smart home items it wouldnt understand some commands,1.0,negative
horrible batteries so far every battery we have used hasnt worked,1.0,negative
over priced due to the cost of kindle at  should come with kindle,1.0,negative
alexa is not able to answer more than basic querys,1.0,negative
hardly last as long as a stick match total waste of money,1.0,negative
i found this devices battery very poor and also didnt like this device cant support screen share capabilities with my amazon fire tv or smart tvs,1.0,negative
i have yet to use it as i do not know how i need help,1.0,negative
very low quality tablet it lags on games but what do you expect for  however you can still do most things youd expect to do with a tablet,1.0,negative
i dont like this tablet as android is not working well,1.0,negative
these batteries die very fast these are used in a remote and i have replaced them  times within a year the previous batteries lasted  years,1.0,negative
qc is really bad on this product and does not catch the voice properly,1.0,negative
defective and cheap only a third held any charge and those died super fast,1.0,negative
these batteries dont even work in a amazon firestick,1.0,negative
dont have option for password ask you before buying apps once you authorized as allow its donenot as many free good apps like apple have it,1.0,negative
half of the batteries received were dead and there is no replace option,1.0,negative
love the ease of using them for our grandsons and they enjoyed them for christmas,1.0,negative
buyer beware they say its free tvits notyou have to pay for everything i wish i would have bought this before i cancelled my cable,1.0,negative
purchased for my father in law  this was the most frustrating experience not user friendly  not friendly at all stick with a name brand tablet  apple samsung etc avoid this device at all costs,1.0,negative
we bought this earlier on line from another vendor and it was never delivered best buy was great,1.0,negative
absolute garbage noteven a  of the battery of a regular energizer dies so quick tested compared for months sorry not worth the money atany price except maybe free,1.0,negative
had these in my wii for  weeks and the batteries leaked all over,1.0,negative
i am very disappointed in these i put them in my remote and within  hrs they are completely dead for shame amazon for shame,1.0,negative
have owned ios products as long as i can remember not on same level,1.0,negative
this is sth i never had with other serious brands disappointing and returning,1.0,negative
theses batteries dont last very long not worth the money,1.0,negative
not kid friendly at all purchased for little nephew wasnt given any info on it for sales person either took back,1.0,negative
absolute junk dont waste your money bought for wife for a christmas gift would not connect to wifi at my house useless,1.0,negative
more than half did not work,1.0,negative
took way to long to receive and then some were corroded,1.0,negative
do not last near as long as other off brand batteries,1.0,negative
the only reason i chose  star is because of size the length is disproportionate to the width awkward when holding it,1.0,negative
pretty sure they didnt really have a charge when they arrived,1.0,negative
i used the batteries in my flameless candles x for about hours total bummer they all died wont purchase againamazon should reconsider selling these turkeys wow was idisappointed how about a replacement for these fake batterieswith real ones,1.0,negative
i went through all  in less than  weeks i cant lie and say they were awesome when they were not,1.0,negative
every time i brew a cup off coffee there are tons of coffee grinds in my coffee i have cleaned my pot several times thank god i only have a few pods left will never buy this brand again,1.0,negative
she uses it every day she cant get enough of it,1.0,negative
as soon as i place the new battery in my card alarm ut says  bar charged,1.0,negative
i purchased this firetv to upgrade my from first firetv version as i have a samsung k tv this new firetv recognized my hdmi port as k compatible when i set the resolution to k on video settings after trying all posible settings this bug only gives  even playing k content firetvfiretv,1.0,negative
it was just the worst software ive ever seen you could barely play or do anything,1.0,negative
ok for kids to mess around with but not very good quality,1.0,negative
this product is not user friendly much less kid friendly took them back for samsungs,1.0,negative
when i opened the package there were only  batteries not the  that i ordered and paid dor,1.0,negative
this is honestly a little expensive and i can find other ways to charge my devices,1.0,negative
these batteries are not lasting at all very short life on them super disappointed,1.0,negative
my old kindle charger works fine  that wasnt clear when i bought a new kindle white and now you want to charge me  to send it back forget it ill keep the extra charger,1.0,negative
a few in the lot didnt work at all,1.0,negative
this is exactly like any other usb power charger making it unnecessary a basic charger used for an ipod works to charge the kindle fire within  hours,1.0,negative
not good at all,1.0,negative
these batteries die almost as fast as harbor freight free batteries i expected top quality and got bottom quality,1.0,negative
did not power upat all i am so happy that my grandniece wasnt here and doesnt know about this yet she would have been crying,1.0,negative
these batteries work but dont really last that long you maybe get  weeks out of them its better off buying rayovac or energizer batteries from home depot,1.0,negative
i was not satisfied with my purchase but for the price i guess its ok,1.0,negative
paper white does not allow you do use books from the library as you cannot load apps only books from amazon are available to read,1.0,negative
i updated my credit car d more than six weeks ago i wont bother you in the future,1.0,negative
these batteries suckstay away from them read bad reviews they last only weeks,1.0,negative
you get what you pay for they do not last very long at all its better to buy duracell,1.0,negative
this tablet was plugged in all night and did not chargeno powerwhite elephant,1.0,negative
the speaker voice quality is terrible compare the similar size my logitech ue boomthe price is too high even i got on promotion with ,1.0,negative
feel it should have come with paperwhite kindle and that i should not have had to buy it,1.0,negative
do not buy all batteries arrived completely dead i thought it might be a bad batch ordered more all arrived dead,1.0,negative
tore within one week and is baby blue and very shear not green,1.0,negative
they lasted less than  hours in my mouse and that includes turning the mouse off overnight what a ripoff,1.0,negative
it would not turn on or charge we have to return it to kindle,1.0,negative
when i first got it was great until it stopped charging and wouldnt turn back on,1.0,negative
i got  of them they didnt have google plus me no like,1.0,negative
this is not a bad product amazon offers greats products but this tablet was missing features even for a basic tablet the lack of google chrome compatibility made this tablet not right for me,1.0,negative
very little capacity they last only about  as long when compared with other main stream batteries,1.0,negative
it didnt last for even one day,1.0,negative
i donäôt care that you canäôt change the tablet to run like as you wish itäôs pre installed menu is not something you can change,1.0,negative
returned it it was a poor reader and clearly would not last,1.0,negative
after one use in a regular used battery powered item its dead with other brand i can use the item several times before i have to replace the battery,1.0,negative
it locked up on installing kodi and it wouldnt recover the device buffers during first setup of any movie voice remote is not the best,1.0,negative
very dissappintes with these have had to replace almost all of them,1.0,negative
i i thought the buy for my child bc the kids mode but it was very poor,1.0,negative
too bad amazon turned this tablet into a big advertising tool many apps dont work and the camera is not good,1.0,negative
batteries popped open inside the motion detector lights making a mess and ruining the detector i will never buy this brand again,1.0,negative
these last about  hrs in a roku remote using the headphones really disappointed in how long they last,1.0,negative
i guess its okall the apps are in need of updating amazon wont or cant update them there help center did nothing,1.0,negative
i cant return through best buy because its over  days started out ok but then it just stopped working it keeps freezing at home screen and i cant access anything extremely disappointed,1.0,negative
would not take a charge good thing i tried before wrapping it for christmas,1.0,negative
batteries dead as of june  i did not use half of then good for  months,1.0,negative
worst product ever constantly screwing up and filled with ads you have to pay to remove best buy refused to help when i wanted to return it,1.0,negative
this product wouldnt turn on nor charge and then store couldnt locate another one for me,1.0,negative
great deal price wise but dont seem to last very long at all so really not a good deal at all would not buy again,1.0,negative
if you dont care about live tv this will do great for you otherwise cant ditch the cord yet,1.0,negative
you cannot download any other internet service youre subject to very limited options to do things on it wish i could not have bought it,1.0,negative
i have bought at least  people this kindle it is perfect,1.0,negative
i tried using these on my mini mist diffuser amazon basics batteries discharges easily within a week this is terrible in comparison to energizer batteries which lasts at least  months,1.0,negative
there were  batteries missing from the pack just annoying enough to write a bad review not annoying enough to do anything else about it,1.0,negative
i love using it to read and surf the internet it is also very handy,1.0,negative
need amazon account and bank account to use tablet bank card should be verified cheap product with terrible graphic i returned that next day totally waste of money,1.0,negative
really expected a chord with it for the price we paid very dissapointed,1.0,negative
the products that it was delivered but i could not find it anywhere,1.0,negative
burnt up a copper string light i have been using for a years short life on other electronics compared to duracell left in a wii controller for  months and leaked all over,1.0,negative
maybe we have a bad batch because all the other amazon basics batteries we have are great so far numerous aa batteries are leaking in remotes toys and other electronics,1.0,negative
too expensive should be included at no extra cost with the kindle,1.0,negative
have tried these in various battery powered devices and they fail very quickly i wont use them any more as i dont like having to dispose of dead batteries,1.0,negative
i will never buy this again very cheap not with a dime,1.0,negative
i dont know who made these batteries but they are worthless they do not hold a chargei will not buy again,1.0,negative
they do not last at all would love to get my money refunded,1.0,negative
ive had amazon tablets in the past and this is the far worst ive bought it was slow drained the battery kicking me out of the apps all the time,1.0,negative
most buyers will have a phone or other charger that will work so you probably dont need to buy this,1.0,negative
batteries die quicker than dollar store batteries used these batteries on various products toothbrush computer mouse camera flash etc batteries at best lasted half as much compared to energizer and duracell would not recommend,1.0,negative
these do not last long at all very cheap batteries no happy,1.0,negative
the charger wont stay securely connected to the paperwhite and wiggles it will only charge when held at a particular angle,1.0,negative
very slow to connect to internet even with a good connection and wifi set up that worked for other electronics,1.0,negative
these batteries are terrible very disappointed i have purchased before great long lasting very powerful i must have received a bad batch they dont last very long i may not purchase again,1.0,negative
hated it  you have to purchase everything from amazon  took it back within a couple days got the roku  way better ,1.0,negative
i got a bad batch  of them arrived dead i would have sent them back but i missed my window,1.0,negative
you have to pay for every thing any thing you want to do you do not pay for the tempter time and joked you owe your money to amazon a unique toy for the rich what a bargain,1.0,negative
these batteries are horrible i purchased the  pack of aaas a few months ago and just started using them last week so far out of  batteries used  were doa  lasted  days and  got so hot the plastic around the end is burnt,1.0,negative
i had to buy it what else is there to say,1.0,negative
worst batteries everthey work once and drain outyou try to use something again and the battery is dead,1.0,negative
its  no reason this tablet cannot produce clear  or higher resolution i get it its cheap and for that its good but it just feels cheap and omg so manny pop up adds comeon amazon,1.0,negative
these r the worst batteries ever amazon should stop selling they last a couple of weeks on a clock everyone ive used i should send back,1.0,negative
found this tablet to be very intrusive with adds almost forced to use credit card to make things work,1.0,negative
i like amazon products but these havent worked in any thing ive put them in nerf gun toys nothing maybe they work in remotes,1.0,negative
ive been using these on my roku remote and the lifespan is terrible about two weeks when duracells have been  months,1.0,negative
great servive best buy and the price match is great i used it both at best buy,1.0,negative
im returning it because a new version is coming i,1.0,negative
not universal did not work on garage door opener given as gift but now cannot return,1.0,negative
i dont even want to give this a star worst batteries ever lasted  minutes top do not buy,1.0,negative
i bought this during black friday sales the price was very attractive but i didnt find it that attractive as youtube stream was streaming slow it was taking  min to stream a single song,1.0,negative
 out of the  batteries popped while on the charger i got battery acid all over my hands trying to get them out and cleaned up,1.0,negative
i am bring it back for an exchange a different make,1.0,negative
went to pit them on for the first time and the strap behind the buckle broke never even got to wear them poor construction cheaply made product,1.0,negative
i will not purchase these again they last about  the life of the duracell ones,1.0,negative
this thing is garbage do not buy it is the slowest charger ive every had it is not a fast charger it is a disgrace that amazon is offering this product as a fast charger and discontinued the previous all black square blocky fast charger which really was a fast charger this thing is not a fast charger save your money amazon needs to seriously check their supplier the manufacturer of this junkadvertising this thing as a fast charger is totally deceptive,1.0,negative
horriblejust like the other  i have owned only due to warranties,1.0,negative
these batteries do not come close to duracel in terms of longevity,1.0,negative
will never buy a amazon tablet for games again it dosent have google play and the games take forever to download,1.0,negative
they do not last at all i never leave negative reviews as i am generally satisfied but logged back in just to do it they are awful,1.0,negative
i change the batteries at least once a month these things eat batteries like crazy and are hardly used,1.0,negative
i can only think of one way to describe this itemjunk,1.0,negative
these batteries are bad in any device the last only a very short time,1.0,negative
these worked for about a week then started leaking and just stopped working i ended up throwing them away i even had to throw a string of lights out because of the leaks of batteries,1.0,negative
these are terrible dont last put then in various items and their life is only  half of a duracell,1.0,negative
put these batteries in led string lights on two wreaths place kirkland batteries in another set of the same lightsguess what amazon batteries loose their power quickly kirkland batteries are still flashing strongamazon batteries barely blink sorry amazon love you but not these for me,1.0,negative
itäôs great that you can enhance capacity via a memory card but the fact that a brand new product stops working within an hour of opening it reduces confidence significantly,1.0,negative
i hate this machine first i specifically asked the salesperson if i could connect to the internet he assured me i could it does not second complaint is that you cant just press the book and delete it you have to go to amazon to do this i hated it so much i gave it away,1.0,negative
gave as a christmas gift recently learned that it stopped working within two weeks,1.0,negative
bought these for my sisters day care she said half of them did not work at all were dead when received,1.0,negative
she never has an answer for anything she has to always be connected to an outlet too hard to connect to other devices,1.0,negative
