reviews.text,reviews.rating,sentiment,reviews.doRecommend
christmas gift early tell arrived time,4.0,positive,True
amazon fire far one easiest tablets navigate apps prime membership truly easy good sturdy design,5.0,positive,True
replaced old kindle fire white paper wasnt sure would like without color screen wifi connection however smartphone really dont need functions anymore,5.0,positive,True
easy intuitive criticism easier go right application instead watching advertisement figure exit,4.0,positive,True
items reading using reading lite surfing,5.0,positive,True
three star review situation described quality unit ordered online picked store package securely sealed seals appeared factory echo wrapped plastic looked like never package hooked however said unit registered someone else wasnt problem get registered unit works fine spoke amazon target neither could tell happened offered exchange wished chose keep original unit wanted make others aware issue one theory target buyer purchased lot target resale registered person guess ill never know echo works fine im happy hook make sure go settings download latest updates good go,3.0,neutral,
kindle purchased good expensive tablet useful reading internet lot apps already loaded plan use know delete mainly use kindle fire facebook occasionally get internet,2.0,negative,True
great simple tablet easy use anyone use,5.0,positive,True
bit involved getting set thereafter function simply talking alexia plug adapter turn lights tv useful certainly worth,2.0,negative,True
tablet great browsing internet affordable,5.0,positive,True
firebox best streaming device excellent product best app capabilities easy use,5.0,positive,True
im one reviewing usually oh love thing lightweight amazing love crisp bright,5.0,positive,True
amazon fire pad great deal price works great responsive exactly want like netflix google games doesnt suck,5.0,positive,True
smartphone works job fire read instructions worksheets useful tool connecting friends colleagues inches right size holding hand carrying gives information beats printing everything carrying around large laptop,5.0,positive,True
highly recommend fast reliable signal great quality convient,5.0,positive,True
great response time image quality fantastic easy navigate,5.0,positive,True
lightweight good screen quality bit slow good purchase,4.0,positive,True
would recommend tablet older child maybe,3.0,neutral,
bought granddaughter absolutely loved,5.0,positive,True
unable download instagram app stinks,3.0,neutral,
tablet even introduction tablets full tablet mobile access everything wifi download items become available offline even add gb memory card never run offline things enjoythe family sharing feature excellent particularly one allows created children profile kids protected learn play based criteria,5.0,positive,True
tablets best used personal reading clear like book dont sahre,5.0,positive,True
learning curve get hang okay,5.0,positive,False
enjoying paperwhite like buying books reading free books amazon prime membership benefit also bout book pdf format able read paperwhite also,4.0,positive,True
yeeeeaaaahhhhh kids love ithanks,5.0,positive,True
first ereader ever novice like kindle large part life way printed books always compact weighs little great features touchscreen adjustable brightness easy navigate download books battery really lasts long time advertised wish public libraries books kindle format better interface ebooks,5.0,positive,True
great gift kid read surf play music,5.0,positive,True
great value price point tablet,4.0,positive,True
price great quick search,5.0,positive,True
wow bought black friday quality construction fantastic display really good bought rca tablet walmart absolutely blows away display good apps good maybe little slow laptop fast speed satisfactory definitely recommend id buy full price still impressed,5.0,positive,True
didnt think would use much due lack use siri however understands things ask fun family also doesnt responds questions discreetly things kids could ask example santa real answer never met,5.0,positive,True
best e reader owned yet definitely worth money,5.0,positive,True
going get samsung tablet everything better,5.0,positive,True
utilize echo every morning get ready work alexa helps decide wear weather updates best route take work playing fav tunes,5.0,positive,True
purchased kindle fire replacement nook tablet hope would reasonable replacement essentially primarily using ereader surpassed expectations much reasonable cost,5.0,positive,True
bit confusing compared older style big fan version wish could take things using like could older version great priceit awesome parental control though,3.0,neutral,
surprised learned capabilities device husband access desktop things couldnt device,5.0,positive,True
echo pretty fun use definitely useful paired smart home devices control lifx bulb ecobee smart thermostat voice commands shes also programmed funny lines fun chat see says,5.0,positive,True
perfect gift neice nephew bought two,5.0,positive,True
bought gift mom simple enough get done needs,4.0,positive,True
great table gift easy use lot aplication recommend,5.0,positive,True
kindle decent screen image quality feature miss lack capability tablet automatically shut close case understandable price point,4.0,positive,True
great tablet keeps daughter busy happyshe much,4.0,positive,True
latest software update included hands free mode everything stationary echo speaker fully portable personally dont want device record everything say time use tap mode sound quality good speaker size especially great choice mobile hotspot unlimited data bring alexa go,5.0,positive,True
daughter loves tabletshe takes everywhere,5.0,positive,True
plays music news weather traffic reportsalso operates smart devices lights tv garage door etc,4.0,positive,True
bought whim really enjoyed using first wasnt sure would use time found many uses ways enjoy im still learning able interact items didnt think could interact first see goes long run,4.0,positive,True
bought fire tv box weeks ago help save cost cable tv far great alternative internet subscribe amazon prime around year subscribe two apps month get espn channels basketball season archived shows cbs fire tv box easy setup use also fire tv app downloaded used control box tablet phone addition fire tv remote thousands tv shows movies amazon prime subscription freeone nice feature start movie show dont finish one day go back next day resume left another plus alexa voice activated assistant look tv shows movies asking cut cable cost half buy digital antenna get local tv additon fire tv box far love fire tv,5.0,positive,True
great little tablet price right offers clear picture good speed browsing web interface amazon perfect great kids adults plenty fun colors choose,4.0,positive,True
purchased father enjoying flexibility ease use,5.0,positive,True
bought knowing would like itluvit,5.0,positive,True
bought gift son wife rhougjt young baby home hands always full would come handy liked idea review search decided wasnt,3.0,neutral,
new kindle may bells whistles previous models great value price durable light addition expandable memory new model works great recommended,5.0,positive,True
purchased gift aunt laptop went outshe happy ability download apps play games recliner even found apps texting good people well versed technology dont require lot storage space loves matters,5.0,positive,True
tablet brought fiance christmas return kept freezing also didnt get clash clans game,3.0,neutral,
fire tv box works great looking device streams directv device significantly less competing device offered service liked first one much bought second one,5.0,positive,True
absolutely adore echo always skeptical husband brings home new fancy technology alexa disappointed love music room house able control song volume without touch echo makes life soo much better,5.0,positive,True
got daughter th birthday enjoys slot enjoy time limit win win,4.0,positive,True
used constantly look phone check weather simple things ask echo,5.0,positive,True
got tablets far love way works enlarge print change lighting make easier read thing must amazon account use,5.0,positive,True
battery,3.0,neutral,
love apple product much better siri really great smart homes,5.0,positive,True
good tablet price regular price good image quality battery life prime member several years included media access videos audio books great android tablet much google ecosystem available amazon appstore lots options nearly many google play storewould recommend adding microsd storage card also would get better file manager video playback apps several good free options amazons appstore,4.0,positive,True
amazon tablet links amazon prime account watch movies listen music,5.0,positive,True
enjoy using tablet use biking,4.0,positive,True
bought four tablets grandkids christmas already three kindles pleased easy use tablet instead desktop computer great sound graphics,4.0,positive,True
works great reading playing games connects web fast responds well,5.0,positive,True
great needs work worth money limited asked form questions continually load skills order ask questions related topics taxing spending time makes say forget hopefully fixed soon really purchased google one oh well,4.0,positive,False
bought daughters elderly friend across street loves,5.0,positive,True
way better fire stick load faster plugged straight router,5.0,positive,True
broke screen nd gen fire replacement easy setup much faster older one right size games email social media,5.0,positive,True
great gift,4.0,positive,True
bought yr old daughter great good playing lot games locks sometimes runs little slower wed probably buy something bigger processor,3.0,neutral,
gift grandmother loves easy use portable battery last long,5.0,positive,True
husband like refer alexa information husband especially likes set morning alarm constantly asking alexa set timer,4.0,positive,True
like hard time figuring things outdo get talk geek squad free come store get someone help questionswill fee service,4.0,positive,True
great value price add gb card almost unlimited storeage download video audio play offline,4.0,positive,True
really enjoy convenience portability easy read pages want,5.0,positive,True
device innovative fun use learning curve use voice command speaker improved though bit deep base lacks manual control hope upgrade include features compatible google overall good product,4.0,positive,True
customer support returned item store,1.0,negative,False
got tablet traveling games reading stuff like didnt need anything fancy works lags games battery life horrible,3.0,neutral,
absolutely love kindle paperwhite glare matter reading lightweight right size take along purse never kindle amazed,5.0,positive,True
like tablets gifts bought someone another country,4.0,positive,True
alexa great addition household simple connect easy use use daily keep us informed current event enjoy music connected several devises make house smarter,5.0,positive,True
daughter loves kindle fire easy setup parental controls,5.0,positive,True
good sound pick voice normal speaking tone,5.0,positive,True
plays games put parental controls tablet,5.0,positive,True
wish little less easy toddler get apps theyll game show accidentallyor purposly tap around curiosity closes app needs less sensitivity still great tablet toddlers first one broke couldnt tell happened think two press something next trying download apps turned around whole screen completely cracked like someone hit hammer since havent issue new one,4.0,positive,True
year old grandson son loves big game calls,5.0,positive,True
know expect bought getting home experimenting helpful eight year old loves many things alexa limited imagination love,5.0,positive,True
amazing fun getting technology age connected echo w philips hue lights bluetooth speakers works great wifi consistency must takes getting used asking nonhuman questions,5.0,positive,True
really happy new kindle fact read night use reading lighthighly recommend,4.0,positive,True
love talk another system dont use look remote bad thing echo sometimes understand asking even fun,5.0,positive,True
alexa still lot learn doesnt know enough sports tv listings,5.0,positive,True
easy hold read evening without hurting eyes love,5.0,positive,True
good product disappointed use music phone pay app product suck,4.0,positive,True
ive wanting fire since originally came read questionable reviews kindle basic stuff nothing seemed really discourage really dont know experience unless try got began prime free trial shocked wake morning find charged full year prime one day trial supposed end email contact interested charged card without warning imaginably upset amazon tablet self slightly basic front facing camera slightly better outwards one alexa feature kinda nice fun talk also syncs echo devices well buying teenager young adult set parental controls passwords keep unauthorized perchues think tablet ok great recent experience rated stars ultimately going make mind decided going purchase device decide right good luck decision,2.0,negative,True
ive tried google home simple ok google syllable long ease voice control use echo simply many compatible devices even separate smartthings hub control soubd delivers sufficient standalone use option connect speakers via bluetooth aux useful hear much better google home integration echo dots smart home makes experience seamless setup breeze gripe commands need exact setups cant say turn lights without trigger made unlike google home overall great product home automation voice control,5.0,positive,True
easy use easy setup nice interface would definitely recommend product,5.0,positive,True
great reader tablet replace ipad,5.0,positive,True
light page strain eyes reading like light hold,5.0,positive,True
easy use many options apps download kodi compatible,5.0,positive,True
loved tablet fits needs fast works perfectly,5.0,positive,True
device requires little effort learn one would expect music better paid music service patient look available apps echo app,4.0,positive,True
tablet really great someone wants standard tablet experience nothing flashy gets job done,5.0,positive,True
ive kindle fire couple weeks really enjoying ive impressed processor speed image quality problems playing videos music ereader app great lot easytouse features paired amazon prime order utilize functions fully,5.0,positive,True
overall far cry popular ipad nowhere near intuitive easy use less expensive option children learn perfect fit price point perfect first time tablet users though surely need invest memory card expand storage capacity,4.0,positive,True
grandchildren home schooled utilize tables many learning apps love using makes feel grown tablets great leaning tool receiving many benefits,5.0,positive,True
favorite piece technology home right love connects phone plays musiclook locations track workout find recipes plus constantly updates,5.0,positive,True
bought wife loves fast convenient,5.0,positive,True
replaced gift past year didnt come expansion slot happy get,5.0,positive,True
love things alexa help playing music grocery list favs,5.0,positive,True
admit used echo much anytime use really like simply forget use like using timer,5.0,positive,True
gift mother loves great price,4.0,positive,True
knew buying everything described love kindle best part fits perfect palm hand convenient use,5.0,positive,True
second amazon fire purchase wanted one home one keep traveling work negotiate fits basic daily needs,4.0,positive,True
love really nice product expensive,4.0,positive,True
bought way easily read go im disappointed really big easily carry around ive discovered easy use reading purposes,4.0,positive,False
awesome price great tabletmain use reading comics internet browsing nothing better would ask forgood screeneasy set,5.0,positive,True
little concerned small size perfect back lighting great darker plus works well sun light well touch page turn easy,5.0,positive,True
give amazing tablet front rear facing cameras nice interface fairly snappy performance durability bucks cant imagine buying kids primary tablet techie adult meansi f looking great entry level tablet things people want little tablet definitely delivers value,5.0,positive,True
amazon fire tv saved buy new tv samsung longer supported hbo go apps amazon fire tv allows watch literally hundreds channels apps free pay easy install easy use,5.0,positive,True
works great plus look youtube videos see features available,5.0,positive,True
super easy use small enough carry purse,4.0,positive,True
avid reader must,5.0,positive,True
choose store pick new york works great love kindle voyage,5.0,positive,True
looking right e reader wifes birthday loves read bed falls sleep old one light would struggle try read dark use whatever little beam light could able read slept one even problem screen lights easily read sound sleep,4.0,positive,True
absolutely worth money,5.0,positive,True
kindle fire great bought one husband old kindle quite working bought one daughter replace ipod lost loves love add extra storage mini sd card something cannot apple devices,4.0,positive,True
like choose get books kindle borrow books local library,5.0,positive,True
trouble registering kindle fire plane kindle like fire lot better user friendly even first time user,4.0,positive,True
great tablet beginner get used technology,5.0,positive,True
concerned would difficult set turned easy set use,5.0,positive,True
first introduced product friend ever since seen capable bought one two referred device several family members along friends agreed impressive,5.0,positive,True
bought christmas gift wife avid reader previously bn nook stopped working much nicer loves would recommend someone likes read traveling simply home,5.0,positive,True
dont high expectations good deal price,4.0,positive,True
actually worth money purchase youre wanting watch netflix hulu youtube etc everything download android devices even download games play kids adults alike easy set use need set amazon account dont one make one use bought one mother law best spent regret purchase,5.0,positive,True
use three house ive bought half dozen gifts im planning roadtrip across country alexa given complete weather stop,5.0,positive,True
able watch amazon prime smart tv easy install breeze work,5.0,positive,True
ok good beginner users kids love could play games,3.0,neutral,
bought yr old grandson great buy price loves new tablet,5.0,positive,True
bought two echos one home one work nice say alexa play music alexa local weather forecast highly recommend wonderful entertainment item also convenient take trips staying wifi easy pac,5.0,positive,True
freezing still works good buy another one bedrooms,5.0,positive,True
good tablet price everything need except take pictures thats bought,4.0,positive,True
enjoy performance size television purchased satisfied product,5.0,positive,True
amazon echo wonderful piece technology tells jokes plays music play games practical uses well control wifi enabled household devices like turning lights adjusting ac equipment still pretty pricey good entertainment bad part cant push audio bluetooth speakers think dot echo,5.0,positive,True
love great wanted,5.0,positive,True
product easy use straight box,4.0,positive,True
got rid cable trust believe worth,4.0,positive,True
still learning use would love get local channels,4.0,positive,True
great addition reading go shopping online compact good battery life,5.0,positive,True
daughter loves tablet cant keep hands,5.0,positive,True
bought mom years old loves makes much reading material available format easy use accessible good job kindle,5.0,positive,True
good tablet comes lot free apps fantastic warranty,4.0,positive,True
echo fun friendly certainly helps kids math always fun ask random questions try new skills one kids rooms great music listening,5.0,positive,True
fire tvstick amazon amazing product totally reinvented way get premium moviestv channels without paying premium price replacing cable boxes productthe savings incredible,5.0,positive,True
wanted upgrade kindle fire first edition one really nice graphics superb speed loading dont know yet else havent explored thoroughly like mini lap top camera takes clear pictures wireless connection internet,5.0,positive,True
one best gadgets bought feels one reading real book battery life last almost month moderate reading,5.0,positive,True
kindle replaces previous model size great fits easily purse gym bag touch screen nice improvement earlier model backlit screen good bright enough bright overall pleased,5.0,positive,True
integration home automation transparent hope devices offered wayskill connect systems could running amazongoogleapplemicrosoft themamazon per researched best time purchase really makes simple delivers promise,4.0,positive,True
use everyday questions whats timeweatheraddtoo shop list check calendar kinds little things without open computer lying bed,5.0,positive,True
want easy way read book check social media item around steal,5.0,positive,True
speaker great microphone good overall works needed,5.0,positive,True
purchased two grandchildren share happy makes really happy need buy head phones next,5.0,positive,True
got one enjoy much read books play games great traveling complaints,5.0,positive,True
easy use able access music looking forward getting lighting package,4.0,positive,True
satisfied far look forward updates would purchase,4.0,positive,True
got helpful calling name top anything ask answer like always someone talk love amazon echo,5.0,positive,True
daughter six years old enjoying,5.0,positive,True
highly recommended battery good lot things like expensive tablet cheaper price,5.0,positive,True
brought grandson enjoying tablet,4.0,positive,True
amazing reading kindle main concern cameras amazing downloding pretty quick battery evens last long great quality price great gift idea,4.0,positive,True
purchase echo vivint system sales person pushed product stating would enhance vivint capabilities really soits nice gadget music putting together shopping lists todo lists really something needed addition enough apps work,2.0,negative,False
good basic tablet bought year old complaint doesnt one popular games despicable son loves still use mine plz update software amazon,3.0,neutral,
download games without using phone plan data games boys enjoy,5.0,positive,True
best device stream tv apps available costs firetv stick recommend quicker processor expandable memory,5.0,positive,True
kindle fire much better previous kindle works well bright day light user friendly access books downloading streamlined device id hesitate buy gift,4.0,positive,True
wanted upgrade rd gen kindle keyboard one backlight paper white great device read backlight improved screen resolution make big difference theres software features id like amazon add nothing inhibits using kindle youve thinking upgrading jumping kindle first time id highly recommend paper white,4.0,positive,True
ordered dec th got order christmas supposed delivered dec th,1.0,negative,False
practically disposable everything want need tablet,5.0,positive,True
new osmo mobile amazing quality way turns match going far advancement technology definitely recommended,5.0,positive,True
works well also great reading recommend star,4.0,positive,True
ask weather headlines sports updates listening favorite playlist makes coffee tastes better friend,5.0,positive,True
wish knew use potential capable much,4.0,positive,True
good starter tablet bad runs amazon os,4.0,positive,True
best electronic item house great purchase good,5.0,positive,True
everything worked fine product would buy,4.0,positive,True
tablet great easy use great way keep kids entertain,4.0,positive,True
wanted buy long time ago price bought best buy good course quality good,5.0,positive,True
highest quality tablet price almost cant beat especially amazon prime member,4.0,positive,True
good speaker ive learned really like alexa shes speaker lots options carry around use outside decks,5.0,positive,True
perfect gift paired amazon gift card books case,5.0,positive,True
fire tv changed life unit awesome absolutely love,5.0,positive,True
love reading conveniet,5.0,positive,True
permanent offers games nuisance reading experience good,4.0,positive,True
lightweight easy read indoor outdoors light full light,5.0,positive,True
fire tv nice upgrade fire stick fast expandable storage best tvs high resolution,5.0,positive,True
love everything item watch whatever whenever particularly kodi good bye good riddance cable,5.0,positive,True
great tab price looking inexpensive good tab serve purpose,4.0,positive,True
easy use fumbling lite switches dark,5.0,positive,True
bought son broke ipad glad unlimited games books made huge difference desire read love love tablet,5.0,positive,True
enjoy connect fast small needed something put purse,5.0,positive,True
advertise zero lag time still need buffer,4.0,positive,True
pros hd quality low price works really well amazon account access multiple amazon features extreme ease couldnt happier ipads extremely versatile came big price tablet love,5.0,positive,True
love kindle fire easy use amazon customer service amazing,5.0,positive,True
use amazon services prime kindle music video alexa best companion access services seamlessly tablet also great featuresexpansion performance,5.0,positive,True
incredible range clear sound bought sleeve hung backyard party amazing clear sound,5.0,positive,True
got windows tablet father law quickly realized windows good choice someone already comfortable windows features tablet friendly tablet hand easy learning curve father law became comfortable features couple hours would definitely recommend gift,5.0,positive,True
screen sharp easy use letters crisp distinctive back light works well dark light problem reading night dark day outside direct sunlight new page press buttons perfectly placed convenient light weight small enough hold one hand whole reading charge every weeksi would recommend edition anyone enjoys reading,5.0,positive,True
easy set works insteon system turn lights fun use new weather updates plays amazon prime music composer andor artist,5.0,positive,True
reluctant replace previous kindle fire wasnt sure would like well pleased say im loving,5.0,positive,True
although faster stick smart tv apps still needs stability better connection everyday use mot worth expensive still ok,3.0,neutral,
perfect size go apps arent compatible due amazon tablet vs android overall good purchase,5.0,positive,True
employees helpful always enjoy shopping best buy,4.0,positive,True
got granddaughters birthday loved granddaughter wanted one brought another one loved,5.0,positive,True
loved first kindle upgrade new one practically seamless,5.0,positive,True
like get price little tricky kids figure help lot,3.0,neutral,
fabulous little tablet money light zippy limitations available apps external hardware want something access email read book stream video way goi needed early december birthday present older lady whose old tablet quit working loves italso best buy came amazon already product even december,5.0,positive,True
bought son product times takes easily electronics touch screen devices mother bought subscription abc mouse learning program needed kid friendly device use first skeptical spending extra kids fire thought mainly case thought cheap silicon tablet arrived mail surprised find enclosure thick heavy duty type foam provides good enclosure kids hang onto well solid defender drops booted quickly enter amazon information ability set account adults childs accountthe childs account access app store anything dont want get hold ofyou set time limits account desireyou allow disallow application want accountit comes year subscription amazons free time unlimited interpreted basically prime kids allows access apps games much wantthe kids user interface extremely slim easy navigate able one click apps books games wants use also highlights recently used apps carousel topoverall im happy purchase tablet allows use modern technology learn grow without worrying normal dangers internet holds youre careful,5.0,positive,True
recently upgraded tablet everything wanted highly recommend,5.0,positive,True
recommend device friends endless capabilities streaming favorite movie playing video games like grand theft auto buy add kodi youre welcome,5.0,positive,True
gift wife hit best buy minutes great experience,5.0,positive,True
small enough carry love pages turn touch screen love lit background,5.0,positive,True
bought wemo wifi switch plugged tv great voice remote turning onoff tv,5.0,positive,True
bought get rid cable tv works great easy set able get working time,5.0,positive,True
bought wife handy read exercising,5.0,positive,True
purchased tablet week ago gift brother restarted ten times shut someone different occasions getting money back getting samsung,2.0,negative,False
easy set k ready great picture wifi connectivity,5.0,positive,True
best investment made buy one every tv house,5.0,positive,True
im thinking gets smarter use provides good info daily stuff best route work traffic etc good follow questions wife likes greats gets home,4.0,positive,True
best divine streaming movies tv show wifi processor fast,5.0,positive,True
kindles past nothing new loved one screen big reading book lot easier first kindle screen mostly use reading able navigate internet great want look something book real quick want search reviews book purchasing love,5.0,positive,True
decent screen kinda slow response touch screen,3.0,neutral,
purchased sale son use tablet watch movies play games read books browse internet great price paid youre fan amazon automatically apps servicesthe downside able use google apps adds appear amazon turn device,4.0,positive,True
purchase primarily husband technologychallenged listen music wants wants still experimenting asking questions careful talking alexa respond conversation,5.0,positive,True
bought mom works perfectly facebook games email,4.0,positive,True
love size welllit screen words appear crisp easy read,5.0,positive,True
purchased item yr old daughter like cant get pictures apps show,3.0,neutral,
even better firesticks k tv cant go wrong,5.0,positive,True
working product price advertised great,4.0,positive,True
great reading lag time loading videos little bit longer ipad,3.0,neutral,
works fine tablet things well,5.0,positive,True
awesome purchase im constantly asking play different music sending messages set timers even use speaker ipad even learned music like makes suggestions plan purchasing additions light switches utilize even,5.0,positive,True
like tablet fast enough daughter would like without ads constant buy buy buy taste get using free underground apps nice preference plain jane android control like limit kids account able setup doesnt change settings,4.0,positive,True
bought tablet replace another one died works purposes one thing note amazon device google play services installed apps come amazon market,4.0,positive,True
purchased christmas sale works great need liked much bought two family,4.0,positive,True
great gadget adultskids internet questions answers alarm clock timer plays music etc controlling home automation,4.0,positive,True
excellent kids great warranty cool features,4.0,positive,True
echo fun play doesnt understand lot questions skills dont work dont use correct wording app needs work bc look skills find right questions cant search skills enabled im sure get better time fun around,4.0,positive,True
bought gift kids love amazon fires sides internal memory speakers pretty weak areas memory speakers definitely could use upgrading fortunately device slot memory cards connect bluetooth speaker get maximum use device need amazon prime compared netflix prime competitive,4.0,positive,False
havent able use full potential cant wait,5.0,positive,True
brought son exactly want,5.0,positive,True
brought gift uncle decent tab price,3.0,neutral,
bought child vision issues loves read borrow library books return automatically appreciate screen lighting gentle tablet items grateful game options wish could control ads better thats complaint advertised books plain wrong young one sample picture gotta keep eye,4.0,positive,True
amazing little things willy continue buy,5.0,positive,True
kids love like tanks really easy use great product,5.0,positive,True
far havent trouble tablet thing sucks cant text anyone whos app let know thank,4.0,positive,True
amazing design product reading many reviews seeing full potential product completely pleased functions capabilities,5.0,positive,True
bought year old grandmother wanted able play games read books library aunt lives help use perfect type user playing would consider anyone hardcore user wants latest greatest tech tech saavy fire tablets advertised,4.0,positive,True
cost great features enough year old daughter im glad get ipad great step leappad,4.0,positive,True
tablet great anyone uses basicsload times bit slow browsing web streaming videos loaded plays without buffering long got internet speeds good enough tablet good size great pictures downloaded videos music price makes pretty good gift someone wanting first tablet,5.0,positive,True
bought original paper white loved even though tremendous difference two units found lighter adjusts light much better really worth price difference questionable would recommend product avid reader,5.0,positive,True
use amazon prime love convenience adding apps like netflix sling need dish outside house enjoy tv,5.0,positive,True
bought kids parental controls good lacking areas overall looking way limit control tablet see web history etc,4.0,positive,True
everything need box tie amazon prime need,4.0,positive,True
happy fire tv issues like another way use alexa,5.0,positive,True
good product young child play without breaking,4.0,positive,True
easy teach mom work camera good,5.0,positive,True
fire tv impressive device tons apps available enough content everyone recently cut cord comcast mostly view prime content loads plays quickly remote super easy use great product great value,4.0,positive,True
easy set upeasy navigate clear picture,4.0,positive,True
love tablet great price everything iwas looking tablet,4.0,positive,True
older version kindle ereader allowed download books go felt like something missing several upgrades later got gift think basically includes everything missing lightweight compact easily slip purse use one hand backlighting doesnt disturb sleeping husband create light bright distracting right amount light needed read different ligths selfadjust reading dark room reading outside bright day,5.0,positive,True
cool able give voice instructions get news music via voice works great,4.0,positive,True
inexpensive alternative tablet larger phone memory small gb expanded micro sd card plus slowed constant windows downloads,4.0,positive,True
loved kindle even better gift important friend unable hold book open says easy read even lighter wonderful,5.0,positive,True
gave christmas gift dont know good works anything,4.0,positive,False
affordable price awesome quality love amazon fire tablet,5.0,positive,True
bought gift mom send loves,4.0,positive,True
amazing low cost tablet good basic apps browsing ads lock screen unless pay get rid lock screen interfere functionality cost cant go wrong,5.0,positive,True
bought easier reading meets expectations great display fidelity,4.0,positive,True
great price wish amazon app store apps overall good especially prices,4.0,positive,True
children love los different things learn,4.0,positive,True
tablet still would recommend anyone looking tablet,5.0,positive,True
