reviews.text,reviews.rating
This is just a regular fire tablet that has protective case.,1.0
"Do not use these in any techy gadget, including remote controls, keyboards, and especially cameras!",1.0
The batteries linked and ruined my Game Camera. I think you need to replace my game Camera,1.0
"Bought these in late Nov. By March 1, most of them were dead in the package.",1.0
Worst batteries I've ever bought. Last about two weeks in a remote control.,1.0
This product not good waste of money I would recommend it,1.0
This is not like other android tablets in a bad way.,1.0
Stopped working after 6 months. Had to throw them away. What a waste.,1.0
Never bought this item at all. So i guess you must have the wrong person,1.0
"I didon't care for this tablet, downloading apps outside of Amazon was really confusing.",1.0
"Idk why I ended up with AAA, when I orderd AA... Oh well",1.0
I will never purchase this item again. It is in my opinion overpriced junk.,1.0
They went Dead before even using them.. The ones i used lasted maybe 4hours at best !!!,1.0
"I have only had this Amazon Fire Hd8 since December 6, 2016 and it has already quit charging.",1.0
Better at the dollar store no matter what the brand,1.0
A lot of apps are incomplete. Doesn't run apps that great and has a lot of apps that are generic.,1.0
"not good, hate it , never buy it again, sucks. done",1.0
Great price but these do not last very long.,1.0
Ordered dec 9th and got my order AFTER CHRISTMAS and it was supposed to be delivered on dec 17th,1.0
It's slippery u cannot hold it it always slips and lots of ads definitely not good if u don't like advertising,1.0
After 2nd recharge and use all but 3 are leaking corrosive fluid which has ruined my charger.,1.0
Batteries are awful. Might get 1/4 the life other batteries Ive used. Will not be buying Amazon batteries again.,1.0
Battery blew up in the charger. Returned product for full refund.,1.0
"can not down load any apps from goggle play, didn't know amazon and goggle don't have agreements to sharge",1.0
"The tablet would never turn on, even after charging",1.0
It stopped working. Never buy this. It's not certified by Apple. Not sure why Amazon is selling such products on prime,1.0
"Date on the back of these were 1992. Yeah, 1992. Inedible.",1.0
cheap - need to constantly make sure plugged in - slightly too small - saved some bucks there - not amazon quality,1.0
These worked for about 8 hours and then were dead. What a waste!,1.0
"was cheap, can not run chrome stuff, returned to store.",1.0
Gave it to my granddaughter and she loves it..I want to buy one for myself....,1.0
don't seem to last very long,1.0
Had nothing but prblems wasnt satisfied at all and will never buy agian,1.0
No good...worthless. I have no use for them.,1.0
doesnt do me any good without a cord to go with it,1.0
"The batteries I got have very little charge left in them. 2 batteries only lasted 2 days in my Wii remote, whereas other batteries lasted weeks. V",1.0
Screen was cracked but the package did arrive earlier than expected,1.0
The ads that pop up constantly make us almost unusable for kids.,1.0
A waste of money. You don't need this. Just plug your tablet into your computer and the charge lasts for a month.,1.0
this is way over priced,1.0
Slow response. Wait 5 sec to turn a page. Frustrating. Best Buy says too bad so sad for me.,1.0
Has a very good Bluetooth speakers sound quality is good but otherwise she's pretty useless when it comes to get answering questions,1.0
horrible --- they barely last a week in my tv remote control,1.0
Don't bother. The AA's I bought got remotes last a third as long as everready batteries.,1.0
"hard to use, and does not support Guam. online instructions not clear",1.0
Batteries die very quickly. Spend the extra for better batteries.,1.0
These batteries don't last even in a simple digital clock. 2 weeks at best.,1.0
I wish this came in white to match my Kindle Paperwhite,1.0
i like amazon product.but this battery was not good.,1.0
All but about 4 were duds. What a waste of money.,1.0
"Sorry to say these batteries leaked in a lighted mirror and ruined it. C'mon, Amazon!",1.0
Great tablet for kids but the screen isn't as strong. Charging port is very poorly built,1.0
Doesn't last as advertised. Dead in no time!,1.0
"Overpriced, works about the same as raovac.",1.0
I DO NOT recommend purchasing these batteries they barely last 24 hrs in what lasts 2 weeks with Costco or Duracell or Energizer brands.,1.0
You get what you pay for.Lucky to get 2 weeks of minimum use.,1.0
Terrible batteriesDon't last longDon't depend on theseYou're better off buying batteries at the dollar store then here,1.0
None of them would recharge.,1.0
During my first recharging they were leaking and wrapping was coming off. A waste of money,1.0
These batteries last about 25 of a stander energizer! Dont be suckered in by the price..... WOULD NOT BUY AGAIN!,1.0
"In a box of 12 batteries, 4 worked for 2 months, 8 did not work at all, Total waste of money",1.0
"Hi ordered these thinking they were a great price, but sadly they die very quickly.",1.0
They last a very short time once in use. Put fresh ones in a soap dispenser and they lasted 8 days. Other brand lasted 2 months,1.0
I returned the item was not what I expected very disappointed white the table,1.0
Not suitable for toys. Drained within just a couple of days.,1.0
Overpriced and should be FREE with Kindle Purchase,1.0
"Horrible! Did not last 1 hour, in my devices. DO NOT BUY!!",1.0
Was not a fan of this product Browsers are extremely slow,1.0
We decided to buy the amazon tabs due to the great price on black Friday. We returned them.,1.0
These run outmuch quicker than the Rayovac Ultra and cost the same...,1.0
These batteries started leaking right out of the box.I threw them in the trash and went back to Duracell.,1.0
"The touch and loading the content is very bad, it doesn't respond quickly and it very slow",1.0
Honestly the worst tablet ever owned. Was very slow and unreliable would switch off,1.0
"received the wrapping paper thank you.but no batteries ever came,nor were they in the package with my wrapping paper",1.0
Didn't work more that 4 months. Don't waste your money.,1.0
don't hold a charge - have to recharge too frequently,1.0
Our daughter loves the size and portability of the product. Her iPad died and she uses her Mac book for school so this was a great choice for her to read books on.,1.0
Many of these batteries are not working at all. Very disappointed.,1.0
Batteries last for about 2 days in my Xbox one controller.,1.0
very good produ ct and service will defintely refer to a freind.,1.0
These did not last long at all.,1.0
"Lasted less than half the time of a Duracell alkaline battery in the same conditions. (LED candles, on continuously).",1.0
More than 1/2 have been dead out of the box. Most other Amazon Basic products I have gotten have been great. Batteries have been beyond sub par so far.,1.0
This is useless. I have tried to calibrate it to my smart home. Pointless.,1.0
almost most of the batteries drained out in 1 or 2 weeks with moderate use,1.0
they don't hold a charge like the top brands do.,1.0
Cheap price but they sure don't last very long. I won't buy the Amazn brand again.,1.0
Not happy at all very slow compare to others I ordered,1.0
5 of the batteries leaked from the package. Will not buy these again.,1.0
The screen breaks way to easy it drop one time broke,1.0
Batteries are larger than normal and do not fit my audio gear or guitars... if you need these for sound or audio I'd pass...,1.0
It wasn't what I thought it was the price was too much for what I got Very disappointed,1.0
Batteries did not last more than two days,1.0
Trying to contact seller. Product very tarnished and rusty like it's been used or very old. Very disappointed by appearance and quality,1.0
"I have had mine for about 6 months, now 2 won't last mare than a week in my TV remote. Pretty annoying!",1.0
"Cumbersome, complicated and not kid friendly..... went with Apple, suggesting you do too.",1.0
Very slow ...I guess it's worth the 40 bucks.. great product for a child..,1.0
This device is OK for reading or listening to audiobooks via Overdrive app. Wouldn't recommend it though really. Waited to buy Kindle for years. Would suggest doing research before buying this device.,1.0
Batteries last about a week in a wall clock- name brands last six months. Don't waste your money.,1.0
Bought for my grandson he doesn't like it it's to slow..,1.0
Very cheap and was not impressed at all never again,1.0
Horrible. Amazon batteries are the WORST!! I have a battery operated little decorative light string. 2 Duracell batteries will light those things for weeks. 2 amazon batteries last about (and I'm not kidding) maybe 4 hours. Complete waist of money. Dollar store batteries are better. Do NOT purchase these,1.0
Didn't realize until after we bought it that there was no google play.,1.0
We had no customer support. We returned the item to the store.,1.0
"Lasted about a week in my electric toothbrush. Energizer and Duracell brand lasted a month. Tried with 4 different Amazon batteries, same results. Very dissatisfied",1.0
"Easy to use, load books and to read in out door light conditions. Very light to hold and read.",1.0
Bought these batteries because of the 4 - 5 star ratings from verified purchases.....what These are the worst batteries I've ever used! 1 week of these batteries 1 month or more of brand name batteries.,1.0
Can not print from this device...Using the touch screen is very difficult.,1.0
These batteries don't last half as long as the RayoVacs I usually get.,1.0
Whats the point of this without the cable to charge!,1.0
It wouldn't connect with any of my smart home items it wouldn't understand some commands,1.0
Horrible batteries. So far every battery we have used hasn't worked!!!,1.0
Over Priced due to the cost of Kindle at 289.00. Should come with Kindle.,1.0
Alexa is not able to answer more than basic querys,1.0
Hardly last as long as a stick match. Total waste of money.,1.0
I found this devices battery very poor and also didn't like this device can't support screen share capabilities with my Amazon Fire TV or Smart TV's.,1.0
I have yet to use it as I do not know how. I need help!,1.0
"Very low quality tablet. It lags on games. But what do you expect for $50? However, you can still do most things you'd expect to do with a tablet.",1.0
I don't like this tablet as Android is not working well,1.0
These batteries die very fast. These are used in a remote and I have replaced them 4 times within a year. The previous batteries lasted 3 years.,1.0
qc is really bad on this product and does not catch the voice properly.,1.0
Defective and cheap. Only a third held any charge and those died super fast.,1.0
These batteries don't even work in a Amazon Firestick!,1.0
Dont have option for password ask you before buying apps once you authorized as allow its done.Not as many free good apps Like apple have it,1.0
Half of the batteries received were dead and there is no replace option.,1.0
Love the ease of using them for our grandsons and they enjoyed them for Christmas,1.0
Buyer beware They say it's free tv...ITS NOT!You have to pay for everything! I wish I would have bought this before I cancelled my cable.,1.0
"Purchased for my Father In Law - this was the most frustrating experience. Not user friendly - not friendly at all. Stick with a name brand tablet - Apple, Samsung, etc.. Avoid this device at all costs.",1.0
We bought this earlier on line from another vendor and it was never delivered. Best Buy was great.,1.0
"absolute garbage, noteven a 1/4 of the battery of a regular energizer, dies so quick, tested, compared for months, sorry Not worth the money atany price, except maybe free.",1.0
Had these in my wii for 2 weeks and the batteries leaked all over.,1.0
"I am very disappointed in these. I put them in my remote and within 24 hrs they are completely dead. For shame, Amazon. For shame.",1.0
Have owned IOS products as long as I can remember. Not on same level,1.0
This is sth i never had with other serious brands. disappointing and returning,1.0
theses batteries don't last very long not worth the money,1.0
Not Kid friendly at all. Purchased for little nephew. Wasn't given any info on it for sales person either. Took back!!!,1.0
"Absolute junk, don't waste your money. Bought for wife for a Christmas gift. Would not connect to Wi-Fi at my house. Useless!",1.0
More than half did not work,1.0
took WAY to long to receive. and then some were corroded.,1.0
Do not last near as long as other 'off brand' batteries,1.0
The only reason I chose 1 star is because of size. The length is disproportionate to the width. Awkward when holding it.,1.0
Pretty sure they didn't really have a charge when they arrived,1.0
I used the batteries in my flameless candles 3x for about8 hours. Total bummer! They all died. Won't purchase again!Amazon should reconsider selling these turkeys Wow. Was IDisappointed. How about a replacement for these fake batterieswith real ones!,1.0
"I went through all 48 in less than 2 weeks. I can't lie and say they were awesome, when they were not.",1.0
Every time I brew a cup off coffee there are tons of coffee grinds in my coffee. I have cleaned my pot several times. Thank god I only have a few pods left. Will never buy this brand again!!!,1.0
She uses it every day. She can't get enough of it.,1.0
"As soon as i place the new battery in my card alarm, ut says 1 bar charged",1.0
"I purchased this firetv to upgrade my from first firetv version as I have a samsung 4k tv, this new firetv recognized my hdmi port as 4k compatible when I set the resolution to 4k on video settings, after trying all posible settings, this bug only gives 1080 even playing 4k content. firetv1=firetv2.",1.0
It was just the worst software I've ever seen you could barely play or do anything,1.0
"Ok for kids to mess around with, but not very good quality",1.0
This product is not user friendly much less kid friendly. Took them back for samsungs.,1.0
"When I opened the package there were only 17 batteries, not the 20 that I ordered and paid dor.",1.0
This is honestly a little expensive. And I can find other ways to charge my devices.,1.0
These batteries are not lasting at all.... very short life on them... super disappointed...,1.0
My old kindle charger works fine - that wasn't clear when I bought a new kindle white. And now you want to charge me 6.95 to send it back. Forget it!! I'll keep the extra charger,1.0
a few in the lot didn't work at all.,1.0
"This is exactly like any other usb power charger, making it unnecessary. A basic charger used for an ipod works to charge the kindle fire within 3-4 hours.",1.0
not good at all,1.0
These batteries die almost as fast as Harbor Freight free batteries. I expected top quality and got bottom quality.,1.0
"did not power up...at all. I am so happy that my grand-niece wasn't here and doesn't know about this yet, she would have been crying.",1.0
These batteries work but don't really last that long. You maybe get 3-4 weeks out of them. Its better off buying rayovac or energizer batteries from home depot,1.0
I was not satisfied with my purchase but for the price I guess it's ok,1.0
Paper white does not allow you do use books from the library as you cannot load apps. Only books from Amazon are available to read.,1.0
I updated my credit car d more than six weeks ago. I won't bother you in the future.,1.0
"These batteries suck!!!!!!Stay away from them! Read bad reviews, they last only weeks.",1.0
You get what you pay for. They do not last very long at all. It's better to buy Duracell.,1.0
This tablet was plugged in all night and did not charge.No powerWhite elephant,1.0
"the speaker voice quality is terrible compare the similar size my logitech UE BOOM.the price is too high, even I got on promotion with $79",1.0
feel it should have come with paperwhite kindle and that I should not have had to buy it,1.0
"DO NOT BUY. All batteries arrived completely dead. I thought it might be a bad batch. Ordered more, all arrived dead.",1.0
Tore within one week and is baby blue and very shear not green.,1.0
They lasted less than 24 hours in my mouse and that includes turning the mouse off overnight! What a ripoff.,1.0
It would not turn on or charge. We have to return it to Kindle.,1.0
When I first got it was great until it stopped charging and wouldn't turn back on,1.0
I got 6 of them they didn't have google plus me no like,1.0
This is not a bad product. Amazon offers greats products but this tablet was missing features even for a basic tablet. The lack of google chrome compatibility made this tablet not right for me.,1.0
Very little capacity. They last only about 25 as long when compared with other main stream batteries,1.0
"It didn't last for even one day,",1.0
I don’t care that you can’t change the tablet to run like as you wish. It’s pre installed menu is not something you can change.,1.0
Returned it. it was a poor reader and clearly would not last..,1.0
After one use in a regular used battery powered item it's dead. With other brand I can use the item several times before I have to replace the battery.,1.0
It locked up on installing kodi and it wouldn't recover. The device buffers during first setup of any movie. Voice remote is not the best.,1.0
Very dissappintes with these. Have had to replace almost all of them.,1.0
I I thought the buy For my child bc the kids mode but it was very poor,1.0
Too bad Amazon turned this tablet into a big advertising tool. Many apps dont work and the camera is not good.,1.0
Batteries popped open inside the motion detector lights making a mess and ruining the detector. I will never buy this brand again.,1.0
These last about 5 hrs in a roku remote using the headphones. Really disappointed in how long they last.,1.0
I guess it's ok...All the apps are in need of updating. Amazon won't or can't update them. There help center did nothing.,1.0
"I can't return through Best Buy, because it's over 15 days. Started out ok, but then it just stopped working. It keeps freezing at home screen and I can't access anything. Extremely disappointed.",1.0
"Would not take a charge, good thing i tried before wrapping it for Christmas.",1.0
Batteries dead as of June 1. I did not use half of then. Good for 6 months.,1.0
Worst product ever. Constantly screwing up and filled with ads you have to pay to remove. Best Buy refused to help when I wanted to return it,1.0
This product wouldn't turn on nor charge and then store couldn't locate another one for me.,1.0
Great deal price wise but don't seem to last very long at all. So really not a good deal at all. Would not buy again.,1.0
"If you don't care about live tv this will do great for you. Otherwise, can't ditch the cord yet.",1.0
You cannot download any other internet service you're subject to very limited options to do things on it wish I could not have bought it,1.0
i have bought at least 6 people this kindle it is perfect......,1.0
"I tried using these on my mini mist diffuser, amazon basics batteries discharges easily within a week. This is terrible in comparison to energizer batteries which lasts at least 3 months.",1.0
There were 2 batteries missing from the pack. Just annoying enough to write a bad review. Not annoying enough to do anything else about it...,1.0
I love using it to read and surf the internet. It is also very handy.,1.0
Need Amazon account and bank account to use tablet. Bank card should be verified. Cheap product with terrible graphic. I returned that next day. Totally waste of money.,1.0
Really expected a chord with it for the price we paid. Very dissapointed.,1.0
The products that it was delivered but I could not find it anywhere,1.0
Burnt up a copper string light I have been using for a years. Short life on other electronics compared to Duracell. Left in a wii controller for 2 months and leaked all over.,1.0
"Maybe we have a bad batch because all the other Amazon Basics batteries we have are great.. So far numerous AA batteries are leaking in remotes, toys, and other electronics.",1.0
"Too expensive. Should be included, at no extra cost, with the Kindle.",1.0
Have tried these in various battery powered devices and they fail very quickly. I won't use them any more as I don't like having to dispose of dead batteries,1.0
I will never buy this again very cheap not with a dime,1.0
I don't know who made these batteries but they are worthless. They do not hold a charge.I WILL NOT BUY AGAIN.,1.0
they do not last at all would love to get my money refunded.,1.0
"I've had amazon tablets in the past and this is the far worst I've bought. It was slow, drained the battery, kicking me out of the apps all the time.",1.0
Most buyers will have a phone or other charger that will work so you probably don't need to buy this.,1.0
"Batteries die quicker than Dollar store batteries. Used these batteries on various products -toothbrush, computer mouse, camera flash, etc. Batteries at best lasted half as much compared to Energizer and Duracell. Would not recommend!",1.0
These do not last long at all very cheap batteries no happy,1.0
The charger won't stay securely connected to the Paperwhite and wiggles. It will only charge when held at a particular angle.,1.0
Very slow to connect to internet even with a good connection and wifi set up that worked for other electronics.,1.0
these batteries are terrible very disappointed. i have purchased before great long lasting very powerful. i must have received a bad batch they don't last very long. i may not purchase again.,1.0
"Hated it ! You have to purchase everything from Amazon ! Took it back within a couple days! Got the roku ,,,,, way better !",1.0
I got a bad batch. 4 of them arrived dead. I would have sent them back but I missed my window.,1.0
"You have to pay for every thing -any thing you want to do --you do not pay for the tempter, time and joked. You owe your money to amazon. A unique toy for the rich. What a bargain???????",1.0
"These batteries are HORRIBLE. I purchased the 36 pack of AAA's a few months ago, and just started using them last week. So far out of 5 batteries used 2 were DOA, 2 lasted 4 days and 1 got so hot the plastic around the end is burnt.",1.0
"I had to buy it, what else is there to say.",1.0
Worst batteries ever....they work once and drain out...you try to use something again and the battery is dead!,1.0
It's 2017 no reason this tablet cannot produce clear 1080 or higher resolution. I get it it's cheap and for that it's good but it just feels cheap and omg so manny pop up adds.. Comeon amazon,1.0
These r the worst batteries ever! Amazon should stop selling!!! They last a couple of weeks on a clock! Everyone I've used! I should send back..,1.0
"Found this tablet to be very intrusive with adds, almost forced to use credit card to make things work.",1.0
"I like amazon products. But these haven't worked in any thing I've put them in. Nerf gun, toys.. nothing. Maybe they work in remotes.....",1.0
"I've been using these on my roku remote and the lifespan is terrible. About two weeks, when Duracell's have been 1-2 months",1.0
Great Servive Best Buy and the price match is great I used it both at best buy,1.0
I'm returning it because a new version is coming i,1.0
"Not universal. Did not work on garage door opener, given as gift but now cannot return.",1.0
"I don't even want to give this a star, worst batteries ever, lasted 15 minutes top. Do not buy",1.0
I bought this during Black Friday sales the price was very attractive but I didn't find it that attractive as YouTube stream was streaming slow it was taking 10-15 min to stream a single song.,1.0
2 out of the 8 batteries popped while on the charger. I got battery acid all over my hands trying to get them out and cleaned up.,1.0
I am bring it back for an exchange. (a different make),1.0
"Went to pit them on for the first time and the strap behind the buckle broke. Never even got to wear them. Poor construction, cheaply made product.",1.0
I will not purchase these again. They last about 1/2 the life of the Duracell ones.,1.0
