reviews.text,reviews.rating
great pad device big good display familiar amazon o build ebook little bit slow even web site surfingmore serious game playing,3.0
great little kid play occupy cook,5.0
worked good month kid loved went black wouldnt come back sending back get new one warranty,2.0
requires many component camera etc stick basic opinion,3.0
bought yr old son birthday love easy use decent battery life love childrens book,4.0
great addition reading go shopping online compact good battery life,5.0
novelty product ala siri provides information spot make sure wireless high speed internet connection available generate great degree frustration,4.0
horrible dont waste money battery die faster ive ever tried hour wii remote replaced im disappointed,1.0
lot stuff available add enhance performance,3.0
okay,5.0
work great everyday aa battery need,4.0
tablet ive tried really stink one ok wish google though,5.0
looking get inexpensive tablet ran android amazon fire tablet much better value similar product happy tablet durability quality far would recommend anyone looking lowerend tablet,4.0
everything good youtube good amount apps,4.0
much programming especially road traffic congitions,3.0
battery operable package thought appliance replaced battery worked fine luckily amazon return policy amazing doubt ill try another one basic brand item anytime soon,1.0
decent somewhat slow netflix freeze time,3.0
amazon item sold went best buy purchase plenty stock store great,4.0
seem run little fast thing like xbox controller electronics,4.0
omg love amazon show sooo cool lot cool stuff,5.0
bought fire tv fire stick due fact memory great streaming problem freeze sometimes hard reset,4.0
bought gift son wife rhougjt young baby home hand always full would come handy liked idea review search decided wasnt,3.0
nice compact great sound easy use love,5.0
slow device adult probably fine child,2.0
found item useful daughter learning program,4.0
feel audio show best compared echo echo obviously dot nice next bed instead dot alarm clock,5.0
bought yr old grandson great easy use gb love amazon fire price affordable,4.0
bought daughter elderly friend across street love,5.0
great tablet picture super sharp easy read,5.0
everyone need little black box fun interesting,5.0
great christmas gift kid love gift,4.0
unfortunately ive using far superior tablet decided purchase amazon fire tablet comparison unavoidable amazon fire work amazon apps numerous google tablet streamlined tablet,2.0
simple unit unit reading strenuous eye,4.0
die hard duracell energizer user many year truth good normal use item tv remote item arent constant drain however long term u day day still stick duracell ok,3.0
son love thing hasnt put yet keep entertained,5.0
expecting something intuitive moving google,3.0
seller product excellent exactly needed,5.0
far good great price seem last long expensive battery,5.0
love echo much check weather every morning play music command daughter using practice italian bought kid echo dot birthday everything connects,5.0
purchased turned around within minute purchase even leaving store found would granddaughter needed unfortunately clerk electronics told u would found register person rang would need little education think,3.0
u every day cant get enough,1.0
block bing show trending news content deleted blocked also type ahead add content,2.0
used several already artwork fine,5.0
device ok reading listening audiobooks via overdrive app wouldnt recommend though really waited buy kindle year would suggest research buying device,1.0
love battery life ability read sunlight,5.0
like product dislike download every app believe come least basic apps,3.0
absolutely love tablet check email watch movie thing like tablet sometimes problem taking correct site must remember tablet computer find picture clear sound wonderful also unlimited cloud storage good download picture take minute amazon prime must however spending lot money view movie read book almost everything available cost money prime money saver last full year also come free shipping tried good receive purchase day prime way go purchase tablet come lot perk,5.0
bought two year old grandson restriction much,3.0
bought tablet son christmas decent tablet kid price reasonable would recommend person who big technology definitely ipad,3.0
battery lasted barely week low drain device actually performed worse dollar store battery cant believe many positive review maybe got bad batch luckily amazon really good giving refund warning wasting time,1.0
tested performed good better leading brand many amazon basic product micro usb charger hdmi cable excellent quality would crazy buy amazon president,5.0
ordered thinking rechargeable recognize error part complaint received used surprised died quickly upon attempting recharge figured arent rechargeable big duh partnow im seriously surprised im getting hour use like quarter use typical battery offer horribly disappointed go back name brand battery sure,1.0
go brand name,2.0
last near long brand battery,1.0
love alexa amazing user friendly without touching speaker,5.0
based price easy see tablet something knock sock good child like read book,3.0
dont seem hold charge well major brand,3.0
love firetvs firesticks always work well,5.0
nice upgrade original fire crisp resolution easy use,5.0
nice little tablet paid black friday regular price would probably gone something little less restricted without much amazon content lock screen ad arent much problem understand amazon sell cheap get back via ad amazon apps little much would easier stomach could add one want remove one dont said able install google play store tablet everything need overall im pretty happy purchase nice new toy one note online photo magenta look purple actually pink like purple get black one purple case,4.0
best tablet bought better kindle fire bought year ago wonderful apps child well great amazon apps like,5.0
good product care remote product still good,3.0
bought tablet read book also good quality,4.0
say tablet perfect young kid durable,5.0
high performance battery good timer light regular usage order,2.0
product okay due normal tablet due example social medium instagram snapchat accessible tablet due amazon product known would purchased,3.0
easy setup large screen protective case builtin two year protection plan included,3.0
really like feature size price bit disappointed lack speed,3.0
good bit research fire tv bought stick first several operating issue unit would buffer freeze unit got real hot returned stick fire tv box problem saving month cutting cable paid definitely great decision,5.0
im particularly happy four already replaced dont last long,2.0
dead box amazon basic product gotten great battery beyond sub par far,1.0
purchased item son christmas gift eye lit unwrapped christmas morning later day older cousin call verify truely received item christmas gift also plan taking best buy e mailed offer received state receive free start service get started tech purchase,5.0
kindle product fantastic ive used kindle kindle fire use everyday naturally would select kindle granddaughter,5.0
purchased nd one gift use everyday highly recommended,5.0
battery either life left die one use terrible product,1.0
great price name like amazon feel going good bought daughter gave something needed yes battery great value plan getting work like think star rating dont know long theyll last far good,4.0
kid love tablet option set kid great year old like play parent mode conpaired kid side cause lot option good product would buy,4.0
thats crap,1.0
amazon fire good tablet like ebooks also nice get sixmonth subscription washington post claim gigabyte storage misleading give want charge amount money paid tablet unlimited storage another problem cant flag something inappropriate like samsung galaxy tablet,2.0
excellent tablet everyday browsing use true bargain black friday price,5.0
unbelievable price purchased two one gift grandchild shipped arrived day,5.0
bought fire tv excited k support first night refused load video content could stream music refuse load completely stopped responding remote remote feel cheap,1.0
bought one really liked itbought one wife far shes pleasedperfect size purse portability,4.0
designed serve many need info music,5.0
purchased two tablet replace brand stopped working within two month period far good perfect fit two younger child feel cant beat price fire control access downfall micro usb socket within unit loose charging fiddle plug ensure stay unit,4.0
ordered fire hd like week christmas day received ordered case amazon even got case fell fro ft floor carpet screen cracked called bestbuy told free month protection made appointment geek squad husband called work take go tell dont protrvtion plan isnt anything honestly got cant anything fine tell dont male gp allthe way waste time ended buying better bigger tablet although amazon fire still work screen cracked oh well,3.0
first got great stopped charging wouldnt turn back,1.0
wanted tablet cheap price good quality play game enjoy e book name parent control great limit time different field help kid time management know minute add quick let play later,4.0
best reading tablet date crystal clear bright,5.0
alexa able answer basic query,1.0
inch fire definitely better cheaper inch work fine enough teen play game watch movie,4.0
give tablet away prize redemption store always sell great value,4.0
search wireless speaker looked various model decided one portability look synced alexa alexa product spot sound great use balcony stream music pandora different station quality great definitely would recommend,5.0
love access amazon prime along service subscribe,4.0
tablet amazing easy use great tablet use skyping dont trouble tablet using overseas clear video call state overseas,5.0
httpswwwamazoncomdpbjgvbgrefcmcrrypprdttlsol,5.0
seem last long time,4.0
still confusing trying figure use alexa app alexa answer many question understand many question need really able sit play around app real funny though,4.0
several battery dont work,2.0
doesnt hold strength duracell etc,3.0
bought battery good review checked voltage several battery fine battery use long enough comment,3.0
okay product geared towards amazon user doesnt apps roku apple tv got direct froze every time used,3.0
fancy ipad fraction cost work well android system apps like android phone cant beat price,4.0
eventually return shade yellow backlight using night okay day time night usually read expected premium cost product especially annoying read landscape mode guess amazon need better qa department,1.0
bought kid easy use made homework easier,3.0
great price right load lot book cloud unlimited keep book,3.0
worst software ive ever seen could barely play anything,1.0
need simpler parental contorl still need better,3.0
ideal reading book like hard cover book,4.0
received christmas gift excited new product downloaded alexa app amazon prime member joined free trial asked question alexa usually provide answer couldnt understand question despite giving simple command device look good led light top turn speak great sound good music however feel good assistant like download skill make alexa function always speak alexa ask skill downloaded get point dont even remember skill downloaded always look phone mobile device see exchanged google home better device play music google music music purchased answer lot question give great news briefing instead downloading particular skill also provides answer question surprise detail answer time highly recommend google home device tested chromecast smart tv smart home appliance nest etc,2.0
got mainly use xbox one controller dont last quite long energizer lithium id say maybe long quantity price good deal continue use,4.0
battery came dead return got new one second order firstupdate still yet receive refund second order several week,1.0
thought would bigger step fire stick honestly want save money go fire stick,3.0
recently purchased amazon fire daughter like little accent night light watching movie dark still use without illuminating entire room feature average like tablet little bulky child get job done pretty sturdy dropped doesnt much storage good news add sd create storage,3.0
smart commercial show cant answer lot question,3.0
love one let download apps picture quality also find unplug every day make start trouble downloading especially live tv apps competitor id say still one get find lot option one con minor still prevented star rating believe next generation tho like said still one option available especially prime best thing fire tv let download direct tv app ditched cable play live tv thru app tv pay less month worth,4.0
battery dont last even simple digital clock week best,1.0
slow use constant popups barely dropped foot ground doesnt work highly unsatisfied,2.0
love alexa much best gadget ever accurate cant get enough alexa love much got dot well,5.0
whether youre bookworm casual reader kindle paperwhite great way read discover new interesting book admittedly read infrequently since purchasing kindle absolutely love size ability kindle reading book per month since purchasing highly recommended,5.0
able surf net facebook slow apps get notification occurred since last time kindle even checked facebook notification prior using kindle excellent purpose reading bought,5.0
fun informational tool bought wife everyone love,5.0
loved tablet love sold ad every time powered loathe even would pay discontinue feature amazon want dollar kindle fire charge dont price device flash ad consumer every opportunity unbecoming returned item pronto,2.0
like alexa limited cant connect itunes account yet set one time alarm hour can not make recurring see improvement weekly still long way go,3.0
bought gift girlfriend yr old daughter absolutely love easy set use,3.0
get pay battery cheap dont last long duracels energizer estimate id say last around long mentioned,2.0
alexa awesome control light house keep date dressed weather enjoying discovering else ask fairest,5.0
mouse noise cancelling headphone eat like candy probably use button time,5.0
nice cheap battery lot price buy like year lol,5.0
bought tablet one kid christmas super easy use solid parental control make sure dont access anything shouldnt make purchase,5.0
last long expected good value price,3.0
need hardcopy instruction package,3.0
certainly isnt impressive device fantastic value,3.0
device user friendly easily transported many wonderful apps choose price fabulousa great gift santa bring,4.0
product work well however hold button use best part device alexa really wanted take back little annoying hold button every time question sound quality product dog awesome,3.0
product great reading news book weather alexa great setting timer alarm telling silly joke ask alexa google type question score college basketball game time can not answer even pose question number way sometimes ask question differently way would intuitively ask question alexa answer prof frustrating expensive gadget phone easily keystroke considering returning purchasing google product see improvement,3.0
easy install easy set would recommend friend,4.0
pretty tangerine color first tablet bad earphone jack second product would connect wifi matter tried tablet work finewe order another amazon fire tablet,1.0
im returning new version coming,1.0
since android based tablet sideloaded necessary apps allow used essentially android tablet google play store etc screen resolution speaker ram adequate otherwise good cheap tablet really need ponder utility buying,3.0
long time apple tv user recently cut tie cable company got sling didnt want shell another apple tv fire tv week love havent really used voice control often work great would definitely recommend especially using kodi,5.0
great tool home office would highly recommend anyone simple easy use,5.0
great battery good price ive issue life span degradation storage good battery keep hand camera gear,5.0
great gift give one afford tablet,5.0
kindleamazon fire hd tablet high priced item everything want tablet easy use easy read easy pay great tablet,5.0
battery fine job would recommend,4.0
firesticks cheap getting fire tv meant less buffer time less lag watching show,5.0
fast connects well every amazon aspect life could possibly want thats didnt expect first tablet amazon get face promos product every time turn annoying handy sleek easy use connects quick wifi acess around however limited game app store crap compared android ehhh,3.0
ive amazon tablet past far worst ive bought slow drained battery kicking apps time,1.0
decent reset monthly unplug time enter pa cause freeze stop completely add kodi though would still one living rm though,4.0
second tablet great starter tablet prime account even better prime video allows download video later viewing,5.0
replace original kindle decided buy kindle fire fire many ability old kindle difficult read direct sunlight,4.0
fast almost buffering overall great product complaint seriously slanted toward amazon prime instance amc cable subscription need pay episode amazon amc app stupid roku dont need pay anything extra episode im already entitled,3.0
bought teenager love cool reading feature zero buffering watching netflix,5.0
purchased year old work well,4.0
small size already separating waistband buy,2.0
bought two one kid though arent super powerful device price point perfect tradeoff little one something spend screen time wonderful trip software bit clunky overall great device,4.0
goal get e reader allows one read light situation goal achieved reading patio beach great easy download book lightweight good battery life plus,5.0
job expected price paid good stuff,4.0
bought gift mom shes happy therefore im happy,4.0
perfection usual amazon,5.0
ok good beginner user kid love could play game,3.0
seem last long battery,3.0
bought daughter didnt care came apps work great reading,2.0
love easy use wonderful apps price fantastic,4.0
mom bought sister loved great gift,3.0
nan,4.0
adequate,2.0
bluetooth mouse keyboard eat battery liked idea big pack could leave desk battery pretty woeful though lasting long duracells get grocery store,3.0
worst battery ever purchased bought christmas item like battery operated light candle didnt last even week limited usage spend little get time itll save long run,1.0
tablet work well price excellent bought nephew happy,4.0
love covenant quick easy use universal,5.0
initially excited get kindle extremely disappointed ad even disappointed find could pay amazon money remove ad frustrating best buy specifically amazon dont let consumer know box store advertising youre buying mini advertising billboard couldnt upfront statement box store stating low price subsidized ad device would changed purchase absolutely would spent couple buck probably got samsung tablet,2.0
great tablet beginner tablet used older,4.0
got echo house love functionality easy set easy use looking purchase couple dot area house,4.0
regular fire tablet protective case,1.0
far much enjoying product great outdoor use pool due portability chance really test long go without charge couple hour problem catch can not stream single spotify account one device time find purchasing dot echo able stream using account time,4.0
tablet incredibly easy use load stuff onto,5.0
nice size there google play store cant use google chrome cast watch movie tv tablet without google play store disadvantage,2.0
good starter tablet slow dont expect pad savy child enjoy true beginner would fine,3.0
bought several tablet grandchild love,4.0
excited purchasing amazon echo received week return lot time alexa hear understand asked,3.0
work wish usa made,3.0
amazon warranty product great reason need keep replacing two died within week every single one broken screen,3.0
basic tablet purchased mostly ereader battery life quite short reader poor sunlight id recommend price point important get pay,4.0
work great well packaged,5.0
like paperwhite easy read sitting beach bright sunlight,5.0
battery life much poorer compared name brand like energizer duracell,1.0
nice amazon fire tablet butthe camera clear enough megapixels amazon fire slow wedsite app take forever download think returned best buy buy good tablet lenovo samsung galaxyi gave zero rating star,1.0
reading positive review wish could say best buy great reflection experience product product one month contact amazon support perform factory reset get content show device poorly designed sd card pop constantly mess drm good happens connected internet fix returning spending extra money ipad purchase another kindle device unfortunately based experience use device reading maybe trying download information sd card actually able access beyond frustrating well factory reset content owned already purchased amazon would show device library,1.0
price great battery dont last long item dont work like dont lot power getting,3.0
great price longlasting battery also come packaged convenient cardboard box make easy remove many battery need,5.0
excellent device fast especially connected ethernet,5.0
granddaughter used phone constantly play game needed make call phone dead tablet facetime phone keep chatge,2.0
great watch bought heart rate feature pretty accurate,4.0
tablet awesome say least however charger port faulty work properly need replacement granddaughter absolutely love product well two grandchild kindle staple life,3.0
led echo dot significant home automation,5.0
wondering spent echo could purchased dot everything echo doesand dot stream music bluetooth speaker cant done echo,3.0
expensive battery amazon name brand definitely better either buy bulk discount go name brand price,4.0
getting get saleit slow choppy decent light medium consumption browsing,3.0
used xbox controller last long compared name brand,1.0
originally purchased google home gift husband quickly frustrated google home didnt respond asking echo much better equipped answer question follow command competitor,4.0
bought gift mom ive seen one nothing spectacular work fixed screen friend last year took maybe minute thats plus,3.0
got store college book without checking see would even compatible werent fault checking three star rating buy good tablet less use kindle app read book fully functional tablet,3.0
paperwhite provides backlighting read dark environment still long battery life original software pretty much gave whispernet capability upgrading havent missed much since always plenty unread material already downloaded wifi,5.0
great gift young teentereat price terrific,3.0
nan,5.0
cool great picture good sound kind disappointed couldnt make call overall great piece hardwark,1.0
good price battery dont last long compared brand,2.0
dropping local store several time finding stock found one shelfgreat product easy setup work great kodi installed without issue,5.0
bought black friday kid seem good far hopefully last,3.0
familiarizing self conclusion say something,4.0
short life bad batch,2.0
love great gift like thing convenient get every five second alexa,5.0
amazon fire tv awesome love able watch favorite show movie im techy person pretty easy set use like taking remote ask alexa anything,5.0
got tablet son work good enough age recommend tab kid,3.0
bought yearold niece christmas travel frequently fire provides hour entertainment ton childappropriate content available download fire great alternative pricier tablet,5.0
minor change included new kindle dont particularly likeopening page slightly confusing,3.0
like amazon echo need improvement understand many thing ask connect wemo device however good sound quality best offer like local weather day weather news amazon prime music played sound great might say high price pay however bought barely used glad purchased,4.0
great sound need little sophisticated responding input example yesterday told play mexican music didnt know mariachi music could play odd,3.0
tablet kid friendly easy daughter operate,5.0
honestly didnt care newest version tablet far much better bit freedom older version,1.0
work great figured book easy download,3.0
bought thanksgiving night opened pkg screen crushed havent able take back told called might stock,1.0
cant imagine day without fire reader absolutely love light easy carry big part day night easy use download book magazine even movie would highly recommend anyone,5.0
would never buy another amazon product personally work well id rather use rca personal preference nothing quality,2.0
great phone level android user starting beginner advanced root user camera better though,4.0
went like water stick duracell energizer,2.0
felt system mived extremely slow good streaming great reader,2.0
initially bought son he using everyday protective cover since purchase issue really unit charging port horrible position difficult insert charger easily may defective unit may return since charging port quite loose price right quality could little better,3.0
great remote control car,2.0
would recommend anyone real happy,3.0
easy use ipad retina display got used apple gadget,3.0
powerful tablet needed something view netflix video mention play music look photo think weak good gaming price though cant beat,4.0
great price slow certain application,3.0
great gift dad cant get yard anymore like used he tech savvy got used kindle pretty quickly,4.0
lot fun make access news music home automation easy lot fun,5.0
cheap functional tablet slower latest smartphones,3.0
hate machine first specifically asked salesperson could connect internet assured could second complaint cant press book delete go amazon hated much gave away,1.0
