reviews.text,reviews.rating,sentiment
i feel like i have been completely lied to about this device despite reviews claiming a hands free mode that does not exist in the settings i just downloaded the app for the first time today and there is no hands free option to enable in settings and pandora said its not available in the us on this amazon tap thanks for ruining a birthday amazon,1.0,negative
this is exactly like any other usb power charger making it unnecessary a basic charger used for an ipod works to charge the kindle fire within  hours,1.0,negative
our daughter loves the size and portability of the product her ipad died and she uses her mac book for school so this was a great choice for her to read books on,1.0,negative
its  no reason this tablet cannot produce clear  or higher resolution i get it its cheap and for that its good but it just feels cheap and omg so manny pop up adds comeon amazon,1.0,negative
i bought these batteries to charge my insulin pump  a life critical device after i started using them i found my pump worked terribly and after testing all other variables popped out the amazon battery and replaced with a duracell and everything was back to normal i wont use these again,1.0,negative
wrong item,1.0,negative
these things only last about a week in a roku remote i will not be reordering,1.0,negative
dont have option for password ask you before buying apps once you authorized as allow its donenot as many free good apps like apple have it,1.0,negative
four in the batch leaked and caused a mess in my charger and device i threw out the remaining to avoid future problems in addition the batteries didnt hold their charge i presume i must have received a bad batch based on all the positive reviews,1.0,negative
wish i didnt buy these amazon does a lot of things well but batteries no not so much these do not work for more than a moment lay the extra for name brand,1.0,negative
this tablet has little cpu power and is really only made to work with the amazon prime crowd not what i was looking for,1.0,negative
gave these a fair chance but the fact is they simply do not last as long as duracells ive gone through more than half of the pack i purchased and i am easily replacing batteries twice as fast for the same devices same use i wont repurchase,1.0,negative
you get what you pay for they do not last very long at all its better to buy duracell,1.0,negative
purchased for my father in law  this was the most frustrating experience not user friendly  not friendly at all stick with a name brand tablet  apple samsung etc avoid this device at all costs,1.0,negative
low quality batteries  they die after using a few times better to go with big brand name,1.0,negative
i have had mine for about  months now  wont last mare than a week in my tv remote pretty annoying,1.0,negative
worst batteries ive ever used i used them in a sensor light they only worked l l months while my prior energizer batteries had worked for  l months i can see why these batteries are so cheap i definitely would not recommend them to anyone,1.0,negative
they dont hold a charge very well,1.0,negative
bought these for my kids for the holidays no you tube app installed so you have to find a rd party substitute ads pop up all the time with an option to remove them for  amazon states that since i purchased the tablet on sale for  this is how they can afford to compensate for that revenue i would have returned them had we been able to find the receiptmaybe a good product but not for us,1.0,negative
not sure why they wont recharge correctly second time this happened with amazon going back to a brand name,1.0,negative
horrible batteries so far every battery we have used hasnt worked,1.0,negative
i was super bummed about these i purchased them exactly  months ago today i only used  batteries when they arrived and they have all started to die this week already when i went to replace them none of the unopened ones work so to recap they did not last long and only  of them were even usable very disappointed as we are big amazon users,1.0,negative
they dont work still to regular brands,1.0,negative
these batteries are horrible we depend on aa batteries for many wireless microphone and have found that brandname batteries last about a month per our usage we switched to amazon basics to try it out when a subscription for our preferred brand was no longer available and have found that under the same usage these batteries last about a week thats a  capacity,1.0,negative
horrible quality these last  to  days in an xbox controller and maybe  days in a remote horrible quality,1.0,negative
just got this as a christmas gift and it doesnt stand nothing to secure it to make it stand you can get it to stand maybe to watch a video but dont touch it it will fall down easily certainly dont stand it and actually use your fire hd with this cover you cant falls right over i feel really badly for the special person that bought me this waste of money i had already bought my own cover for a lot cheaper that has more shock protection and that one wont stand on end but at sits securely at a tilt which makes it more useful for me the cheaper one i bought on amazon also has a magnetic closer to the cover stays closed this one does not not sure how to tell the person who bought me this that i dont like this one at all ill feel bad telling them and theyll feel bad hearing it bad all around,1.0,negative
disappointed in my handheld microsoft wireless game controller these last about  week duracellenergizers last  weeks amazon needs to select a higher quality rebranded battery to sell as amazon prime amazon could dominate this market by simply selling close to these prices a  longer lasting battery than duracell dont put these in any emergency device like smoke detectors emergency flashlights and radios,1.0,negative
half of the batteries received were dead and there is no replace option,1.0,negative
hated it  you have to purchase everything from amazon  took it back within a couple days got the roku  way better ,1.0,negative
these batteries do not last or work well spend the extra buck and buy duracell,1.0,negative
trying to contact seller product very tarnished and rusty like its been used or very old very disappointed by appearance and quality,1.0,negative
both packs were useless confirmed low charge with multimeter,1.0,negative
first day after purchasing the tablet the screen turned green since then it has given us problems with the screen turning green i will be returning the item,1.0,negative
used it for a mouse  works ok i have a battery powered egg beater and when i put these batteries the beater did not perform at full speed i had some duracell batteries which i used and it was back to lifeso i guess these are low powered very disappointed,1.0,negative
you need gooooood wifi for this if the wifi isnt good like its in and out this will not work that good you also need the app to set up alexa i would only recommend this if you have great wifi,1.0,negative
these batteries are not lasting at all very short life on them super disappointed,1.0,negative
stopped working in less than  months,1.0,negative
this doesnt power anything i got this for my dad for christmas and we just thought his kindle was badnopetried it on other things and it wont charge anythingi want my money back or a replace meantmaybe this unit is just bad but  bucks down the drain,1.0,negative
cant believe amazons name is on these pieces of dung very short life ive migrated to eneloop rechargeables for aaa as well as aa now big savers as i have a lot of doodads,1.0,negative
great deal price wise but dont seem to last very long at all so really not a good deal at all would not buy again,1.0,negative
am used to kindle fire which i love no light to read by in the dark hard to navigate this was a gift  would never purchase on my own,1.0,negative
thats crap,1.0,negative
easy to use load books and to read in out door light conditions very light to hold and read,1.0,negative
batteries were weak and didnt last a week in remote,1.0,negative
i tried recharging them right out of the box and it says they are bad ill by my rechargeables elsewhere,1.0,negative
bought two of them first one would not charge after the first day the second one the screen went blank so i have to return it now only after a couple of days of use will not purchase any more of this kind,1.0,negative
was cheap can not run chrome stuff returned to store,1.0,negative
ive had amazon tablets in the past and this is the far worst ive bought it was slow drained the battery kicking me out of the apps all the time,1.0,negative
i didnt like it from the begining because it isnt very ergomatic it was easy to hit the wrong button shocking your dog when it was last set to vibrate it was veru easy to push buttuns so you cant put it in a pocket then a week into use while replacing a probe i hand turned to tighten it and the prope broke with the scew end broke off level and no way to get it out i bought a product that had a different control style so many manufators use the same controler design and i hsve no problems with handling this one another problem is that the reciever can be shook off the collar the more it is worn we lost the reciever after a few weeks it might be ok if your dog is a fast learner and plan to use it for just a few days,1.0,negative
these batteries are crap last a few days in xbox controller energizer lasts months dont waste your money,1.0,negative
batteries dead as of june  i did not use half of then good for  months,1.0,negative
ordered these for my sons remote control truck put them in both trucks and within a week the batteries in both trucks exploded ruining both of them so not only am i out the money i spent on the batteries i have to buy a new truck that costs  spend the extra money and buy duracell,1.0,negative
this thing is garbage do not buy it is the slowest charger ive every had it is not a fast charger it is a disgrace that amazon is offering this product as a fast charger and discontinued the previous all black square blocky fast charger which really was a fast charger this thing is not a fast charger save your money amazon needs to seriously check their supplier the manufacturer of this junkadvertising this thing as a fast charger is totally deceptive,1.0,negative
i am reading positive reviews and wish i could say the same best buy is great so this is not a reflection on them just our experience with the product we have had this product for just over one month and i have had to contact amazon support perform factory resets to get content to show up and the device is poorly designed as the sd card pops out constantly which messes with drm and does you no good if this happens when you are not connected to the internet to fix it we are returning and spending the extra money for an ipad will not purchase another kindle device unfortunately just based on this experience if you just use the device for reading maybe this is for you but trying to download information to sd card and actually being able to access it has been beyond frustrating as well as having to do factory resets so content owned already purchased on amazon would show up on the device in the library,1.0,negative
ouch i bought this fire tablet and used it for about four hours and left it on a charger a couple of hours later i picked up the tablet and the screen was showing a weird ghosting effect and then the screen went completely blacki twisted the chassis and screen a bit and managed to get things working again just long enough to do a factory reset and return the tabletim sure i had a defectivedamaged tablet but i was underwhelmed with the quality and it would be nice if amazon brought back the higher quality hdx tablets for people who dont mind paying more for quality tablets,1.0,negative
the amazon fire hd  tablet no longer was able to charge less than six months after being received as a christmas present i contaced amazon assuming that the was a one year warranty amazon tech support navigated me through a number of trouble shooting steps and concluded that the usb port is defective i was then told that this product only has a  day warranty and the best they could do in give me a  on my next amazon purchase wow,1.0,negative
batteries last for about  days in my xbox one controller,1.0,negative
ok for kids to mess around with but not very good quality,1.0,negative
batteries leaked when in charging station,1.0,negative
was very disappointed to see that one of my batteries corroded and leaked in a device within only a few days of placing it in the device will not purchase again,1.0,negative
its very tin sounding no bass sounds terrible bought a bose sound link and a amazon dot to hook up to it,1.0,negative
some work some dont some will power my tv remote but the same batteries wouldnt power a different type of remote i wont buy these again,1.0,negative
if you dont care about live tv this will do great for you otherwise cant ditch the cord yet,1.0,negative
we are unable to connect wifi on this product we have tried to follow the instructions to no avail it is a useless and expensive item sitting on our table,1.0,negative
pretty dumb that you have tobuy a charger port,1.0,negative
almost most of the batteries drained out in  or  weeks with moderate use,1.0,negative
more then half did not work ,1.0,negative
review is based on the fact that i have not able to make a connection with the device,1.0,negative
purchased it tonight time is wrong you cannot change time manually because it has to have wifi to update the timeand it wont connect to any wifi that needs a passcode or password because it has to have correct time this is  technology amazon ive had many devices but none that make you find a wifi without a password hard to do because starbucks hotels etc all need you to click to agree to their terms for wifi all because the time cannot be changed without wifireturning it tomorrowps also an issue on the amazon forums so i am not the only one dealing with this,1.0,negative
i went with this tablet based on many good customer reviews but my experience was not a good one from the start i was on the phone every day for at least an hour with amazon tech support for one issue or another most of the techs were very polite but not all knew the product very well at one point i asked one of them about trying to save some ram and they kept referring me to the storage which told me they didnt even know the difference between ram and regular storage the internet browser was basic and it ran very slow at times even when all my other wifi devices ran great then a day would pass and id be trying to type an email and the keyboard would just stop workingwtf come to find out its a known issue and theyre working on it after two weeks of one thing after another i got fed up and just returned it i wanted it to work and gave it a good run but just not quality stuff to me it was like walmart trying to build their own computer when theyre obviously not a computer manufacturer neither is amazon if i were you id look at a regular android tablet from a reputable pc manufacturer which is exactly what i did next i got an asus tablet for only a few dollars more and its unbelievable  better in comparison to the amazon fire hd save yourself the aggravation and go with asus or some other company that is specifically in the computer business full time sorry amazon not this time,1.0,negative
i got a bad batch  of them arrived dead i would have sent them back but i missed my window,1.0,negative
these last about  hrs in a roku remote using the headphones really disappointed in how long they last,1.0,negative
no reason this product is described as w  amp the kindle line is mainly v v whats the difference and around  amp which is  watts w why the mystery guys also this deal is for us v market only i travel i like that the previous simple fire charger was universal ie vv i like that the first kindle charger was also universal what are you people doing or is it that the copywriter in this case just doesnt understandfor those who dont understand the details of electricity any device will tell you what it needs to feed voltage v is one thing to look at and your charger needs to say something within the range of  and  volts to meet your device need as far as amps a if your device says it needs  a its perfectly fine to buy a charger that has a rating higher than that like  amps the device will only drink as much as it needs a device that needs  a plugged into a  a charger just means the charger is taking a nap just avoid situations where your device needs more amps than a charger can provide it wont necessarily explode but it will extend charge times and is generally not recommended,1.0,negative
very poor batteries i ordered a box and so far about  are either bad out of the box or very soon after,1.0,negative
second purchase of an amazon battery product and just as disappointing as the first batteries dont last very long and they quickly leak battery acid installed for less than  year and already leaking in two separate devices stored in different conditions will never buy amazon batteries again definitely not worth the few dollars saved,1.0,negative
right out of the box it didnt work we took it back and the geek squad couldnt get it to work either great disappointment for my  year old boy since it was a christmas gift,1.0,negative
lasted for barely any time at all i have no idea why some batteries last longer than others but i can attest that these were stored in the exact same condition in our home as another brand of battery and the amazon ones lasted for far less than half the life of the namebrands im always willing to give amazon products a try but these batteries left a lot to be desired,1.0,negative
i opened up this package fresh and put two aa batteries in my xbox one controller it only lasted for a few hours of gameplay when i took the batteries out they seem quite warm i used my heat gun and they were f i got a new set of two batteries and placed it in my controller they only kept the controller on for less than a minute when i took the batteries out one burned my finger i grabbed my heat temperature gun and in certain spots it registered over im not going to try and use anymore in any electronics im not sure whats going on here amazon,1.0,negative
purchased these  months ago in addition to a higher end  brand that came with a  docket charger the higher end rechargeables are still going strong these leaked battery acid all over my charger and ruined one docket and ruined an under cabinet puck light save your money they wont last,1.0,negative
from the minute you turn it on theres advertising the os is very different from a standard tablet os  i couldnt get an app that i wanted from the google play store  it just wouldnt work on this as i said before i found the amount of advertising just ridiculous,1.0,negative
i totally love the kindle fire tablets purchased for my grandkids my sister purchased one in our hometown for my mother she is equally happy my granddaughter and grandson spend their wind down time in the evening on the tablets playing their favorite games in addition they want a dog and conduct research for the type of dog that the would like overall the tablets are easy to use and provides technology for them when they visit every other weekend i am pleased,1.0,negative
dangerous,1.0,negative
if i could give it a lower rating i wouldthis is nothing more than a speaker and a big oneit is not wireless so you cannot even take it outside wo a power source you cannot ask questions and have alexa search answers very expensive would like to try google but since i cannot return this  i cant justify the price everyone said give it time to like alexa i gave it too much time and did not realize you had to return within a time frame my bad,1.0,negative
when you buy bulk batteries normally you open a box and have a bunch of batteries with amazons frustration free packaging you open a cardboard box and find pain hardship and loathing i sprained a wrist trying to get the batteries out of the individual  pack space age metal plastic wrapping its terrible its also the first amazon product i didnt like the first terribly packaged amazon product ive ever seen,1.0,negative
these batteries are absolute garbage very little capacity,1.0,negative
the touch and loading the content is very bad it doesnt respond quickly and it very slow,1.0,negative
not worth a crap dont waist your money i purchased these for under cabinet lighting and they hardly have enough power the light is way more dim than other batteries,1.0,negative
i purchased this firetv to upgrade my from first firetv version as i have a samsung k tv this new firetv recognized my hdmi port as k compatible when i set the resolution to k on video settings after trying all posible settings this bug only gives  even playing k content firetvfiretv,1.0,negative
did not work right out of the box bad hard drive read other reviews that stated the same issue would not recommend to anyone save your money,1.0,negative
i went through all  in less than  weeks i cant lie and say they were awesome when they were not,1.0,negative
dont waste your money they last about  days in a wii remote,1.0,negative
this batteries have been disappointing use them for holiday decorations and some of the items that used to go for weeks are not requiring batteries every couple of days,1.0,negative
just purchased in october and replaced the batteries in my camping lantern this past week using these the batteries leaked inside the lantern so badly that it wrecked the device altogether i attempted to clean the contacts and use a different brand batteries but enough battery acid leaked that the plastic and internals have a permanent coat of oxidation on it had to buy a new lantern do not plan on purchasing again in future as the batteries are ineligible for a return at this point,1.0,negative
i will not purchase these again they last about  the life of the duracell ones,1.0,negative
ive gone thru half the box everyone of these batteries lasted for about  minutes and then died not happy at all wasted money on something i needed,1.0,negative
received the wrapping paper thank youbut no batteries ever camenor were they in the package with my wrapping paper,1.0,negative
bought this for my daughter and she cant even use it because it is not kid friendly it is so incredibly slow it freezes often and does not seem to work without wifi like it is supposed to also was supposed to come with a year free of amazon free time and we have been charged for it every month  it requires you to put a card number in before initial use  keep calling amazon and the foreign people cant seem to figure out the problem dont buy,1.0,negative
its very appealing for the price but know in advance that the warranty is only  days i did not so when my sons device stopped charging due to a lose charging port a little over  months after he got it i didnt rush to call i have been taking care of seriously ill family members so i put customer service on the bottom of my list of priorities since i thought i had time especially knowing that these types of calls can sometimes take hours which i didnt have today my son was home sick so i had the day to do the things at the bottom of my list so i called amazon  minutes later after doing all their trouble shooting steps three times and being disconnected once she decided to tell me that my warranty was only for  days but she would be happy to help me buy one for only  ok after i calmly explained to he that that was full price and i wasnt about to spend that again on a device that barely made it two months she put me on hold and  minutes later she told me that they would generously give me  off my next purchasemoral of the story know before you buy  if you still buy call the minute the thing breaks even if that means your mom will be an hour late for chemo i guessalso during my  minute search for who to call about the defect since it wasnt on the box i found the amazon support number on a thread with at least  other people talking about their defective charging ports keep that in mindif  is something you can spend every  months it might be worth it,1.0,negative
batteries suck brand new out of box dead or close too change smoke alarms every month and remote batteries every  weeksjunk dead  different boxes and sizes of amazon,1.0,negative
 of the package have been duds lasted about  minutes now i get to go to the trouble to return them when you shop with amazon its to save time this defeats that purpose,1.0,negative
its seems as thought all of the batteries in the package are already dead they are only lasting  days in the devices im putting them in fairly disappointed,1.0,negative
these batteries dont last half as long as the rayovacs i usually get,1.0,negative
this device would be the best possible tablet for the money if it had google play however amazon chose to block access to it this took their well made tablet with a beautiful screen and great performance from an amazing value to a waste of money this is my last amazon branded productif you use a lot of apps or want specific apps shop for another device,1.0,negative
all the batteries came dead so i did a return and got new ones second order was the same as the firstupdate still have yet to receive refund from second order after several weeks,1.0,negative
bought this for my mom as a gift and was really disappointed this device does not run full android you cannot get third party apps even though they sell it as tablet this device is only good if you only use amazon shopping books games otherwise you cant download anything  not even a weather app not worth my money to be so limited  returned the device and got the lenovo tab  a and we are much happier with it,1.0,negative
this is useless i have tried to calibrate it to my smart home pointless,1.0,negative
no longer takes charge from manufacture charger or any other type of charger product did not last very long since had  months,1.0,negative
during my first recharging they were leaking and wrapping was coming off a waste of money,1.0,negative
it wasnt what i thought it was the price was too much for what i got very disappointed,1.0,negative
bought this mostly as a backupand to read a few books since i have a larger cell phone and a back up used it occasionally may  or  hours of use till this week when i sent my laptop in for repairs so i probably used it a tot this week i was watching my rd primetime video this week and it simply turned off it will not turn on using any power trick such as safe mode it is gone it is toast bought it october    it quit on february   my old fire lasted  or  years with more use it had stereo speakers lasted a week on a charge not  or  dayssturdier built this is full of junk i am not just offered more apps it is constantly trying to add them junk junk junk,1.0,negative
these batteries do not come close to duracel in terms of longevity,1.0,negative
i purchased this tablet on a discounted price as an alternative for rc tablet the operating system is not good very slow response apps takes a lot of time to open many of the apps like youtube is not made for fire os so my little one has a difficult time handling it after  months i got him rc tablet,1.0,negative
do not pay attention to their ad it says the plug is not included with the kindle and it absolutely is if they lie about this sort of thing what else do you think the lie about steer clear these guys are rip off artist,1.0,negative
i am an old guy and i am having trouble trying to get the unit up and running i decided i really should return it but it was past the return date it is back in the box waiting to find time to try one more time or put it on ebay,1.0,negative
found this tablet to be very intrusive with adds almost forced to use credit card to make things work,1.0,negative
these batteries started leaking right out of the boxi threw them in the trash and went back to duracell,1.0,negative
i have bought  tablets for my son and didnt open it after i received it because it was a birthday gift for them and when they open it on their big day  of the tablet didnt turn on the screen is just purple i m out of country right now and will be back on august  and i emailed best buy geek squad  and told them the whole situation but nobody respondedvery disappointed it was a surprise gift for my kiddos and  of my son was really upset that tablet wont turn onlets see if best buy read my review and take some action ,1.0,negative
could not download my books at home three visits to best buy returned it,1.0,negative
this kindle is so overloaded with apps that i will never use despite what one of best buys associates said you cannot remove any of the amazon apps the apps take up too much of the memory i have an i pad and love but bought this as a backup for work unfortunately it bogs down i also dont like that amazon wants access to too much info to set up email so i wont use this for emails either i will likely sell it on craigs list for less than half of what i paid for it,1.0,negative
we love it thats me  my wife  my son  daughterin law   grandgirls all love it,1.0,negative
i bought  of the amazon fire tablets because the sales guy said that they were great and ran really fast i have very fast internet and this thing just barely chugs along if you play a game it constantly stalls and freezes the sound quality when i play music is terrible i was planning on buying one for each of my  nieces and nephews if they ran well but now i know that wouldnt work for them because they are horrible,1.0,negative
im sure these are fine batteries but they never arrived and theres no way for me to request a replacement,1.0,negative
i love amazon and amazon products butmajor disappointment while not much less cost that duracell or energizer the amazon brand batteries were a ripoff only lasted a third of the time in the devices i have used the competitors batteries in beforebummer ,1.0,negative
great price but these do not last very long,1.0,negative
this device plays on the fact that you must subscribe to their stuff or this is just a empty cylinder that tells you the weather and thats it and even then there is a subscription required for everything google home at least plays general music lists and a number of other key actions,1.0,negative
worst batteries for photographers im sure they might be fine for using around the house but for what i purchased them for using with my external flash these are the worst batteries ive ever usedwont purchase them againthe black ones that are supposed to be better are also horrible for photographershousehold use only,1.0,negative
the charger wont stay securely connected to the paperwhite and wiggles it will only charge when held at a particular angle,1.0,negative
purchased two of these tablets both of them had  dead pixels all over the screen read a lot of online reviews which stated same problem the screenresolution is pretty bad but what can you expect for ,1.0,negative
these batteries are awful have no power and die fast,1.0,negative
its very cool great picture good sound was kind of disappointed that i couldnt make calls but overall great piece of hardwark,1.0,negative
didnt know you had to buy space and many other things for this item to work,1.0,negative
these batteries wore out much too quickly i almost replaced the weather station after it went through  sets of batteries in about  month luckily something else with the same kind of batteries burned out the same day and i realized that the batteries were bad not the electronics ,1.0,negative
this thing has major connectivity issues save your money and wait for a later version,1.0,negative
the tablet would never turn on even after charging,1.0,negative
this is just a regular fire tablet that has protective case,1.0,negative
dont last long at all ive had better luck with cheaper batteries than ive had with these duracell batteries in the same equipment with same usage lasted  times longer than these amazon aa batteries did,1.0,negative
i thought i was getting a deal when i saw these batteries unfortunately they died after two weeks i do not recommend buying this brand,1.0,negative
entire pack of batteries was dead,1.0,negative
dont buy i thought it was a great deal initially but these batteries are drained super quickly i have one in my wireless logitech mouse and i have had to replace the battery  times since november that is  batteries in  months that is ridiculous i have started buying the duracell procell batteries i am having much better results,1.0,negative
spend a few more dollars and get a branded one these discharge very fast had to keep changing my wall clock battery every  months when i had these got an energizer battery and that stayed for more than a year didnt expect amazon product to be of such poor quality,1.0,negative
u thought it was going to be like an ipad or samsung but its all amazon mode and you cant turn off the lock screen ads i get tired of seeing them,1.0,negative
it wouldnt connect to internet tried at home at a couple of wifi spots and at the store where i bought it,1.0,negative
very disappointed that my kindle voyage purchased in april failed after just two uses went to charge it tonight to take on a business trip and it wont charge wont reset etc since my best buy receipt says i only have  days to return it tried calling amazon support their only solution after over  minutes on the phone is to process a replacement which may be a new or may be a refurbished device unacceptable to replace a less than month old device with a refurbished one but given the poor experience ive had with the voyage im not even comfortable with a new replacement at this point amazon says they cant do anything about a refund because i purchased from best buy  days seems a little extreme in a situation like this with a defective productstuck with a  paperweight ,1.0,negative
bad performance slow device not worth buying better products are available in this range,1.0,negative
not a long life at all i bought aa batteries in the same order and they work fine,1.0,negative
worked great but after awhile i wouldnt unlock after id enter my pin the screen would go black i took it to geek squad luckily i bought the protection plan and told me they dont fix them they just replace them so i got another one but that one did the exact same thing ended up returning that one too,1.0,negative
the quality of amazon aa battery is going down now just after a few weeks even when it shows full power from battery power meter the amazon battery cannot be used in many appliances bluetooth keyboard soap dispenser,1.0,negative
terrible decision on my part to trust amazon to make even a decent battery how hard can it be right batteries dont last every device ive used them in began to have quirky little malfunctions remote buttons dont always work or do what they are supposed to do mouse randomly disconnects from computer etc maybe i got a bad batch  all  of them lesson learned,1.0,negative
spend the money and buy a name brand these seriously do not work at all such a waste of money,1.0,negative
great servive best buy and the price match is great i used it both at best buy,1.0,negative
these batteries leak easily and i found them hard to insert into a toy that required aaa did not have this problem when i switched them with brand name batteries,1.0,negative
batteries used primarily for remotes batteries last for about  month,1.0,negative
i was tokd if you had wfi there would be no problem to make it work wrong i already gave it to the person and they cannot make it work they do not have a smart phone but have computer and wifi im afraid i will have to return the item,1.0,negative
