reviews.text,reviews.rating,sentiment
lasted week electric toothbrush energizer duracell brand lasted month tried different amazon battery result dissatisfied,1.0,negative
seem last long battery low drain appliancestoys,3.0,neutral
im returning new version coming,1.0,negative
hold charge,3.0,neutral
week using amazon echo found using less less day tried several time command luck save money,3.0,neutral
researched different reader deciding kindle figured may well get something benefit amazon prime membership soooo happy done reading since purchase done year highly recommend,5.0,positive
although faster stick smart tv apps still need stability better connection everyday use mot worth expensive still ok,3.0,neutral
light easy read nice backlight feature issue havent able remove ad show using kindle disappear using dont like ad especially pay something,4.0,positive
would like rate half star adapter work fine think underhanded amazon make pay extra maybe technologically uptodate seems people charge thing wall socket computer usb port think read charging usb take longer well like airline charging taking bag plane amazon charging thing need make kindle work pretty soon youll pay cord guide update good customer service,3.0,neutral
one star couldnt give zero star half box dead one work worked short time buy battery,1.0,negative
last near long brand battery,1.0,negative
tablet amazon decent performance tablet de end,3.0,neutral
educational lot fun variety u alexa,5.0,positive
work great would recommend anyone looking good product kid friendly,5.0,positive
bought daughter love u much ipad reading easier eye,4.0,positive
great first timer technologyalexa smart need collectible cd anymore,5.0,positive
something new wife still earning navigate item enjoys apps finger tip small compact easy take trip read take picture listen music,3.0,neutral
state battery last use tv remote ended buying energizer day later last changed battery twice day got mailthe triple better,1.0,negative
dont last long,3.0,neutral
fire stick decided upgrade connect internet straight get higher speed run fast less buggy plan buying another upstairs bedroom,5.0,positive
second fire tv like first one love one much advice debating fire stick fire tv pay extra money get fire tv,4.0,positive
like tablet thin light easy use great kid adult well,4.0,positive
got sale gift card extremely slow using internet hoping using ereader,2.0,negative
good productmakes life easyi issue far,3.0,neutral
downfall lot pop ad otherwise great inexpensive tablet,4.0,positive
good,1.0,negative
use mostly thermostat seems last week kind expected last least month,4.0,positive
bought daughter work great wouldnt recommend anything intense,3.0,neutral
good tablet keep neice busy hour usually take sleep,4.0,positive
amazon echo easy setup straight box family began using immediately learning new thing every week sound quality amazing become primary music source house purchasing would preferred black echo white best buy time xmas white look clean kitchen counter sits word alexa still struggling understanding bit texas drawl think getting used,4.0,positive
like use everyone great tablet,4.0,positive
short lifespan,2.0,negative
battery didnt even last one monthvery dissapointed,1.0,negative
bought kid play fill aspect great battery might last two hour continuous use,4.0,positive
seem last long name brand one buy,5.0,positive
smart box exactly say like add pic video cell phone easy use app,5.0,positive
really love product recommend anyone love gadget,5.0,positive
doesnt work amazon wireless mouse,2.0,negative
great phone level android user starting beginner advanced root user camera better though,4.0,positive
like do need memorize command speak otherwise may understand command google assistant smarter also cant use spotify free account work around must add lot free music amazon music amazon music account hear music google home convenient case start listening music channel free account spotify paid account spotify much different searching may disappointed tap google home much smarter sound tap good indeed return cant music alarm also cant use spotify free also search smart enough switched google home,2.0,negative
got stuff watch netflix youtube,2.0,negative
purchased sale price cheaper id giving amazon kink please focus service setup whole easy find content,4.0,positive
good table kid play watch video play game,4.0,positive
picked tablet laptop year old good job sound level good nice picture non hd product lot pre installed apps ad sleep screen annoying around buck bad product,4.0,positive
price high found customer service best buy north myrtle beach little patience question enough question answered later found best buy policy,2.0,negative
always amazon delivers lol par apple tv great product,4.0,positive
waste money bought box november march weve used third rest dead already year shelf life nowhere close,1.0,negative
used battery several item flashlight toy found less adaquate item used flashlight found last average use week good controller like tv remote last less month may cheper short run become much expensive long run buy suggest paying bit getting name brand battery,2.0,negative
made usa would make star,3.0,neutral
great value kid toy dont longevity duracells stretch definitely worth buying need lot battery cheap top noisemaker remote house wouldnt throw flashlight higherdrain device,3.0,neutral
crazy battery dont last long others time period,3.0,neutral
love device wish descriptive summary get music station well feature ive learned coming upon thing need better operating instruction,3.0,neutral
easy useeasy connect cellphone tablet play youtube product said upscale k quality picture show tv regular product without k,3.0,neutral
weve bought time run battery like crazyand best least highly recommend,5.0,positive
love kindle second one purchased easy use great background light,5.0,positive
bought gift mom shes happy therefore im happy,4.0,positive
bought year old grandmother wanted able play game read book library aunt life help use perfect type user playing would consider anyone hardcore user want latest greatest tech tech saavy fire tablet advertised,4.0,positive
since android based tablet sideloaded necessary apps allow used essentially android tablet google play store etc screen resolution speaker ram adequate otherwise good cheap tablet really need ponder utility buying,3.0,neutral
unfortunately first time plugged tablet charge battery overheated shorted tablet returned best buy full refund hassle,1.0,negative
work fine wanted using remote home automation entertainment system,3.0,neutral
purchase decided ti purchase wifeher name rebecca,4.0,positive
wife bought one best buy go back get dollar price went decided would get one stock ordered one thru amazon still hasnt gotten,2.0,negative
great price job used power bv bicycle light set super bright led headlight led taillight quickrelease give good light intensity albeit first u cant yet vouch long battery last v duracell,4.0,positive
battery huge disappointment used two amazon tv remote lasted week usually need change battery remote every month total ripoff,1.0,negative
easy figure used extensively vacation,4.0,positive
personally like relatively small light weightso easy handle toddlerwith increased number game apps downloaded tablett slows speed sure dislike al good go car ride long period waiting,4.0,positive
can not download internet service youre subject limited option thing wish could bought,1.0,negative
returned store cuz realised didnt need music lighting control replaced echo dot disappointed didnt know needed wifi dont,2.0,negative
easy use wide variety function awesome price,5.0,positive
god pay dollar year bad,3.0,neutral
love user friendly great kid lot aps great purchase great price,5.0,positive
ok alexa cant answer everything far ive asked question siri alexa get better answer alexa looking forward growing home automation system volume pretty good also bought dot used receiver,4.0,positive
nice displaygood color fairly easy read good reading ok email sort clunky apps file management difficult,4.0,positive
box want k get regular stick,5.0,positive
wife love u every night read romance novel wife happy im happy,5.0,positive
good product would recommend everyone thank,4.0,positive
show nice feature audio quality isnäôt best price point got mine sale using bedroom alarm clock read time without glassesi still use sonos play listen sleep playlist ny music unless missed something seems like set volume low night listen music go sleep alarm loud enough donäôt use show music much,3.0,neutral
dont last would buy,1.0,negative
love product wish smart google home,4.0,positive
two mac wireless mac keyboard used battery keyboard worked great several day desk keyboard failed connect last week attempted replace battery expanded inside keyboard come assumed chance happening wireless keyboard downstairs computer failed battery expanded inside keyboard well come amazon refunded u battery need replace two keyboard battery ruined,1.0,negative
half work,1.0,negative
easy use limited powerful tablet galaxy ipad video conferencing rather difficult experience however read digital book watch video listen music work well stereo sound larger version really nice,3.0,neutral
working find less expensive name brand,5.0,positive
ive always roku user directv came recently wasnt available roku fire tv gave try ive happy switched rokus fire tv,5.0,positive
love sheer fact dont carry around different book reading book get heavy syncing reading listening audible really improved since tried using original kindle fire tablet,5.0,positive
totally worth money apps use daily basis,5.0,positive
good price whatever quality guessdont last long,4.0,positive
tablet great teenager purchased two nephew really happy immediately began set download free game love,4.0,positive
alexa doesnt know half computer musical quality good glorified radio think would recommend dot save money,3.0,neutral
great toddler recommend anyone purchase protective case,3.0,neutral
good beginner tablet older person like surf internet,3.0,neutral
purchased tonight time wrong can not change time manually wifi update timeand wont connect wifi need passcode password correct time technology amazon ive many device none make find wifi without password hard starbucks hotel etc need click agree term wifi time can not changed without wifireturning tomorrowps also issue amazon forum one dealing,1.0,negative
missing pack battery opened box today impressed,1.0,negative
thought review found really good battery less money usually paid duracell wrong put battery operated halloween decoration lasted exactly week hour timer mode pumpkin used duracell still glowing brightly guess back brand battery operated christmas decoration,2.0,negative
bought replace year old kindle fire hdx dropped floor sort panicked couple hour research picked tablet safe side got additional gb memory installed couple game none memory hog cookbook app addition downloading couple book dictionary honestly say slowest tablet ive ever rotating screen take second thats there one app open opening book magazine take half minute god help want switch recipe magazine youre cooking amazon obviously concerned showing constant special offer apps satisfied customer since fire tablet available whatever reason maybe theyre discontinued ill replacing either ipad galaxy tablet,1.0,negative
great price right load lot book cloud unlimited keep book,3.0,neutral
love kindle fire great compact device much read book free play game look answer kid question quickly,5.0,positive
asian product infamous low quality failure harmful nature battery produced indonesia live reality ten battery finally found four enough juice power piece equipment purchased know made asia would never purchased begin,1.0,negative
tip seem polished much make good contact problem battery wouldnt work duracell one took would swapping back forth time took battery tester found twist around get register took battery sand paper get contact point work,2.0,negative
many u weather intercom purchasing game continues add function,5.0,positive
nice tablet downsize see dont play store apps limited,4.0,positive
worst product ever constantly screwing filled ad pay remove best buy refused help wanted return,1.0,negative
pleased dog crate sturdy damage flaw better others purchased retail store,4.0,positive
bought toddler keep busy road trip appointment wasnt fond kinda slow limited one feature like set profile kid theyll able use apps designate use,3.0,neutral
wish bit faster loading browsing function would expect kid friendly product would spend extra money next time tablet designed adult strong parental control,3.0,neutral
bought unit needed portable bluetooth speaker sale figured get alexa work well plan use overseas hotel well see go,4.0,positive
kindle great tablet minor task game child havent long im able use bought ebooks school,3.0,neutral
worthless except regular echo poor excuse video chat love echo device bathroom pool kitchen place may need hand free voice activated music info wife bought newest hottest thing skeptical thought would use help project alexa find video f drone alexa youtube available amazon wont directly sell chrome product youtube wont play echo show testing show video call limited iphone android apps video useful thing voice function echo dot perform unless want make video call check weather device move foot outlet,1.0,negative
purchased gift intention purchasing much love,5.0,positive
bought year old son physically product amazing love case around amazon replaces product anything happens question asked however software terrible wasnt expecting much begin hard consider tablet everything limited use play movie external sd card can not played via kid profile,3.0,neutral
skeptical basic notation job,4.0,positive
first purchased stick worked great wanted something powerful allowed u connect directly router got great connection pause buffering would buy needed,5.0,positive
know everyone want read direct comparison apple tv rather review moerits device owned stuck apple tv instead thisthe apps used directv netflix amazon prime video choked buffered much often froze completely wifi reception also sub parthe remote good prefer battery approach apple rechargeable one everything else though apple tv seemed bettermy two cent still solid streaming device price better apple would make decision based plugged amazon ecosystem v apple,4.0,positive
nothing spectacular item also nothing majorly wrong biggest flaw geared kid way found searching setting online lock touch screen video keep playing child hit screen mean lot time helping get back movie show rather relaxing like ipad guided access activated,3.0,neutral
ok bought high expectation watching commercial thought going better siri react answer call well limited use play prime music,3.0,neutral
purchased others yrolds yrold niece enjoyed playing much bought one included yr subscription freetime awsome kid parental control great included apps helpfulthe lower rating charging port extremely loose cord fall time frustrating,3.0,neutral
bought daughter taking long drive vacation kept charge long enough hour drive keep entertained easy setup use,5.0,positive
good youre looking frill internet experience affordable,4.0,positive
disappointed order get book get ad didnt first kindle fire,2.0,negative
amazon item sold went best buy purchase plenty stock store great,4.0,positive
great item described delivered fast would buy,4.0,positive
battery operable package thought appliance replaced battery worked fine luckily amazon return policy amazing doubt ill try another one basic brand item anytime soon,1.0,negative
like price point tablet quad core processor run kind slow,3.0,neutral
bought gift nephew really disapproval learn already linked amazon account started getting notice everythings downloaded something literally unlink everyone one account made big purchase purchase amazon primewhich cancelled wasnt ready purchase,2.0,negative
nice cheap battery last long regular brand battery even feel difference,2.0,negative
high quality battery great price comparable duracell come box pack four,5.0,positive
bad amazon turned tablet big advertising tool many apps dont work camera good,1.0,negative
expecting android device discovered android like device fault reading device hand returned amazon fire bought samsung tab ei probably would recommend tablet wanted device reading,3.0,neutral
battery expensive great amazon came brand cost effective great quality ive used far definitely long lasting reorder,5.0,positive
nice purchase son yr old performs well,3.0,neutral
bought battery charge insulin pump life critical device started using found pump worked terribly testing variable popped amazon battery replaced duracell everything back normal wont use,1.0,negative
liked amazon stick much upgraded amazon fire im happy purchase,5.0,positive
waited couple month review giving amazon time make product equal sony dash nearly decade ago isnt screen provides nothing value cant turn amazon tip near zero customization cant even move clock side screen something sony dash nearly year ago pandora prime music alarm seriously biggest fail run away half baked amazon disaster,1.0,negative
battery kept thing going house pleased order regularly,5.0,positive
feel like battery wasted quickly last long store bought battery,1.0,negative
tablet ive tried really stink one ok wish google though,5.0,positive
love kindle replacement old kindle keyboard used constantly hour every day carried purse time traveled without kindle nice product,5.0,positive
mom favortie gift chrismas would recommend product,5.0,positive
used insta bulb light purchased also last week crazy,1.0,negative
