reviews.text,reviews.rating,sentiment
i purchased two of these for my kids since they both wanted tablets for christmas we liked that they could use it like their own but we had total control of what the used and viewed it is a lot faster than the older kindle it is pretty durable as well,3.0,neutral
lasted ten minutes in my flashlight changed out the batteries again the next two lasted  minutes dont buy junk,1.0,negative
our daughter had asked for the paperwhite for christmas and she was delighted when she opened it she used it for hours every day so we view this as a really proper gift,5.0,positive
cheap  need to constantly make sure plugged in  slightly too small  saved some bucks there  not amazon quality,1.0,negative
was looking for a lowpriced tablet to access my kindle and magazine apps  specifically the economist what i didnt realize was that this was the adversion of the kindle so removing ads on it would not be possible wo fee  and worse theres some limitation around some apps and everything located in the google play store so apps like the economist were not available sooooo returned,2.0,negative
its hard to beat the quality for the price it cost great for the kids,4.0,positive
for me the kindle black was not a good fit for me there are times i read at night in bed when my husband is sleeping this model doesnt have a back light so im unable to read at night without turning on a light and waking up my husbandso i returned and went for a kindle fire,3.0,neutral
sadly no having netflix support is resulting in my last tablet purchase from amazon,2.0,negative
untrustworthydies really quick and doesnt keep the delivery date,1.0,negative
this kindle is the th one in our house this was a purchase for my youngest son who is asd high functioning but still has meltdowns when things arenäôt done correctly and this was to help us travel made it through with only one big meltdown the kindle certainly helped,4.0,positive
seem to last as good as high dollar ones,4.0,positive
these batteries do not have a long life,2.0,negative
limited activities for my son to surf the web and do the things he likes to do,3.0,neutral
the sound in this is on par with other high end portable speakers that however is really just the tip of the iceberg if you have amazon prime you can access all your music just by asking also this works if you have phillips hue so you can turn the lights off and on with your voice,5.0,positive
having the fire has solve the issue of me keeping books to collect dust now i have my books with me in my fire and everywhere i go i have them amazing loved it,5.0,positive
ive had two other tablet before this one and gave both of them away due to shoddy performance finally decided to try the amazon fire after recommended by a friend and so far i love it,5.0,positive
this is by far the best thing i could have bought,5.0,positive
netflix app runs great no buffering and good hd quality amazon app and movies have their issues but overall i like my fire tv if only amazon ran like netflix then would be  stars,3.0,neutral
it is a neat gadget can do some things like track items for a shopping list and setting timers that are great i would have expected it to be better at telling me things like when is tv show x on and what sound does a cardinal bird make all were met with i didnt understand the question alexa should be more intuitive than that and should learn and grow as you go along she does not you also have to ask things in a way alexa will understand for example you cannot say alexa turn out the lights in the kitchen that does not compute but if you say alexa shut off the lights she will do as you ask i had to start writing down the correct way to ask her things so i would remember them again she needs to learn and adapt not happening so far,3.0,neutral
the layout of the tablet is good internet is terrible,3.0,neutral
what a neat gadget i thought i loved my echo dot n this is so much more i like that u can video chat with other people who own it also the kids love it,5.0,positive
when i first got it was great until it stopped charging and wouldnt turn back on,1.0,negative
too,2.0,negative
this is definitely not an ipad or a high end tablet nevertheless for the discounted price that i paid on it so less than  it is well worth getting i wanted something bigger while waiting for the next ipad air to come out and this fits the bill for paying little and getting a basic low end tablet it is geared towards amazon media consumption ad it does that decently even with a screen resolution less than hd if the sale comes back again where it is  off i would not hesitate to recommend it again,3.0,neutral
excellent tablet easy to use and very fast its just beautiful,4.0,positive
handy size and works well for what it is would be a  if google play store but it is available,4.0,positive
not as good as the hdx but does well for  also much slower than hdx screen is more pixelated than anticipated would probably spend more next time and get a quicker unit,3.0,neutral
disappointed with this product used them for led candles and had to wiggle them around to get them to work at the same time i also purchase acdelco batteries because amazon would only allow the purchase of one box im glad i did because the acdelco batteries worked great i would not purchase amazonbasics batteries again,2.0,negative
works great for my  year old grandson he loves it,1.0,negative
bought this during the black friday deala decent and a good tablet for the price of  bucks,4.0,positive
most of the things you ask it it doesnt know the answer to,3.0,neutral
weird but some didnt last long as they should,3.0,neutral
i got this for my husband he likes it and the setup is easy,4.0,positive
great tablet for kids they just love how simple it to use and great price,5.0,positive
sometimes the screen is not as responsive as i would like it to be but it does what we need it to do and our daughter loves it,4.0,positive
i have an ipad but thought i would buy this black friday to play around with and program to give to my mother to enjoy,3.0,neutral
it is highly recommended for someone who loves reading easy set up lots of books to downloadi have ipad but this beats reading experience hands downone downside is that the new kindle paperwhite has lower battery life compared to its previous generation hence only  star,4.0,positive
these work great they come in little shrink wrapped four packs,5.0,positive
this was a gift to an employee and they absolutely love it,4.0,positive
this fire box is a good streaming device would recommend this product,4.0,positive
easy to use easy to read in any light the battery last a long time,4.0,positive
my mouse still works with a battery otherwise i dont think i use them for anything else ok batteries,4.0,positive
it was on a total of an hour and a half when the screen went completely dark would not turn on after that the battery was fineit just quit working all together,1.0,negative
my kids love it they watch their programs when they want and also we don t have to miss any programs also we can watch them when ever we have time best purchase i have brought,4.0,positive
great for my little kids to play and be occupy while i cook,5.0,positive
navigation needs more work no pointer feature sucks definitely not a pointandclick systemes explore for web browsing is antiquated and needs replacedvoice alexa feature does not work inside apps to control the app so careful what you say or needless purchases are madeno disable option for voice featurestill one of the cheapest ways to run kodi program direct to telly in hdmi thoone can still load app for plex server for nas playback via streaming though it is extremely difficult to navigate the plex download page in es exploreits faster than old version has bluetooth  instead of  has a quadcore instead of dualcore processor and doesnt seem to get hot after hours of play like old version didbut if amazon ever blocked third party apps like kodi and plex i would never buy an amazon product again thonot an amazon prime member and never will be why pay for programming that i can get for free,3.0,neutral
i purchased this tablet because my classes required online textbooks and this tablet made it so easy to access everything i need i love how lightweight it is and how im able to access the internet as well,5.0,positive
great addition to my alexa collection very portable batter lasts as expected,5.0,positive
bought this for my mom as a gift and was really disappointed this device does not run full android you cannot get third party apps even though they sell it as tablet this device is only good if you only use amazon shopping books games otherwise you cant download anything  not even a weather app not worth my money to be so limited  returned the device and got the lenovo tab  a and we are much happier with it,1.0,negative
bought to replace our broken kindle reader good battery life and size much heavier than our old paper white easy to organize and find your documents and books with wireless works smooth so far,3.0,neutral
did not recieve aa i only recieved cbatteries,1.0,negative
all perfection as usual for amazon,5.0,positive
this tablet has little cpu power and is really only made to work with the amazon prime crowd not what i was looking for,1.0,negative
batteries die very quickly spend the extra for better batteries,1.0,negative
we purchased two paperwhites and gave one to our daughter so far so good,4.0,positive
hard to argue with an amazon fire tv or stick i bought this to replace my previous one that only did p having had both i would say you wont go wrong with either i bought the firetv for the direct internet plug in capability which i figured would be a concern with wifi,5.0,positive
these came with touch lights and they have been used for  days the lights are already so dimmed and the batteries need replacing soon,2.0,negative
very good access to multiple venues cheap and easy to use,4.0,positive
this device would be the best possible tablet for the money if it had google play however amazon chose to block access to it this took their well made tablet with a beautiful screen and great performance from an amazing value to a waste of money this is my last amazon branded productif you use a lot of apps or want specific apps shop for another device,1.0,negative
i bought this for my wife this is her third amazon fire tablet she mostly uses it for reading but she really likes the speed and the additional features on this one shes very happy with it,4.0,positive
absolutely the worst batteries ive ever used amazon should be ashamed to sell them,1.0,negative
i was hoping these batteries would last more than  hours and since they didnt i dont think the price should be as listed,2.0,negative
it is ok,3.0,neutral
its nice to have parental controls but app grouping and bugs with apps hurts the experience parents will still need to look over childs shoulder to ensure gamesapps are appropriate battery life is absolutely terrible,3.0,neutral
these die out super quickly in saying that im not sure if the items they were in sucked the life out of the faster but they still died used nearly a whole pack for little led closet lights in a couple of months  only on for a few minutes at s time,2.0,negative
it was a bit more involved getting set up but thereafter the function is simply talking to alexia the plug adapter to turn on and off lights tv is useful and certainly worth having,2.0,negative
my wife wanted an ipad i bought her this because it was cheaper and good for reading and playing games she uses ios products so its not compatible she hardly ever uses it next time ill get what she wants and not waste my money,2.0,negative
i am no stranger to amazon tablet a must have for the budget buyer cant go wrong ,4.0,positive
the technology just keeps getting better and better,4.0,positive
love this kindle paperwhite it is easily carried in my purse,4.0,positive
good for alittle ones for games and movies picture not so clear but not expensive,3.0,neutral
i updated my credit car d more than six weeks ago i wont bother you in the future,1.0,negative
lots of claims in the description and lots of good reviews here so i dont know what went wrong but it appears these batteries really stinkin a tv remote a pair of these batteries lasted  weeks the namebrand batteries they replaced had lasted several monthsin an led flashlight a pair of these batteries lasted exactly  uses before the light got dim and  uses before the batteries were totally dead im talking about like less than  minutes of cumulative use the previous batteries had lasted dozens of uses probably at least  hours of ontimei dont know if i got a bad batch a big bad batch of  or if i was just tricked into having the wrong expectations either way back to namebrand batteries for me,1.0,negative
the clarity of the screen and the backlit text makes this an improvement from my old tablet i now can read this in low light and enjoy the color as well i am enjoying my new kindle but it did present some challenges in its set up i would recommend getting help in the store to get you started,5.0,positive
we purchased  of the eco plus and out two adult children really like their eco plus they are having a lot of fun with it we are still learning,5.0,positive
they run out of power very quickly,2.0,negative
for a five year old this worked fine but was a bit slow loading games but  year olds these days want it immediately like the kid friendly free books and games it worked well with downloaded disney movies and netflix may have to get one for  year old suster they both live it,3.0,neutral
its hard to give a review cause its stuck on amazon home screen it might be a good product but i dont know,1.0,negative
i bought this tablet to connect to my hdtv after not being able to get it to connect i called amazon customer care who informed me that this model doesnt connect to the tv but the previous model th generation does and that i should purchase the amazon fire stick why the newer model does lesswho knows if you want to watch movies just on the tablet then its a great buy but didnt work for my purposes,3.0,neutral
theyre batteries that work for an average amount of time nothing much else to say,4.0,positive
i bought this for my daughter who is  yrs old she enjoys reading,5.0,positive
only small issue was setting up to start with my kid took care of that,4.0,positive
ive bought over  replacement charging wires the ones with the micro mail end that inserts into the fire to charge it after one or two uses the wires become loose and fall out they definitely wont stay put to charge does anyone else have this problem whats the solution if not for this i would recommend it,1.0,negative
this charger is produced by amazon and backed by its excellent quality control and manufacturing process,4.0,positive
i purchased the amazon fire tablet because i have had one for about  or  years i wanted a tablet that was sturdy and would last because i purchased it for  of my grandchildren,5.0,positive
we bought this for my grandson and it has worked out well for him,5.0,positive
not much to say as this is a wonderful reader probably best yet bought  as gifts this year,5.0,positive
i love this product and my kids use it everyday to watch movies and serials,5.0,positive
bought for my yr old grandson its great  easy for him to use i have an gb myself love the amazon fire the price is very affordable,4.0,positive
the charge holds a bit,4.0,positive
very cheap batteries,1.0,negative
these batteries literally only last  minutes inside of each device i put them in when i researched the product they told me the only way was to spend  on the recharger for these batteries i personally do not buy batteries to have to spend more than what i spent on them in whole to have to buy a whole other product to recharge them worst amazon product i ever wasted my money on,1.0,negative
nice and convenient just wish that it came with written directions so that i could brighten up the screen,4.0,positive
all ok thank you,5.0,positive
for the price this tablet is not bad i found a couple of things that is a bit annoying every time you turn on the device ads will appear in the lock screen also the picture gallery it takes several minutes to load the wait is very annoying,4.0,positive
i love the size of this its the size of a book the only thing i dont like is the lock screen has ads,4.0,positive
this refrigerator is absolutely terrific the features are very well thought out it works well for a mom who is into healthy eating with plenty of space and for kids with their own drawer for snacks and beverages its attractive too,5.0,positive
the last  models of kindle hdx  have been terrible we have purchased  of each model of kindle and up until the last  models they have been great last years had to be replaced  or  times and for the same problem the slot for the sd card is defective i gave up and bought the newest model it shuts completely down if you try to plug it in to external speakers and sometimes it shuts down for no reason its going back after the first of the year this is going to be my last year for kindles unless they make them the same quality as before phooey,1.0,negative
nice cheap batteries a lot of them for the price  will buy again in like  years lol,5.0,positive
great price and easy to set up already read  books on my new fire graphics quality is pretty good too,4.0,positive
these batteries dont work well my bluetooth mouse wouldnt stay on any more even when i put fresh amazon batteries in them so i bought a new mouse and it wouldnt work with the new batteries then i used duracell and the mouse was finesame thing happened with my roku remote,1.0,negative
it is the right size to throw into a purse because it is light weighteasy set up enter your wifi password and amazon login info then wooo the display is bright no dead pixels on mine and responsive touch sensitivity is very goodthe fire  good design and slim in sizegood product with money,4.0,positive
i use this tablet as an ereader and to listen to prime music at the same time great for thisstill leaning other features,4.0,positive
i am an old guy and i am having trouble trying to get the unit up and running i decided i really should return it but it was past the return date it is back in the box waiting to find time to try one more time or put it on ebay,1.0,negative
excellent resolution and speed i love the easy usability of the new fire,4.0,positive
this was the nd time that i have ordered amazon batteries only to find they all had about a half charge,2.0,negative
did a lot of checking around and found this to be the best value,4.0,positive
what a horrendous product i thought that being from amazon it would be good wrong its still chinese firstlasts nothing  weeks in my computer mouse disastrous disappointment first time i am let down by amazon pity i guess i should have been more careful and less gullible,1.0,negative
this does everything your smart phone does but with a larger screen for easier browsing and input,3.0,neutral
this tablet is easy to use and great for a new user,4.0,positive
practical and economical ok to use fast and good for everyday use,4.0,positive
bought this for access to amazon programming and im liking it better than my apple tv i dont have the newest apple tv so i cant comment on that product but this one is fast and has a couple of key buttons on the remote that make navigating easier than my apple i also love the k content streaming perfectly,5.0,positive
worst batteries ever after m duracells in my wireless alarm keypad died after over a year i thought i would try these amazon batteries these batteries do not last a week before they die and i have to replace them spend the extra money and buy the duracells they will same you money in the long run,1.0,negative
they are ok  i havent had any arrive doa but they really dont seem to work for very long in an xbox one controller they last about half the time that a set of duracells would i dont think theyre terrible but i doubt ill buy them again you can frequently catch duracells on newegg at about  per  yes its a bit more than the amazon basics per battery but youll get a lot more usage out of each pair,3.0,neutral
im not a techie but after days of trying to hook up i gave up i dont know if it was the echo plus or my carrier att uverse causing the issue but it would not connect so back to the store it went even with checking out blogs on the internet for assistancenone of it worked,3.0,neutral
am used to kindle fire which i love no light to read by in the dark hard to navigate this was a gift  would never purchase on my own,1.0,negative
this is a good tab for the price not a big issue if you break it,3.0,neutral
responds very well and understands you and this one has great sound as well unlike the dot,5.0,positive
holds basically a  minute steady usage charge and dies we used these in microphones and they died within the  minute range fully chargedit also seems that the older they get the longer it takes to charge and the faster they die out not very reliable unfortunately,2.0,negative
good tablet for the price only drawback is the limited apps for the fire compared to android tablets,4.0,positive
setting up the amazon show was a little trickybut i managed to navigate through it itäôs so cool to add compatible equipment,4.0,positive
i bought this for my mom because she is too scared to even use her laptop i thought this looked more user friendly since she knows my  year old nephew can use an ipad,5.0,positive
i bought this amazon fire tablet for my daughter and she loves it it has good screen resolution and you can increase memory by inserting a micro sd card,5.0,positive
context replacement for my old nexus  bought during black fridaycyber monday saleprosliterally the only decent android tablet for its pricegood battery lifeconsno access to google play appsservices youtube gmail etc only via browserfirst one i purchased had a defective speaker  qc might be variablethoughtsamazons insistence on using their own app storeandroid version is annoying as is the subsequent lack of core google apps however for the price there is very little competition among android tablets,3.0,neutral
bought this reader for a present for my mom she loves it able to take her book with her in a smaller form loves how it looks like paper pages easy to order a new book,4.0,positive
i bought this product  months back it is very slow i cant open any app in  seconds os is different than others so we cant get normal apps easily only one thing i can say is slow slow slow performance i dont know how to replace it need some help from best buy peoplei dont know whether i got defective piece or this is the actual performance,1.0,negative
bought this for my father who would have trouble using a computer hes picking up on it very quickly it keeps him entertained good reliable device,5.0,positive
this edition does not have backlighting which is a big deal if you like reading in bed or indoors without needing to use external lighting you should not get this version get one of the newer editions if you only read in well lit areas then go for this one kindle is fantastic and i love my white lightweight long lasting kindle with the option to use background light,2.0,negative
i have the wrong size batteries,1.0,negative
purchased this for my son decent tablet but not optimum,4.0,positive
brought it for a christmas present for someone who reads a lot easy to use and user friendly,4.0,positive
ok for aaa needs,3.0,neutral
just got this as a christmas gift and it doesnt stand nothing to secure it to make it stand you can get it to stand maybe to watch a video but dont touch it it will fall down easily certainly dont stand it and actually use your fire hd with this cover you cant falls right over i feel really badly for the special person that bought me this waste of money i had already bought my own cover for a lot cheaper that has more shock protection and that one wont stand on end but at sits securely at a tilt which makes it more useful for me the cheaper one i bought on amazon also has a magnetic closer to the cover stays closed this one does not not sure how to tell the person who bought me this that i dont like this one at all ill feel bad telling them and theyll feel bad hearing it bad all around,1.0,negative
the echo was so good i ended up getting the echo show as well at first it was a device that i enjoyed using for various reasons one being that i could ask alexa to watch any youtube videos i wanted to watch then one day i asked alexa to play a video and she responded by sayinggoogle is not supported on echo show until youtube comes back as a skill the echo show probably isnt worth the extra money id say stick with the echo if you have amazon music or spotify or the echo dot if you only use the echo as part of your smart home,3.0,neutral
this really isnt a very good tablet by any measure other than bang for your buck i bought this for about  just to kill time on a couple of long flights so i didnt wear out the battery on my phone i definitely wouldnt recommend using this for reading as the screen resolution is really below average and be tough to look at i only used it to read some comics and play games on a screen bigger than a phone so i got what i wanted out of it,2.0,negative
took way to long to receive and then some were corroded,1.0,negative
worked great and no issues price made purchase affordable for family and able to use desired item that needed batteries great product and price,5.0,positive
get your weather forecast first thing in the morning review your to do list check your appointments for the day all while having your morning coffee great way to start your day,5.0,positive
i bought this as an upgrade to the kindle fire that i bought my wife  years ago she says that it is easier to read and loves the smaller size,5.0,positive
its a nice looking cover will keep the fire clean but not particularly safe in a fall i have the black one it is very professional looking no padding whatsoever it does wake the fire up when opened and shut down when closed but that has never been important to me my problem with all of the cases is that you have to hold the cover out in order to keep the camera clear and it makes clicking the shutter a little awkward id like to see an opening on the front cover that matches up to the opening on the back so you can have it folded in half and still be able to view the subject,3.0,neutral
i bought for my son to play with he enjoys it a lot,4.0,positive
this is one of the perfect tab for kids i bought it for my niece and she loved it,3.0,neutral
dont seem to last as long as duracell,2.0,negative
my first tablet was a kindle i was curious about the updated version very disappointed,1.0,negative
the integration to my home automation is transparent i hope devices offered a wayskill to connect to all systems so i could have running amazongoogleapplemicrosoft at the same between themamazon per what i researched was the best at my time of purchase and it really makes it simple it delivers on what they promise,4.0,positive
pretty slow but for the price i guess it works ok,3.0,neutral
its the thing to have to go along with the crowd but it ends up being very much underutilized im sure its capable of more than making a shopping list and doing a flash briefing but we dont have the time to learn other than that it works just fine,3.0,neutral
very durable but could be a little more suited for young kids,4.0,positive
leds run thru these so fast man but im lazy and amazon delivers so i keep buying them dont have a time sheet but i have one of those harbour freight free with purchase lights and it seemed to last  hours before i noticed it was dim so thats good i guess as its still very bright just not new never been used brightusually i replace  out the  batteries every  weeks but i work on a bike and car and have never had any led go out or get unusable dim during a job with a fresh change,4.0,positive
lasted about a week in my electric toothbrush energizer and duracell brand lasted a month tried with  different amazon batteries same results very dissatisfied,1.0,negative
does not seem to last as long as other batteries in low drain appliancestoys,3.0,neutral
im returning it because a new version is coming i,1.0,negative
they hold there charge,3.0,neutral
after a week of using the amazon echo i found myself using it less and less each day i tried several times for it to do commands no luck save your money,3.0,neutral
i researched different readers before deciding on the kindle i figured i may as well get something that will benefit from my amazon prime membership i am soooo happy i did i have done more reading since my purchase than i have done in over a year highly recommend,5.0,positive
although faster than the stick and smart tv apps it still needs more on stability and better connection for everyday use mot worth it if it was more expensive still ok,3.0,neutral
it is very light and easy to read nice backlight feature only issue we have had is we havent been able to remove the ads that show up when you are not using your kindle they disappear when you are using it i just dont like ads especially when you pay for something,4.0,positive
i would like to rate this  and half stars  while the adapter itself works just fine i think it is underhanded of amazon to make you pay extra for it maybe i am not technologically uptodate but it seems to me that most people charge things at a wall socket not with a computer usb port i think that i read that charging with usb takes longer as well just like an airline charging you for taking your bags on the plane now amazon is charging you for things you need to make the kindle work  pretty soon youll have to pay for the cord guides and updates not very good customer service ,3.0,neutral
i only have it one star because i couldnt give zero stars over half of the box were dead the ones that did work only worked for a very short time do not buy these batteries,1.0,negative
do not last near as long as other off brand batteries,1.0,negative
this tablet from amazon is decent the performance of the tablet is de end too,3.0,neutral
can be educational and lots of fun too a variety of uses for alexa,5.0,positive
works great would recommend for anyone looking for a good product very kid friendly,5.0,positive
i bought this for my daughter she loves it she uses it much more than her ipad for reading its easier on the eyes,4.0,positive
great for first timers with technologyalexa is very smart we not need our collectible cds anymore,5.0,positive
something new for my wife she is still earning how to navigate the item but enjoys more apps at her finger tips its small and compact and easy t take on trips so she can read take pictures or listen to her music,3.0,neutral
it states that the batteries last a while but i use them for my tv remotes and i ended up buying energizer a few days later they do not last i changed batteries twice the day i got them in mailthe triple a were no better,1.0,negative
they dont last long,3.0,neutral
i had a fire stick and decided to upgrade this so i can connect my internet straight to it and get higher speeds it runs fast less buggy and i plan on buying another for upstairs bedroom,5.0,positive
so this is my second fire tv and just like my first one i love this one just as much my advice is you are debating between the fire stick or the fire tv pay the extra money and get the fire tv,4.0,positive
i like this tablet its thin light and easy to use its great for kids and adults as well,4.0,positive
got this because it was on sale and i had a gift card it is extremely slow using the internet hoping to be using it was an ereader,2.0,negative
good productmakes life easyi have no issues so far with this ,3.0,neutral
only downfall is there are lots of pop up ads otherwise a great inexpensive tablet,4.0,positive
not good,1.0,negative
i use this mostly for my thermostat and it seems to last me about  weeks or so i kind of expected it to last at least a month,4.0,positive
this was bought for my daughter and it works great with her but i wouldnt recommend it for anything intense,3.0,neutral
good tablet keeps my neice busy for hours and we usually have to take it from her so she can sleep,4.0,positive
the amazon echo was easy to setup straight out of the box and my family began using it immediately we are learning new things it can do every week the sound quality is amazing and this has become the primary music source for my house when purchasing i would have preferred a black echo but white is all this best buy had at the time before xmas but white looks very clean on our kitchen counter where it sits there are some words alexa is still struggling with understanding but we do have a bit of a texas drawl so i think were getting used to each other,4.0,positive
i like it i use it for everyone its a great tablet,4.0,positive
very short lifespan,2.0,negative
batteries didnt even last one monthvery dissapointed,1.0,negative
i bought this for my kids to play on it fills that aspect great but the battery might last two hours of continuous use,4.0,positive
these seem to last just as long as the name brand ones will buy again,5.0,positive
this smart box does exactly what it says it does i like that it adds the pics and videos from my cell phone in an easy to use app,5.0,positive
i really love this product i recommend it to anyone who loves gadgets,5.0,positive
it doesnt work with my amazon wireless mouse,2.0,negative
great phone for any level of android user starting from a beginner to an advanced root user camera can be better though,4.0,positive
like dos you need to memorize your command and speak it out otherwise it may not understand your command google assistant is smarter also you cant use spotify free account to work around you must add a lot of free music to amazon music into your own amazon music account before you can hear any music google home is more convenient this case as you can start listening to any music channel by your free account from spotify if you have paid account for spotify then not much different here but to do searching you may be disappointed with this tap google home is just much smarter the sound of this tap is very good indeed but i return it because it cant do music alarm also it cant use spotify for free also its search is not smart enough so i switched to google home,2.0,negative
i got this stuff for myself to watch netflix youtube,2.0,negative
if i purchased it at the sale price   cheaper  id be giving it  amazon has a few kinks  please focus on services i have setup  but on the whole its easy to find content,4.0,positive
